"","batch.id","response_type","value"
"3367","X-1303.BYL719","angle","151.4868"
"3368","X-1303.BYL719","abc","583.9557"
"3369","X-1303.BYL719","TGI","-23.6263"
"3370","X-1303.BYL719 + binimetinib","angle","55.8482"
"3371","X-1303.BYL719 + binimetinib","abc","581.7839"
"3372","X-1303.BYL719 + binimetinib","TGI","75.3985"
"3373","X-1303.BYL719 + cetuximab","angle","3.9203"
"3374","X-1303.BYL719 + cetuximab","abc","370.7557"
"3375","X-1303.BYL719 + cetuximab","TGI","-10.8075"
"3376","X-1303.BYL719 + cetuximab + encorafenib","angle","13.6718"
"3377","X-1303.BYL719 + cetuximab + encorafenib","abc","609.9164"
"3378","X-1303.BYL719 + cetuximab + encorafenib","TGI","14.6750"
"3379","X-1303.BYL719 + LJM716","angle","68.6897"
"3380","X-1303.BYL719 + LJM716","abc","630.0035"
"3381","X-1303.BYL719 + LJM716","TGI","34.6526"
"3382","X-1303.cetuximab","angle","46.7669"
"3383","X-1303.cetuximab","abc","497.8261"
"3384","X-1303.cetuximab","TGI","-13.7715"
"3385","X-1303.cetuximab + encorafenib","angle","17.8848"
"3386","X-1303.cetuximab + encorafenib","abc","581.6500"
"3387","X-1303.cetuximab + encorafenib","TGI","28.8952"
"3388","X-1303.CGM097","angle","3.0690"
"3389","X-1303.CGM097","abc","405.3739"
"3390","X-1303.CGM097","TGI","-59.9194"
"3391","X-1303.CKX620","angle","8.3141"
"3392","X-1303.CKX620","abc","400.2130"
"3393","X-1303.CKX620","TGI","-14.6723"
"3394","X-1303.CLR457","angle","3.2041"
"3395","X-1303.CLR457","abc","325.7702"
"3396","X-1303.CLR457","TGI","-36.6715"
"3397","X-1303.encorafenib","angle","1.3588"
"3398","X-1303.encorafenib","abc","271.6652"
"3399","X-1303.encorafenib","TGI","-16.2550"
"3400","X-1303.HDM201","angle","1.8697"
"3401","X-1303.HDM201","abc","350.0215"
"3402","X-1303.HDM201","TGI","734.5556"
"3403","X-1303.LEE011","angle","54.7456"
"3404","X-1303.LEE011","abc","577.3603"
"3405","X-1303.LEE011","TGI","314.9032"
"3406","X-1303.LFW527 + binimetinib","angle","103.6454"
"3407","X-1303.LFW527 + binimetinib","abc","566.6354"
"3408","X-1303.LFW527 + binimetinib","TGI","-273.8102"
"3409","X-1303.LJC049","angle","1.6977"
"3410","X-1303.LJC049","abc","424.9120"
"3411","X-1303.LJC049","TGI","13.5995"
"3412","X-1303.LKA136","angle","-0.0926"
"3413","X-1303.LKA136","abc","-140.8198"
"3414","X-1303.LKA136","TGI","50.0482"
"3415","X-1310.LFW527 + binimetinib","angle","NA"
"3416","X-1310.LFW527 + binimetinib","abc","NA"
"3417","X-1310.LFW527 + binimetinib","TGI","NA"
"3418","X-1317.binimetinib","angle","164.4417"
"3419","X-1317.binimetinib","abc","491.2167"
"3420","X-1317.binimetinib","TGI","8.8170"
"3421","X-1317.binimetinib-3.5mpk","angle","147.6980"
"3422","X-1317.binimetinib-3.5mpk","abc","404.5583"
"3423","X-1317.binimetinib-3.5mpk","TGI","17.6012"
"3424","X-1317.BKM120 + binimetinib","angle","172.4379"
"3425","X-1317.BKM120 + binimetinib","abc","428.8806"
"3426","X-1317.BKM120 + binimetinib","TGI","51.8402"
"3427","X-1317.BKM120 + LDE225","angle","74.0852"
"3428","X-1317.BKM120 + LDE225","abc","347.5604"
"3429","X-1317.BKM120 + LDE225","TGI","27.7944"
"3430","X-1317.figitumumab","angle","2.0908"
"3431","X-1317.figitumumab","abc","243.4229"
"3432","X-1317.figitumumab","TGI","11.6922"
"3433","X-1317.gemcitabine-50mpk","angle","5.0509"
"3434","X-1317.gemcitabine-50mpk","abc","346.3343"
"3435","X-1317.gemcitabine-50mpk","TGI","12.1351"
"3436","X-1317.INC424 + binimetinib","angle","64.2675"
"3437","X-1317.INC424 + binimetinib","abc","401.0028"
"3438","X-1317.INC424 + binimetinib","TGI","11.8606"
"3439","X-1317.LEE011","angle","1.6170"
"3440","X-1317.LEE011","abc","168.9385"
"3441","X-1317.LEE011","TGI","51.1696"
"3442","X-131.BGJ398","angle","NA"
"3443","X-131.BGJ398","abc","NA"
"3444","X-131.BGJ398","TGI","NA"
"3445","X-131.binimetinib","angle","NA"
"3446","X-131.binimetinib","abc","NA"
"3447","X-131.binimetinib","TGI","NA"
"3448","X-131.BKM120","angle","NA"
"3449","X-131.BKM120","abc","NA"
"3450","X-131.BKM120","TGI","NA"
"3451","X-131.BYL719","angle","NA"
"3452","X-131.BYL719","abc","NA"
"3453","X-131.BYL719","TGI","NA"
"3454","X-131.BYL719 + HSP990","angle","NA"
"3455","X-131.BYL719 + HSP990","abc","NA"
"3456","X-131.BYL719 + HSP990","TGI","NA"
"3457","X-131.BYL719 + LJM716","angle","NA"
"3458","X-131.BYL719 + LJM716","abc","NA"
"3459","X-131.BYL719 + LJM716","TGI","NA"
"3460","X-131.CLR457","angle","NA"
"3461","X-131.CLR457","abc","NA"
"3462","X-131.CLR457","TGI","NA"
"3463","X-131.everolimus","angle","NA"
"3464","X-131.everolimus","abc","NA"
"3465","X-131.everolimus","TGI","NA"
"3466","X-131.figitumumab","angle","NA"
"3467","X-131.figitumumab","abc","NA"
"3468","X-131.figitumumab","TGI","NA"
"3469","X-131.HDM201","angle","NA"
"3470","X-131.HDM201","abc","NA"
"3471","X-131.HDM201","TGI","NA"
"3472","X-131.HSP990","angle","NA"
"3473","X-131.HSP990","abc","NA"
"3474","X-131.HSP990","TGI","NA"
"3475","X-131.INC280","angle","NA"
"3476","X-131.INC280","abc","NA"
"3477","X-131.INC280","TGI","NA"
"3478","X-131.INC280 + trastuzumab","angle","NA"
"3479","X-131.INC280 + trastuzumab","abc","NA"
"3480","X-131.INC280 + trastuzumab","TGI","NA"
"3481","X-131.LEE011","angle","NA"
"3482","X-131.LEE011","abc","NA"
"3483","X-131.LEE011","TGI","NA"
"3484","X-131.LEE011 + everolimus","angle","NA"
"3485","X-131.LEE011 + everolimus","abc","NA"
"3486","X-131.LEE011 + everolimus","TGI","NA"
"3487","X-131.LJM716","angle","NA"
"3488","X-131.LJM716","abc","NA"
"3489","X-131.LJM716","TGI","NA"
"3490","X-131.LJM716 + trastuzumab","angle","NA"
"3491","X-131.LJM716 + trastuzumab","abc","NA"
"3492","X-131.LJM716 + trastuzumab","TGI","NA"
"3493","X-131.LLM871","angle","NA"
"3494","X-131.LLM871","abc","NA"
"3495","X-131.LLM871","TGI","NA"
"3496","X-131.trastuzumab","angle","NA"
"3497","X-131.trastuzumab","abc","NA"
"3498","X-131.trastuzumab","TGI","NA"
"3499","X-1323.BGJ398","angle","2.8222"
"3500","X-1323.BGJ398","abc","331.7942"
"3501","X-1323.BGJ398","TGI","-21.6210"
"3502","X-1323.binimetinib","angle","163.8049"
"3503","X-1323.binimetinib","abc","512.2577"
"3504","X-1323.binimetinib","TGI","42.2245"
"3505","X-1323.BKM120","angle","153.3441"
"3506","X-1323.BKM120","abc","472.3203"
"3507","X-1323.BKM120","TGI","-880.7273"
"3508","X-1323.BKM120 + binimetinib","angle","161.8551"
"3509","X-1323.BKM120 + binimetinib","abc","503.3251"
"3510","X-1323.BKM120 + binimetinib","TGI","37.1519"
"3511","X-1323.BYL719","angle","144.8483"
"3512","X-1323.BYL719","abc","468.8203"
"3513","X-1323.BYL719","TGI","269.2500"
"3514","X-1323.BYL719 + LGH447","angle","170.3530"
"3515","X-1323.BYL719 + LGH447","abc","527.9537"
"3516","X-1323.BYL719 + LGH447","TGI","254.8333"
"3517","X-1323.BYL719 + LJM716","angle","3.3844"
"3518","X-1323.BYL719 + LJM716","abc","338.5394"
"3519","X-1323.BYL719 + LJM716","TGI","82.8101"
"3520","X-1323.cetuximab","angle","1.0378"
"3521","X-1323.cetuximab","abc","205.3295"
"3522","X-1323.cetuximab","TGI","-6.6402"
"3523","X-1323.CGM097","angle","1.5085"
"3524","X-1323.CGM097","abc","284.5465"
"3525","X-1323.CGM097","TGI","17.9967"
"3526","X-1323.CKX620","angle","14.2194"
"3527","X-1323.CKX620","abc","447.6775"
"3528","X-1323.CKX620","TGI","29.5241"
"3529","X-1323.CLR457","angle","99.8094"
"3530","X-1323.CLR457","abc","461.5077"
"3531","X-1323.CLR457","TGI","46.9906"
"3532","X-1323.erlotinib","angle","6.7292"
"3533","X-1323.erlotinib","abc","419.0275"
"3534","X-1323.erlotinib","TGI","24.7524"
"3535","X-1323.HDM201","angle","0.8495"
"3536","X-1323.HDM201","abc","136.5795"
"3537","X-1323.HDM201","TGI","-21.5989"
"3538","X-1323.HSP990","angle","6.2002"
"3539","X-1323.HSP990","abc","-57.3667"
"3540","X-1323.HSP990","TGI","0.5484"
"3541","X-1323.INC280","angle","0.0699"
"3542","X-1323.INC280","abc","102.6091"
"3543","X-1323.INC280","TGI","0.1304"
"3544","X-1323.LCL161 + paclitaxel","angle","155.6707"
"3545","X-1323.LCL161 + paclitaxel","abc","483.5252"
"3546","X-1323.LCL161 + paclitaxel","TGI","126.8481"
"3547","X-1323.LEE011","angle","8.7389"
"3548","X-1323.LEE011","abc","389.4418"
"3549","X-1323.LEE011","TGI","76.0796"
"3550","X-1323.LFW527 + binimetinib","angle","24.6456"
"3551","X-1323.LFW527 + binimetinib","abc","385.6666"
"3552","X-1323.LFW527 + binimetinib","TGI","-25.2124"
"3553","X-1323.LGH447","angle","2.5812"
"3554","X-1323.LGH447","abc","345.5061"
"3555","X-1323.LGH447","TGI","10.8056"
"3556","X-1323.LLM871","angle","1.3389"
"3557","X-1323.LLM871","abc","326.1500"
"3558","X-1323.LLM871","TGI","8.6477"
"3559","X-1323.paclitaxel","angle","-0.1770"
"3560","X-1323.paclitaxel","abc","-76.2859"
"3561","X-1323.paclitaxel","TGI","5.1892"
"3562","X-1329.5FU","angle","4.8391"
"3563","X-1329.5FU","abc","368.6759"
"3564","X-1329.5FU","TGI","425.2083"
"3565","X-1329.binimetinib","angle","3.7413"
"3566","X-1329.binimetinib","abc","339.0500"
"3567","X-1329.binimetinib","TGI","476.1905"
"3568","X-1329.BKM120","angle","1.3931"
"3569","X-1329.BKM120","abc","235.4276"
"3570","X-1329.BKM120","TGI","78.3889"
"3571","X-1329.BKM120 + LJC049","angle","-0.7347"
"3572","X-1329.BKM120 + LJC049","abc","-208.1843"
"3573","X-1329.BKM120 + LJC049","TGI","551.0000"
"3574","X-1329.BYL719","angle","1.1370"
"3575","X-1329.BYL719","abc","-4.4635"
"3576","X-1329.BYL719","TGI","1.2557"
"3577","X-1329.BYL719 + binimetinib","angle","162.4903"
"3578","X-1329.BYL719 + binimetinib","abc","528.2707"
"3579","X-1329.BYL719 + binimetinib","TGI","-274.6800"
"3580","X-1329.BYL719 + cetuximab","angle","0.3533"
"3581","X-1329.BYL719 + cetuximab","abc","11.0018"
"3582","X-1329.BYL719 + cetuximab","TGI","-2.8801"
"3583","X-1329.BYL719 + cetuximab + encorafenib","angle","3.8015"
"3584","X-1329.BYL719 + cetuximab + encorafenib","abc","310.2418"
"3585","X-1329.BYL719 + cetuximab + encorafenib","TGI","-1385.1250"
"3586","X-1329.BYL719 + encorafenib","angle","28.2635"
"3587","X-1329.BYL719 + encorafenib","abc","429.4403"
"3588","X-1329.BYL719 + encorafenib","TGI","-45.8423"
"3589","X-1329.BYL719 + LJM716","angle","3.0433"
"3590","X-1329.BYL719 + LJM716","abc","350.0688"
"3591","X-1329.BYL719 + LJM716","TGI","62.8800"
"3592","X-1329.cetuximab","angle","-0.5416"
"3593","X-1329.cetuximab","abc","-217.7112"
"3594","X-1329.cetuximab","TGI","31.3397"
"3595","X-1329.cetuximab + encorafenib","angle","0.8494"
"3596","X-1329.cetuximab + encorafenib","abc","109.6818"
"3597","X-1329.cetuximab + encorafenib","TGI","-18.7415"
"3598","X-1329.CGM097","angle","0.1045"
"3599","X-1329.CGM097","abc","-57.5293"
"3600","X-1329.CGM097","TGI","-1.9342"
"3601","X-1329.CKX620","angle","73.4771"
"3602","X-1329.CKX620","abc","452.1534"
"3603","X-1329.CKX620","TGI","-41.8218"
"3604","X-1329.CLR457","angle","-0.3941"
"3605","X-1329.CLR457","abc","-154.4027"
"3606","X-1329.CLR457","TGI","8.0880"
"3607","X-1329.encorafenib","angle","11.1091"
"3608","X-1329.encorafenib","abc","307.9293"
"3609","X-1329.encorafenib","TGI","-12.6788"
"3610","X-1329.HDM201","angle","0.7536"
"3611","X-1329.HDM201","abc","123.3793"
"3612","X-1329.HDM201","TGI","320.5000"
"3613","X-1329.LEE011","angle","0.5049"
"3614","X-1329.LEE011","abc","101.4655"
"3615","X-1329.LEE011","TGI","-2.1323"
"3616","X-1329.LFW527 + binimetinib","angle","19.2338"
"3617","X-1329.LFW527 + binimetinib","abc","464.1187"
"3618","X-1329.LFW527 + binimetinib","TGI","59.2840"
"3619","X-1329.LJC049","angle","-1.1400"
"3620","X-1329.LJC049","abc","-370.1553"
"3621","X-1329.LJC049","TGI","37.3668"
"3622","X-1329.LKA136","angle","-0.4082"
"3623","X-1329.LKA136","abc","-92.5865"
"3624","X-1329.LKA136","TGI","-93.1707"
"3625","X-1333.LFW527 + binimetinib","angle","NA"
"3626","X-1333.LFW527 + binimetinib","abc","NA"
"3627","X-1333.LFW527 + binimetinib","TGI","NA"
"3628","X-1349.LFW527 + everolimus","angle","NA"
"3629","X-1349.LFW527 + everolimus","abc","NA"
"3630","X-1349.LFW527 + everolimus","TGI","NA"
"3631","X-135.BYL719","angle","6.1785"
"3632","X-135.BYL719","abc","135.6136"
"3633","X-135.BYL719","TGI","-55.4432"
"3634","X-135.BYL719 + HSP990","angle","86.1073"
"3635","X-135.BYL719 + HSP990","abc","274.1539"
"3636","X-135.BYL719 + HSP990","TGI","67.6311"
"3637","X-135.BYL719 + LJM716","angle","-3.6596"
"3638","X-135.BYL719 + LJM716","abc","-87.7324"
"3639","X-135.BYL719 + LJM716","TGI","-16.5658"
"3640","X-135.everolimus","angle","98.2437"
"3641","X-135.everolimus","abc","484.3220"
"3642","X-135.everolimus","TGI","-108.7986"
"3643","X-135.HSP990","angle","2.0407"
"3644","X-135.HSP990","abc","71.2341"
"3645","X-135.HSP990","TGI","7.7474"
"3646","X-135.LEE011","angle","-1.1233"
"3647","X-135.LEE011","abc","-140.2187"
"3648","X-135.LEE011","TGI","-23.4436"
"3649","X-135.LEE011 + everolimus","angle","8.0249"
"3650","X-135.LEE011 + everolimus","abc","357.7982"
"3651","X-135.LEE011 + everolimus","TGI","134.2093"
"3652","X-135.LJM716","angle","1.0769"
"3653","X-135.LJM716","abc","123.5464"
"3654","X-135.LJM716","TGI","-4976.0000"
"3655","X-1362.abraxane","angle","1.5853"
"3656","X-1362.abraxane","abc","121.7864"
"3657","X-1362.abraxane","TGI","2.1536"
"3658","X-1362.binimetinib","angle","15.3006"
"3659","X-1362.binimetinib","abc","160.6149"
"3660","X-1362.binimetinib","TGI","8.6748"
"3661","X-1362.binimetinib-3.5mpk","angle","79.9041"
"3662","X-1362.binimetinib-3.5mpk","abc","204.3245"
"3663","X-1362.binimetinib-3.5mpk","TGI","10.3818"
"3664","X-1362.BKM120","angle","1.1559"
"3665","X-1362.BKM120","abc","115.8464"
"3666","X-1362.BKM120","TGI","2.5513"
"3667","X-1362.BKM120 + binimetinib","angle","106.4042"
"3668","X-1362.BKM120 + binimetinib","abc","242.1245"
"3669","X-1362.BKM120 + binimetinib","TGI","5.9803"
"3670","X-1362.BKM120 + LDE225","angle","165.0777"
"3671","X-1362.BKM120 + LDE225","abc","207.7864"
"3672","X-1362.BKM120 + LDE225","TGI","-9.1425"
"3673","X-1362.BYL719","angle","3.3709"
"3674","X-1362.BYL719","abc","170.0939"
"3675","X-1362.BYL719","TGI","2.9161"
"3676","X-1362.BYL719 + LJM716","angle","-1.2589"
"3677","X-1362.BYL719 + LJM716","abc","1.8939"
"3678","X-1362.BYL719 + LJM716","TGI","-1.1856"
"3679","X-1362.CLR457","angle","0.4390"
"3680","X-1362.CLR457","abc","100.0614"
"3681","X-1362.CLR457","TGI","1.7027"
"3682","X-1362.figitumumab","angle","4.1323"
"3683","X-1362.figitumumab","abc","159.6840"
"3684","X-1362.figitumumab","TGI","3.9136"
"3685","X-1362.figitumumab + binimetinib","angle","42.8364"
"3686","X-1362.figitumumab + binimetinib","abc","208.7839"
"3687","X-1362.figitumumab + binimetinib","TGI","7.7834"
"3688","X-1362.gemcitabine-50mpk","angle","2.3534"
"3689","X-1362.gemcitabine-50mpk","abc","118.7664"
"3690","X-1362.gemcitabine-50mpk","TGI","4.8369"
"3691","X-1362.HDM201","angle","-0.3160"
"3692","X-1362.HDM201","abc","85.3455"
"3693","X-1362.HDM201","TGI","-0.3085"
"3694","X-1362.INC424","angle","3.0321"
"3695","X-1362.INC424","abc","156.8483"
"3696","X-1362.INC424","TGI","2.8369"
"3697","X-1362.INC424 + binimetinib","angle","25.6649"
"3698","X-1362.INC424 + binimetinib","abc","214.1258"
"3699","X-1362.INC424 + binimetinib","TGI","5.9982"
"3700","X-1362.LEE011","angle","13.9740"
"3701","X-1362.LEE011","abc","214.0149"
"3702","X-1362.LEE011","TGI","4.2307"
"3703","X-1362.LKA136","angle","-0.6939"
"3704","X-1362.LKA136","abc","36.9649"
"3705","X-1362.LKA136","TGI","0.1036"
"3706","X-1362.trametinib","angle","169.1582"
"3707","X-1362.trametinib","abc","336.8040"
"3708","X-1362.trametinib","TGI","6.0980"
"3709","X-1362.WNT974","angle","-1.6233"
"3710","X-1362.WNT974","abc","-71.7336"
"3711","X-1362.WNT974","TGI","15.1165"
"3712","X-136.BYL719","angle","149.4010"
"3713","X-136.BYL719","abc","316.6167"
"3714","X-136.BYL719","TGI","-734.8889"
"3715","X-136.BYL719 + HSP990","angle","157.2521"
"3716","X-136.BYL719 + HSP990","abc","282.5697"
"3717","X-136.BYL719 + HSP990","TGI","-84.3043"
"3718","X-136.BYL719 + LJM716","angle","163.6721"
"3719","X-136.BYL719 + LJM716","abc","361.0781"
"3720","X-136.BYL719 + LJM716","TGI","-133.5098"
"3721","X-136.everolimus","angle","144.3280"
"3722","X-136.everolimus","abc","302.9381"
"3723","X-136.everolimus","TGI","91.1605"
"3724","X-136.HSP990","angle","6.8512"
"3725","X-136.HSP990","abc","175.3881"
"3726","X-136.HSP990","TGI","30.4895"
"3727","X-136.LEE011","angle","3.1319"
"3728","X-136.LEE011","abc","49.3155"
"3729","X-136.LEE011","TGI","-5.3770"
"3730","X-136.LEE011 + everolimus","angle","161.5182"
"3731","X-136.LEE011 + everolimus","abc","321.1073"
"3732","X-136.LEE011 + everolimus","TGI","-60.3150"
"3733","X-136.LJM716","angle","123.6904"
"3734","X-136.LJM716","abc","276.2589"
"3735","X-136.LJM716","TGI","-76.3293"
"3736","X-1371.BGJ398","angle","1.2896"
"3737","X-1371.BGJ398","abc","133.9929"
"3738","X-1371.BGJ398","TGI","-64.6750"
"3739","X-1371.binimetinib","angle","23.4809"
"3740","X-1371.binimetinib","abc","334.1385"
"3741","X-1371.binimetinib","TGI","172.1017"
"3742","X-1371.BKM120","angle","9.2323"
"3743","X-1371.BKM120","abc","311.6994"
"3744","X-1371.BKM120","TGI","162.9138"
"3745","X-1371.BYL719","angle","0.7862"
"3746","X-1371.BYL719","abc","73.1460"
"3747","X-1371.BYL719","TGI","-58.6250"
"3748","X-1371.BYL719 + LEE011","angle","147.2248"
"3749","X-1371.BYL719 + LEE011","abc","323.9337"
"3750","X-1371.BYL719 + LEE011","TGI","-16.5973"
"3751","X-1371.BYL719 + LJM716","angle","99.8497"
"3752","X-1371.BYL719 + LJM716","abc","342.8467"
"3753","X-1371.BYL719 + LJM716","TGI","-241.3182"
"3754","X-1371.CGM097","angle","3.6295"
"3755","X-1371.CGM097","abc","292.8257"
"3756","X-1371.CGM097","TGI","76.6842"
"3757","X-1371.CLR457","angle","0.3016"
"3758","X-1371.CLR457","abc","-66.1390"
"3759","X-1371.CLR457","TGI","-3.7941"
"3760","X-1371.HDM201","angle","0.7595"
"3761","X-1371.HDM201","abc","98.0860"
"3762","X-1371.HDM201","TGI","-75.4603"
"3763","X-1371.INC424","angle","1.1186"
"3764","X-1371.INC424","abc","118.5260"
"3765","X-1371.INC424","TGI","2153.6667"
"3766","X-1371.LEE011","angle","0.5667"
"3767","X-1371.LEE011","abc","68.8710"
"3768","X-1371.LEE011","TGI","-97.0465"
"3769","X-1371.LFA102","angle","0.4999"
"3770","X-1371.LFA102","abc","119.1619"
"3771","X-1371.LFA102","TGI","-12.7422"
"3772","X-1371.LFW527 + everolimus","angle","32.0985"
"3773","X-1371.LFW527 + everolimus","abc","347.7510"
"3774","X-1371.LFW527 + everolimus","TGI","-2033.7143"
"3775","X-1371.LJM716","angle","4.4738"
"3776","X-1371.LJM716","abc","281.7004"
"3777","X-1371.LJM716","TGI","95.9574"
"3778","X-1371.LJM716 + trastuzumab","angle","2.1828"
"3779","X-1371.LJM716 + trastuzumab","abc","237.1335"
"3780","X-1371.LJM716 + trastuzumab","TGI","41.2976"
"3781","X-1371.LKA136","angle","-0.4981"
"3782","X-1371.LKA136","abc","-262.0090"
"3783","X-1371.LKA136","TGI","11.2004"
"3784","X-1371.LLM871","angle","-0.2458"
"3785","X-1371.LLM871","abc","-39.6000"
"3786","X-1371.LLM871","TGI","-136.2105"
"3787","X-1371.paclitaxel","angle","6.2983"
"3788","X-1371.paclitaxel","abc","284.2335"
"3789","X-1371.paclitaxel","TGI","-146.3443"
"3790","X-1371.tamoxifen","angle","2.6724"
"3791","X-1371.tamoxifen","abc","234.7535"
"3792","X-1371.tamoxifen","TGI","35.9631"
"3793","X-1371.trastuzumab","angle","0.2541"
"3794","X-1371.trastuzumab","abc","43.1786"
"3795","X-1371.trastuzumab","TGI","-4.2113"
"3796","X-137.BYL719","angle","0.9487"
"3797","X-137.BYL719","abc","50.1048"
"3798","X-137.BYL719","TGI","-2.5321"
"3799","X-137.BYL719 + HSP990","angle","173.6268"
"3800","X-137.BYL719 + HSP990","abc","473.0070"
"3801","X-137.BYL719 + HSP990","TGI","38.5604"
"3802","X-137.BYL719 + LJM716","angle","175.5314"
"3803","X-137.BYL719 + LJM716","abc","525.6952"
"3804","X-137.BYL719 + LJM716","TGI","-16.0718"
"3805","X-137.everolimus","angle","-1.4062"
"3806","X-137.everolimus","abc","-484.0227"
"3807","X-137.everolimus","TGI","4.3846"
"3808","X-137.HSP990","angle","0.2674"
"3809","X-137.HSP990","abc","31.7845"
"3810","X-137.HSP990","TGI","10.3291"
"3811","X-137.LEE011","angle","2.4740"
"3812","X-137.LEE011","abc","158.0095"
"3813","X-137.LEE011","TGI","-8.5701"
"3814","X-137.LEE011 + everolimus","angle","47.9981"
"3815","X-137.LEE011 + everolimus","abc","350.6870"
"3816","X-137.LEE011 + everolimus","TGI","24.1028"
"3817","X-137.LJM716","angle","12.5125"
"3818","X-137.LJM716","abc","354.7333"
"3819","X-137.LJM716","TGI","-18.9485"
"3820","X-1383.BGJ398","angle","-4.4313"
"3821","X-1383.BGJ398","abc","-203.4678"
"3822","X-1383.BGJ398","TGI","10.7430"
"3823","X-1383.binimetinib","angle","-1.9520"
"3824","X-1383.binimetinib","abc","-167.6238"
"3825","X-1383.binimetinib","TGI","10.8945"
"3826","X-1383.BKM120","angle","138.2301"
"3827","X-1383.BKM120","abc","324.1917"
"3828","X-1383.BKM120","TGI","-7388.0000"
"3829","X-1383.BYL719","angle","34.4824"
"3830","X-1383.BYL719","abc","181.7303"
"3831","X-1383.BYL719","TGI","-5.6419"
"3832","X-1383.BYL719 + LEE011","angle","0.7757"
"3833","X-1383.BYL719 + LEE011","abc","-27.2517"
"3834","X-1383.BYL719 + LEE011","TGI","0.0737"
"3835","X-1383.BYL719 + LJM716","angle","130.0418"
"3836","X-1383.BYL719 + LJM716","abc","298.4660"
"3837","X-1383.BYL719 + LJM716","TGI","-36.3333"
"3838","X-1383.CGM097","angle","-0.6292"
"3839","X-1383.CGM097","abc","-44.2416"
"3840","X-1383.CGM097","TGI","6.2007"
"3841","X-1383.CLR457","angle","4.3468"
"3842","X-1383.CLR457","abc","109.3814"
"3843","X-1383.CLR457","TGI","-33.1884"
"3844","X-1383.HDM201","angle","137.7680"
"3845","X-1383.HDM201","abc","275.0615"
"3846","X-1383.HDM201","TGI","-20.9887"
"3847","X-1383.INC424","angle","-3.7362"
"3848","X-1383.INC424","abc","-163.5167"
"3849","X-1383.INC424","TGI","3008.0000"
"3850","X-1383.LEE011","angle","-1.6434"
"3851","X-1383.LEE011","abc","-131.9818"
"3852","X-1383.LEE011","TGI","7.5663"
"3853","X-1383.LEE011 + everolimus","angle","24.1391"
"3854","X-1383.LEE011 + everolimus","abc","208.1890"
"3855","X-1383.LEE011 + everolimus","TGI","-44.1765"
"3856","X-1383.LFA102","angle","-2.2573"
"3857","X-1383.LFA102","abc","-190.5136"
"3858","X-1383.LFA102","TGI","7.6429"
"3859","X-1383.LFW527 + everolimus","angle","-3.0395"
"3860","X-1383.LFW527 + everolimus","abc","-139.4232"
"3861","X-1383.LFW527 + everolimus","TGI","21.8454"
"3862","X-1383.LJM716","angle","-2.0512"
"3863","X-1383.LJM716","abc","-87.2964"
"3864","X-1383.LJM716","TGI","50.4432"
"3865","X-1383.LJM716 + trastuzumab","angle","-4.2663"
"3866","X-1383.LJM716 + trastuzumab","abc","-203.9427"
"3867","X-1383.LJM716 + trastuzumab","TGI","-56.0536"
"3868","X-1383.LKA136","angle","-1.6896"
"3869","X-1383.LKA136","abc","-112.0577"
"3870","X-1383.LKA136","TGI","7.7340"
"3871","X-1383.LLM871","angle","-3.3571"
"3872","X-1383.LLM871","abc","-129.0744"
"3873","X-1383.LLM871","TGI","604.7143"
"3874","X-1383.paclitaxel","angle","6.9408"
"3875","X-1383.paclitaxel","abc","96.0763"
"3876","X-1383.paclitaxel","TGI","-6.4922"
"3877","X-1383.tamoxifen","angle","-4.2329"
"3878","X-1383.tamoxifen","abc","-267.6118"
"3879","X-1383.tamoxifen","TGI","14.0063"
"3880","X-1383.trastuzumab","angle","-3.2016"
"3881","X-1383.trastuzumab","abc","-215.5052"
"3882","X-1383.trastuzumab","TGI","17.6285"
"3883","X-138.BGJ398","angle","NA"
"3884","X-138.BGJ398","abc","NA"
"3885","X-138.BGJ398","TGI","NA"
"3886","X-138.binimetinib","angle","NA"
"3887","X-138.binimetinib","abc","NA"
"3888","X-138.binimetinib","TGI","NA"
"3889","X-138.BKM120","angle","NA"
"3890","X-138.BKM120","abc","NA"
"3891","X-138.BKM120","TGI","NA"
"3892","X-138.BYL719","angle","NA"
"3893","X-138.BYL719","abc","NA"
"3894","X-138.BYL719","TGI","NA"
"3895","X-138.BYL719 + HSP990","angle","NA"
"3896","X-138.BYL719 + HSP990","abc","NA"
"3897","X-138.BYL719 + HSP990","TGI","NA"
"3898","X-138.BYL719 + LJM716","angle","NA"
"3899","X-138.BYL719 + LJM716","abc","NA"
"3900","X-138.BYL719 + LJM716","TGI","NA"
"3901","X-138.CLR457","angle","NA"
"3902","X-138.CLR457","abc","NA"
"3903","X-138.CLR457","TGI","NA"
"3904","X-138.everolimus","angle","NA"
"3905","X-138.everolimus","abc","NA"
"3906","X-138.everolimus","TGI","NA"
"3907","X-138.figitumumab","angle","NA"
"3908","X-138.figitumumab","abc","NA"
"3909","X-138.figitumumab","TGI","NA"
"3910","X-138.HDM201","angle","NA"
"3911","X-138.HDM201","abc","NA"
"3912","X-138.HDM201","TGI","NA"
"3913","X-138.HSP990","angle","NA"
"3914","X-138.HSP990","abc","NA"
"3915","X-138.HSP990","TGI","NA"
"3916","X-138.INC280","angle","NA"
"3917","X-138.INC280","abc","NA"
"3918","X-138.INC280","TGI","NA"
"3919","X-138.INC280 + trastuzumab","angle","NA"
"3920","X-138.INC280 + trastuzumab","abc","NA"
