"","batch.name","model.id","type"
"505","X-1916.BYL719","X.1916.uned","control"
"506","X-1916.BYL719 + LEE011","X.1916.BY19.LE11","treatment"
"507","X-1916.BYL719 + LEE011","X.1916.uned","control"
"508","X-1916.BYL719 + LJM716","X.1916.BY19.LJ16","treatment"
"509","X-1916.BYL719 + LJM716","X.1916.uned","control"
"510","X-1916.CGM097","X.1916.CG97","treatment"
"511","X-1916.CGM097","X.1916.uned","control"
"512","X-1916.CLR457","X.1916.CL57","treatment"
"513","X-1916.CLR457","X.1916.uned","control"
"514","X-1916.HDM201","X.1916.HD01","treatment"
"515","X-1916.HDM201","X.1916.uned","control"
"516","X-1916.INC424","X.1916.IN24","treatment"
"517","X-1916.INC424","X.1916.uned","control"
"518","X-1916.LEE011","X.1916.LE11","treatment"
"519","X-1916.LEE011","X.1916.uned","control"
"520","X-1916.LEE011 + everolimus","X.1916.LE11.evus","treatment"
"521","X-1916.LEE011 + everolimus","X.1916.uned","control"
"522","X-1916.LFA102","X.1916.LF02","treatment"
"523","X-1916.LFA102","X.1916.uned","control"
"524","X-1916.LFW527 + everolimus","X.1916.LF27.evus","treatment"
"525","X-1916.LFW527 + everolimus","X.1916.uned","control"
"526","X-1916.LJM716","X.1916.LJ16","treatment"
"527","X-1916.LJM716","X.1916.uned","control"
"528","X-1916.LJM716 + trastuzumab","X.1916.LJ16.trab","treatment"
"529","X-1916.LJM716 + trastuzumab","X.1916.uned","control"
"530","X-1916.LKA136","X.1916.LK36","treatment"
"531","X-1916.LKA136","X.1916.uned","control"
"532","X-1916.LLM871","X.1916.LL71","treatment"
"533","X-1916.LLM871","X.1916.uned","control"
"534","X-1916.paclitaxel","X.1916.pael","treatment"
"535","X-1916.paclitaxel","X.1916.uned","control"
"536","X-1916.tamoxifen","X.1916.taen","treatment"
"537","X-1916.tamoxifen","X.1916.uned","control"
"538","X-1916.trastuzumab","X.1916.trab","treatment"
"539","X-1916.trastuzumab","X.1916.uned","control"
"540","X-1921.BGJ398","X.1921.BG98","treatment"
"541","X-1921.BGJ398","X.1921.uned","control"
"542","X-1921.binimetinib","X.1921.biib","treatment"
"543","X-1921.binimetinib","X.1921.uned","control"
"544","X-1921.BKM120","X.1921.BK20","treatment"
"545","X-1921.BKM120","X.1921.uned","control"
"546","X-1921.BYL719","X.1921.BY19","treatment"
"547","X-1921.BYL719","X.1921.uned","control"
"548","X-1921.BYL719 + LEE011","X.1921.BY19.LE11","treatment"
"549","X-1921.BYL719 + LEE011","X.1921.uned","control"
"550","X-1921.BYL719 + LJM716","X.1921.BY19.LJ16","treatment"
"551","X-1921.BYL719 + LJM716","X.1921.uned","control"
"552","X-1921.CGM097","X.1921.CG97","treatment"
"553","X-1921.CGM097","X.1921.uned","control"
"554","X-1921.CLR457","X.1921.CL57","treatment"
"555","X-1921.CLR457","X.1921.uned","control"
"556","X-1921.HDM201","X.1921.HD01","treatment"
"557","X-1921.HDM201","X.1921.uned","control"
"558","X-1921.INC424","X.1921.IN24","treatment"
"559","X-1921.INC424","X.1921.uned","control"
"560","X-1921.LEE011","X.1921.LE11","treatment"
"561","X-1921.LEE011","X.1921.uned","control"
"562","X-1921.LEE011 + everolimus","X.1921.LE11.evus","treatment"
"563","X-1921.LEE011 + everolimus","X.1921.uned","control"
"564","X-1921.LFA102","X.1921.LF02","treatment"
"565","X-1921.LFA102","X.1921.uned","control"
"566","X-1921.LFW527 + everolimus","X.1921.LF27.evus","treatment"
"567","X-1921.LFW527 + everolimus","X.1921.uned","control"
"568","X-1921.LJM716","X.1921.LJ16","treatment"
"569","X-1921.LJM716","X.1921.uned","control"
"570","X-1921.LJM716 + trastuzumab","X.1921.LJ16.trab","treatment"
"571","X-1921.LJM716 + trastuzumab","X.1921.uned","control"
"572","X-1921.LKA136","X.1921.LK36","treatment"
"573","X-1921.LKA136","X.1921.uned","control"
"574","X-1921.LLM871","X.1921.LL71","treatment"
"575","X-1921.LLM871","X.1921.uned","control"
"576","X-1921.paclitaxel","X.1921.pael","treatment"
"577","X-1921.paclitaxel","X.1921.uned","control"
"578","X-1921.tamoxifen","X.1921.taen","treatment"
"579","X-1921.tamoxifen","X.1921.uned","control"
"580","X-1921.trastuzumab","X.1921.trab","treatment"
"581","X-1921.trastuzumab","X.1921.uned","control"
"582","X-2127.LFW527 + everolimus","X.2127.LF27.evus","treatment"
"583","X-2195.BGJ398","X.2195.BG98","treatment"
"584","X-2195.BGJ398","X.2195.uned","control"
"585","X-2195.binimetinib","X.2195.biib","treatment"
"586","X-2195.binimetinib","X.2195.uned","control"
"587","X-2195.BKM120","X.2195.BK20","treatment"
"588","X-2195.BKM120","X.2195.uned","control"
"589","X-2195.BYL719","X.2195.BY19","treatment"
"590","X-2195.BYL719","X.2195.uned","control"
"591","X-2195.BYL719 + LEE011","X.2195.BY19.LE11","treatment"
"592","X-2195.BYL719 + LEE011","X.2195.uned","control"
"593","X-2195.BYL719 + LJM716","X.2195.BY19.LJ16","treatment"
"594","X-2195.BYL719 + LJM716","X.2195.uned","control"
"595","X-2195.CGM097","X.2195.CG97","treatment"
"596","X-2195.CGM097","X.2195.uned","control"
"597","X-2195.CLR457","X.2195.CL57","treatment"
"598","X-2195.CLR457","X.2195.uned","control"
"599","X-2195.HDM201","X.2195.HD01","treatment"
"600","X-2195.HDM201","X.2195.uned","control"
"601","X-2195.INC424","X.2195.IN24","treatment"
"602","X-2195.INC424","X.2195.uned","control"
"603","X-2195.LEE011","X.2195.LE11","treatment"
"604","X-2195.LEE011","X.2195.uned","control"
"605","X-2195.LEE011 + everolimus","X.2195.LE11.evus","treatment"
"606","X-2195.LEE011 + everolimus","X.2195.uned","control"
"607","X-2195.LFA102","X.2195.LF02","treatment"
"608","X-2195.LFA102","X.2195.uned","control"
"609","X-2195.LJM716","X.2195.LJ16","treatment"
"610","X-2195.LJM716","X.2195.uned","control"
"611","X-2195.LJM716 + trastuzumab","X.2195.LJ16.trab","treatment"
"612","X-2195.LJM716 + trastuzumab","X.2195.uned","control"
"613","X-2195.LKA136","X.2195.LK36","treatment"
"614","X-2195.LKA136","X.2195.uned","control"
"615","X-2195.LLM871","X.2195.LL71","treatment"
"616","X-2195.LLM871","X.2195.uned","control"
"617","X-2195.paclitaxel","X.2195.pael","treatment"
"618","X-2195.paclitaxel","X.2195.uned","control"
"619","X-2195.tamoxifen","X.2195.taen","treatment"
"620","X-2195.tamoxifen","X.2195.uned","control"
"621","X-2195.trastuzumab","X.2195.trab","treatment"
"622","X-2195.trastuzumab","X.2195.uned","control"
"623","X-2344.BGJ398","X.2344.BG98","treatment"
"624","X-2344.BGJ398","X.2344.uned","control"
"625","X-2344.binimetinib","X.2344.biib","treatment"
"626","X-2344.binimetinib","X.2344.uned","control"
"627","X-2344.BKM120","X.2344.BK20","treatment"
"628","X-2344.BKM120","X.2344.uned","control"
"629","X-2344.BYL719","X.2344.BY19","treatment"
"630","X-2344.BYL719","X.2344.uned","control"
"631","X-2344.BYL719 + LEE011","X.2344.BY19.LE11","treatment"
"632","X-2344.BYL719 + LEE011","X.2344.uned","control"
"633","X-2344.BYL719 + LJM716","X.2344.BY19.LJ16","treatment"
"634","X-2344.BYL719 + LJM716","X.2344.uned","control"
"635","X-2344.CGM097","X.2344.CG97","treatment"
"636","X-2344.CGM097","X.2344.uned","control"
"637","X-2344.CLR457","X.2344.CL57","treatment"
"638","X-2344.CLR457","X.2344.uned","control"
"639","X-2344.HDM201","X.2344.HD01","treatment"
"640","X-2344.HDM201","X.2344.uned","control"
"641","X-2344.INC424","X.2344.IN24","treatment"
"642","X-2344.INC424","X.2344.uned","control"
"643","X-2344.LEE011","X.2344.LE11","treatment"
"644","X-2344.LEE011","X.2344.uned","control"
"645","X-2344.LEE011 + everolimus","X.2344.LE11.evus","treatment"
"646","X-2344.LEE011 + everolimus","X.2344.uned","control"
"647","X-2344.LFA102","X.2344.LF02","treatment"
"648","X-2344.LFA102","X.2344.uned","control"
"649","X-2344.LFW527 + everolimus","X.2344.LF27.evus","treatment"
"650","X-2344.LFW527 + everolimus","X.2344.uned","control"
"651","X-2344.LJM716","X.2344.LJ16","treatment"
"652","X-2344.LJM716","X.2344.uned","control"
"653","X-2344.LJM716 + trastuzumab","X.2344.LJ16.trab","treatment"
"654","X-2344.LJM716 + trastuzumab","X.2344.uned","control"
"655","X-2344.LKA136","X.2344.LK36","treatment"
"656","X-2344.LKA136","X.2344.uned","control"
"657","X-2344.LLM871","X.2344.LL71","treatment"
"658","X-2344.LLM871","X.2344.uned","control"
"659","X-2344.paclitaxel","X.2344.pael","treatment"
"660","X-2344.paclitaxel","X.2344.uned","control"
"661","X-2344.tamoxifen","X.2344.taen","treatment"
"662","X-2344.tamoxifen","X.2344.uned","control"
"663","X-2344.trastuzumab","X.2344.trab","treatment"
"664","X-2344.trastuzumab","X.2344.uned","control"
"665","X-2353.BGJ398","X.2353.BG98","treatment"
"666","X-2353.BGJ398","X.2353.uned","control"
"667","X-2353.binimetinib","X.2353.biib","treatment"
"668","X-2353.binimetinib","X.2353.uned","control"
"669","X-2353.BKM120","X.2353.BK20","treatment"
"670","X-2353.BKM120","X.2353.uned","control"
"671","X-2353.BYL719","X.2353.BY19","treatment"
"672","X-2353.BYL719","X.2353.uned","control"
"673","X-2353.BYL719 + LEE011","X.2353.BY19.LE11","treatment"
"674","X-2353.BYL719 + LEE011","X.2353.uned","control"
"675","X-2353.BYL719 + LJM716","X.2353.BY19.LJ16","treatment"
"676","X-2353.BYL719 + LJM716","X.2353.uned","control"
"677","X-2353.CGM097","X.2353.CG97","treatment"
"678","X-2353.CGM097","X.2353.uned","control"
"679","X-2353.CLR457","X.2353.CL57","treatment"
"680","X-2353.CLR457","X.2353.uned","control"
"681","X-2353.HDM201","X.2353.HD01","treatment"
"682","X-2353.HDM201","X.2353.uned","control"
"683","X-2353.INC424","X.2353.IN24","treatment"
"684","X-2353.INC424","X.2353.uned","control"
"685","X-2353.LEE011","X.2353.LE11","treatment"
"686","X-2353.LEE011","X.2353.uned","control"
"687","X-2353.LEE011 + everolimus","X.2353.LE11.evus","treatment"
"688","X-2353.LEE011 + everolimus","X.2353.uned","control"
"689","X-2353.LFA102","X.2353.LF02","treatment"
"690","X-2353.LFA102","X.2353.uned","control"
"691","X-2353.LFW527 + everolimus","X.2353.LF27.evus","treatment"
"692","X-2353.LFW527 + everolimus","X.2353.uned","control"
"693","X-2353.LJM716","X.2353.LJ16","treatment"
"694","X-2353.LJM716","X.2353.uned","control"
"695","X-2353.LJM716 + trastuzumab","X.2353.LJ16.trab","treatment"
"696","X-2353.LJM716 + trastuzumab","X.2353.uned","control"
"697","X-2353.LKA136","X.2353.LK36","treatment"
"698","X-2353.LKA136","X.2353.uned","control"
"699","X-2353.LLM871","X.2353.LL71","treatment"
"700","X-2353.LLM871","X.2353.uned","control"
"701","X-2353.paclitaxel","X.2353.pael","treatment"
"702","X-2353.paclitaxel","X.2353.uned","control"
"703","X-2353.tamoxifen","X.2353.taen","treatment"
"704","X-2353.tamoxifen","X.2353.uned","control"
"705","X-2353.trastuzumab","X.2353.trab","treatment"
"706","X-2353.trastuzumab","X.2353.uned","control"
"707","X-2487.BGJ398","X.2487.BG98","treatment"
"708","X-2487.BGJ398","X.2487.uned","control"
"709","X-2487.binimetinib","X.2487.biib","treatment"
"710","X-2487.binimetinib","X.2487.uned","control"
"711","X-2487.BKM120","X.2487.BK20","treatment"
"712","X-2487.BKM120","X.2487.uned","control"
"713","X-2487.BYL719","X.2487.BY19","treatment"
"714","X-2487.BYL719","X.2487.uned","control"
"715","X-2487.BYL719 + LEE011","X.2487.BY19.LE11","treatment"
"716","X-2487.BYL719 + LEE011","X.2487.uned","control"
"717","X-2487.BYL719 + LJM716","X.2487.BY19.LJ16","treatment"
"718","X-2487.BYL719 + LJM716","X.2487.uned","control"
"719","X-2487.CGM097","X.2487.CG97","treatment"
"720","X-2487.CGM097","X.2487.uned","control"
"721","X-2487.CLR457","X.2487.CL57","treatment"
"722","X-2487.CLR457","X.2487.uned","control"
"723","X-2487.HDM201","X.2487.HD01","treatment"
"724","X-2487.HDM201","X.2487.uned","control"
"725","X-2487.INC424","X.2487.IN24","treatment"
"726","X-2487.INC424","X.2487.uned","control"
"727","X-2487.LEE011","X.2487.LE11","treatment"
"728","X-2487.LEE011","X.2487.uned","control"
"729","X-2487.LEE011 + everolimus","X.2487.LE11.evus","treatment"
"730","X-2487.LEE011 + everolimus","X.2487.uned","control"
"731","X-2487.LFA102","X.2487.LF02","treatment"
"732","X-2487.LFA102","X.2487.uned","control"
"733","X-2487.LFW527 + everolimus","X.2487.LF27.evus","treatment"
"734","X-2487.LFW527 + everolimus","X.2487.uned","control"
"735","X-2487.LJM716","X.2487.LJ16","treatment"
"736","X-2487.LJM716","X.2487.uned","control"
"737","X-2487.LJM716 + trastuzumab","X.2487.LJ16.trab","treatment"
"738","X-2487.LJM716 + trastuzumab","X.2487.uned","control"
"739","X-2487.LKA136","X.2487.LK36","treatment"
"740","X-2487.LKA136","X.2487.uned","control"
"741","X-2487.LLM871","X.2487.LL71","treatment"
"742","X-2487.LLM871","X.2487.uned","control"
"743","X-2487.paclitaxel","X.2487.pael","treatment"
"744","X-2487.paclitaxel","X.2487.uned","control"
"745","X-2487.tamoxifen","X.2487.taen","treatment"
"746","X-2487.tamoxifen","X.2487.uned","control"
"747","X-2487.trastuzumab","X.2487.trab","treatment"
"748","X-2487.trastuzumab","X.2487.uned","control"
"749","X-2524.BGJ398","X.2524.BG98","treatment"
"750","X-2524.BGJ398","X.2524.uned","control"
"751","X-2524.binimetinib","X.2524.biib","treatment"
"752","X-2524.binimetinib","X.2524.uned","control"
"753","X-2524.BKM120","X.2524.BK20","treatment"
"754","X-2524.BKM120","X.2524.uned","control"
"755","X-2524.BYL719","X.2524.BY19","treatment"
"756","X-2524.BYL719","X.2524.uned","control"
"757","X-2524.BYL719 + LEE011","X.2524.BY19.LE11","treatment"
"758","X-2524.BYL719 + LEE011","X.2524.uned","control"
"759","X-2524.BYL719 + LJM716","X.2524.BY19.LJ16","treatment"
"760","X-2524.BYL719 + LJM716","X.2524.uned","control"
"761","X-2524.CGM097","X.2524.CG97","treatment"
"762","X-2524.CGM097","X.2524.uned","control"
"763","X-2524.CLR457","X.2524.CL57","treatment"
"764","X-2524.CLR457","X.2524.uned","control"
"765","X-2524.HDM201","X.2524.HD01","treatment"
"766","X-2524.HDM201","X.2524.uned","control"
"767","X-2524.INC424","X.2524.IN24","treatment"
"768","X-2524.INC424","X.2524.uned","control"
"769","X-2524.LEE011","X.2524.LE11","treatment"
"770","X-2524.LEE011","X.2524.uned","control"
"771","X-2524.LEE011 + everolimus","X.2524.LE11.evus","treatment"
"772","X-2524.LEE011 + everolimus","X.2524.uned","control"
"773","X-2524.LFA102","X.2524.LF02","treatment"
"774","X-2524.LFA102","X.2524.uned","control"
"775","X-2524.LFW527 + everolimus","X.2524.LF27.evus","treatment"
"776","X-2524.LFW527 + everolimus","X.2524.uned","control"
"777","X-2524.LJM716","X.2524.LJ16","treatment"
"778","X-2524.LJM716","X.2524.uned","control"
"779","X-2524.LJM716 + trastuzumab","X.2524.LJ16.trab","treatment"
"780","X-2524.LJM716 + trastuzumab","X.2524.uned","control"
"781","X-2524.LKA136","X.2524.LK36","treatment"
"782","X-2524.LKA136","X.2524.uned","control"
"783","X-2524.LLM871","X.2524.LL71","treatment"
"784","X-2524.LLM871","X.2524.uned","control"
"785","X-2524.paclitaxel","X.2524.pael","treatment"
"786","X-2524.paclitaxel","X.2524.uned","control"
"787","X-2524.tamoxifen","X.2524.taen","treatment"
"788","X-2524.tamoxifen","X.2524.uned","control"
"789","X-2524.trastuzumab","X.2524.trab","treatment"
"790","X-2524.trastuzumab","X.2524.uned","control"
"791","X-2640.BGJ398","X.2640.BG98","treatment"
"792","X-2640.BGJ398","X.2640.uned","control"
"793","X-2640.binimetinib","X.2640.biib","treatment"
"794","X-2640.binimetinib","X.2640.uned","control"
"795","X-2640.BKM120","X.2640.BK20","treatment"
"796","X-2640.BKM120","X.2640.uned","control"
"797","X-2640.BYL719","X.2640.BY19","treatment"
"798","X-2640.BYL719","X.2640.uned","control"
"799","X-2640.BYL719 + LEE011","X.2640.BY19.LE11","treatment"
"800","X-2640.BYL719 + LEE011","X.2640.uned","control"
"801","X-2640.BYL719 + LJM716","X.2640.BY19.LJ16","treatment"
"802","X-2640.BYL719 + LJM716","X.2640.uned","control"
"803","X-2640.CGM097","X.2640.CG97","treatment"
"804","X-2640.CGM097","X.2640.uned","control"
"805","X-2640.CLR457","X.2640.CL57","treatment"
"806","X-2640.CLR457","X.2640.uned","control"
"807","X-2640.HDM201","X.2640.HD01","treatment"
"808","X-2640.HDM201","X.2640.uned","control"
"809","X-2640.INC424","X.2640.IN24","treatment"
"810","X-2640.INC424","X.2640.uned","control"
"811","X-2640.LEE011","X.2640.LE11","treatment"
"812","X-2640.LEE011","X.2640.uned","control"
"813","X-2640.LEE011 + everolimus","X.2640.LE11.evus","treatment"
"814","X-2640.LEE011 + everolimus","X.2640.uned","control"
"815","X-2640.LFA102","X.2640.LF02","treatment"
"816","X-2640.LFA102","X.2640.uned","control"
"817","X-2640.LFW527 + everolimus","X.2640.LF27.evus","treatment"
"818","X-2640.LFW527 + everolimus","X.2640.uned","control"
"819","X-2640.LJM716","X.2640.LJ16","treatment"
"820","X-2640.LJM716","X.2640.uned","control"
"821","X-2640.LJM716 + trastuzumab","X.2640.LJ16.trab","treatment"
"822","X-2640.LJM716 + trastuzumab","X.2640.uned","control"
"823","X-2640.LKA136","X.2640.LK36","treatment"
"824","X-2640.LKA136","X.2640.uned","control"
"825","X-2640.LLM871","X.2640.LL71","treatment"
"826","X-2640.LLM871","X.2640.uned","control"
"827","X-2640.paclitaxel","X.2640.pael","treatment"
"828","X-2640.paclitaxel","X.2640.uned","control"
"829","X-2640.tamoxifen","X.2640.taen","treatment"
"830","X-2640.tamoxifen","X.2640.uned","control"
"831","X-2640.trastuzumab","X.2640.trab","treatment"
"832","X-2640.trastuzumab","X.2640.uned","control"
"833","X-2780.BGJ398","X.2780.BG98","treatment"
"834","X-2780.BGJ398","X.2780.uned","control"
"835","X-2780.binimetinib","X.2780.biib","treatment"
"836","X-2780.binimetinib","X.2780.uned","control"
"837","X-2780.BKM120","X.2780.BK20","treatment"
"838","X-2780.BKM120","X.2780.uned","control"
"839","X-2780.BYL719","X.2780.BY19","treatment"
"840","X-2780.BYL719","X.2780.uned","control"
"841","X-2780.BYL719 + LEE011","X.2780.BY19.LE11","treatment"
"842","X-2780.BYL719 + LEE011","X.2780.uned","control"
"843","X-2780.BYL719 + LJM716","X.2780.BY19.LJ16","treatment"
"844","X-2780.BYL719 + LJM716","X.2780.uned","control"
"845","X-2780.CGM097","X.2780.CG97","treatment"
"846","X-2780.CGM097","X.2780.uned","control"
"847","X-2780.CLR457","X.2780.CL57","treatment"
"848","X-2780.CLR457","X.2780.uned","control"
"849","X-2780.HDM201","X.2780.HD01","treatment"
"850","X-2780.HDM201","X.2780.uned","control"
"851","X-2780.INC424","X.2780.IN24","treatment"
"852","X-2780.INC424","X.2780.uned","control"
"853","X-2780.LEE011","X.2780.LE11","treatment"
"854","X-2780.LEE011","X.2780.uned","control"
"855","X-2780.LEE011 + everolimus","X.2780.LE11.evus","treatment"
"856","X-2780.LEE011 + everolimus","X.2780.uned","control"
"857","X-2780.LFA102","X.2780.LF02","treatment"
"858","X-2780.LFA102","X.2780.uned","control"
"859","X-2780.LFW527 + everolimus","X.2780.LF27.evus","treatment"
"860","X-2780.LFW527 + everolimus","X.2780.uned","control"
"861","X-2780.LJM716","X.2780.LJ16","treatment"
"862","X-2780.LJM716","X.2780.uned","control"
"863","X-2780.LJM716 + trastuzumab","X.2780.LJ16.trab","treatment"
"864","X-2780.LJM716 + trastuzumab","X.2780.uned","control"
"865","X-2780.LKA136","X.2780.LK36","treatment"
"866","X-2780.LKA136","X.2780.uned","control"
"867","X-2780.LLM871","X.2780.LL71","treatment"
"868","X-2780.LLM871","X.2780.uned","control"
"869","X-2780.paclitaxel","X.2780.pael","treatment"
"870","X-2780.paclitaxel","X.2780.uned","control"
"871","X-2780.tamoxifen","X.2780.taen","treatment"
"872","X-2780.tamoxifen","X.2780.uned","control"
"873","X-2780.trastuzumab","X.2780.trab","treatment"
"874","X-2780.trastuzumab","X.2780.uned","control"
"875","X-3077.BGJ398","X.3077.BG98","treatment"
"876","X-3077.BGJ398","X.3077.uned","control"
"877","X-3077.binimetinib","X.3077.biib","treatment"
"878","X-3077.binimetinib","X.3077.uned","control"
"879","X-3077.BKM120","X.3077.BK20","treatment"
"880","X-3077.BKM120","X.3077.uned","control"
"881","X-3077.BYL719","X.3077.BY19","treatment"
"882","X-3077.BYL719","X.3077.uned","control"
"883","X-3077.BYL719 + LEE011","X.3077.BY19.LE11","treatment"
"884","X-3077.BYL719 + LEE011","X.3077.uned","control"
"885","X-3077.BYL719 + LJM716","X.3077.BY19.LJ16","treatment"
"886","X-3077.BYL719 + LJM716","X.3077.uned","control"
"887","X-3077.CGM097","X.3077.CG97","treatment"
"888","X-3077.CGM097","X.3077.uned","control"
"889","X-3077.CLR457","X.3077.CL57","treatment"
"890","X-3077.CLR457","X.3077.uned","control"
"891","X-3077.HDM201","X.3077.HD01","treatment"
"892","X-3077.HDM201","X.3077.uned","control"
"893","X-3077.INC424","X.3077.IN24","treatment"
"894","X-3077.INC424","X.3077.uned","control"
"895","X-3077.LEE011","X.3077.LE11","treatment"
"896","X-3077.LEE011","X.3077.uned","control"
"897","X-3077.LEE011 + everolimus","X.3077.LE11.evus","treatment"
"898","X-3077.LEE011 + everolimus","X.3077.uned","control"
"899","X-3077.LFA102","X.3077.LF02","treatment"
"900","X-3077.LFA102","X.3077.uned","control"
"901","X-3077.LFW527 + everolimus","X.3077.LF27.evus","treatment"
"902","X-3077.LFW527 + everolimus","X.3077.uned","control"
"903","X-3077.LJM716","X.3077.LJ16","treatment"
"904","X-3077.LJM716","X.3077.uned","control"
"905","X-3077.LJM716 + trastuzumab","X.3077.LJ16.trab","treatment"
"906","X-3077.LJM716 + trastuzumab","X.3077.uned","control"
"907","X-3077.LKA136","X.3077.LK36","treatment"
"908","X-3077.LKA136","X.3077.uned","control"
"909","X-3077.LLM871","X.3077.LL71","treatment"
"910","X-3077.LLM871","X.3077.uned","control"
"911","X-3077.paclitaxel","X.3077.pael","treatment"
"912","X-3077.paclitaxel","X.3077.uned","control"
"913","X-3077.tamoxifen","X.3077.taen","treatment"
"914","X-3077.tamoxifen","X.3077.uned","control"
"915","X-3077.trastuzumab","X.3077.trab","treatment"
"916","X-3077.trastuzumab","X.3077.uned","control"
"917","X-3078.BGJ398","X.3078.BG98","treatment"
"918","X-3078.BGJ398","X.3078.uned","control"
"919","X-3078.binimetinib","X.3078.biib","treatment"
"920","X-3078.binimetinib","X.3078.uned","control"
"921","X-3078.BKM120","X.3078.BK20","treatment"
"922","X-3078.BKM120","X.3078.uned","control"
"923","X-3078.BYL719","X.3078.BY19","treatment"
"924","X-3078.BYL719","X.3078.uned","control"
"925","X-3078.BYL719 + LEE011","X.3078.BY19.LE11","treatment"
"926","X-3078.BYL719 + LEE011","X.3078.uned","control"
"927","X-3078.BYL719 + LJM716","X.3078.BY19.LJ16","treatment"
"928","X-3078.BYL719 + LJM716","X.3078.uned","control"
"929","X-3078.CGM097","X.3078.CG97","treatment"
"930","X-3078.CGM097","X.3078.uned","control"
"931","X-3078.CLR457","X.3078.CL57","treatment"
"932","X-3078.CLR457","X.3078.uned","control"
"933","X-3078.HDM201","X.3078.HD01","treatment"
"934","X-3078.HDM201","X.3078.uned","control"
"935","X-3078.INC424","X.3078.IN24","treatment"
"936","X-3078.INC424","X.3078.uned","control"
"937","X-3078.LEE011","X.3078.LE11","treatment"
"938","X-3078.LEE011","X.3078.uned","control"
"939","X-3078.LEE011 + everolimus","X.3078.LE11.evus","treatment"
"940","X-3078.LEE011 + everolimus","X.3078.uned","control"
"941","X-3078.LFA102","X.3078.LF02","treatment"
"942","X-3078.LFA102","X.3078.uned","control"
"943","X-3078.LFW527 + everolimus","X.3078.LF27.evus","treatment"
"944","X-3078.LFW527 + everolimus","X.3078.uned","control"
"945","X-3078.LJM716","X.3078.LJ16","treatment"
"946","X-3078.LJM716","X.3078.uned","control"
"947","X-3078.LJM716 + trastuzumab","X.3078.LJ16.trab","treatment"
"948","X-3078.LJM716 + trastuzumab","X.3078.uned","control"
"949","X-3078.LKA136","X.3078.LK36","treatment"
"950","X-3078.LKA136","X.3078.uned","control"
"951","X-3078.LLM871","X.3078.LL71","treatment"
"952","X-3078.LLM871","X.3078.uned","control"
"953","X-3078.paclitaxel","X.3078.pael","treatment"
"954","X-3078.paclitaxel","X.3078.uned","control"
"955","X-3078.tamoxifen","X.3078.taen","treatment"
"956","X-3078.tamoxifen","X.3078.uned","control"
"957","X-3078.trastuzumab","X.3078.trab","treatment"
"958","X-3078.trastuzumab","X.3078.uned","control"
"959","X-3201.BGJ398","X.3201.BG98","treatment"
"960","X-3201.BGJ398","X.3201.uned","control"
"961","X-3201.binimetinib","X.3201.biib","treatment"
"962","X-3201.binimetinib","X.3201.uned","control"
"963","X-3201.BKM120","X.3201.BK20","treatment"
"964","X-3201.BKM120","X.3201.uned","control"
"965","X-3201.BYL719","X.3201.BY19","treatment"
"966","X-3201.BYL719","X.3201.uned","control"
"967","X-3201.BYL719 + LEE011","X.3201.BY19.LE11","treatment"
"968","X-3201.BYL719 + LEE011","X.3201.uned","control"
"969","X-3201.BYL719 + LJM716","X.3201.BY19.LJ16","treatment"
"970","X-3201.BYL719 + LJM716","X.3201.uned","control"
"971","X-3201.CGM097","X.3201.CG97","treatment"
"972","X-3201.CGM097","X.3201.uned","control"
"973","X-3201.CLR457","X.3201.CL57","treatment"
"974","X-3201.CLR457","X.3201.uned","control"
"975","X-3201.HDM201","X.3201.HD01","treatment"
"976","X-3201.HDM201","X.3201.uned","control"
"977","X-3201.INC424","X.3201.IN24","treatment"
"978","X-3201.INC424","X.3201.uned","control"
"979","X-3201.LEE011","X.3201.LE11","treatment"
"980","X-3201.LEE011","X.3201.uned","control"
"981","X-3201.LEE011 + everolimus","X.3201.LE11.evus","treatment"
"982","X-3201.LEE011 + everolimus","X.3201.uned","control"
"983","X-3201.LFA102","X.3201.LF02","treatment"
"984","X-3201.LFA102","X.3201.uned","control"
"985","X-3201.LFW527 + everolimus","X.3201.LF27.evus","treatment"
"986","X-3201.LFW527 + everolimus","X.3201.uned","control"
"987","X-3201.LJM716","X.3201.LJ16","treatment"
"988","X-3201.LJM716","X.3201.uned","control"
"989","X-3201.LJM716 + trastuzumab","X.3201.LJ16.trab","treatment"
"990","X-3201.LJM716 + trastuzumab","X.3201.uned","control"
"991","X-3201.LKA136","X.3201.LK36","treatment"
"992","X-3201.LKA136","X.3201.uned","control"
"993","X-3201.LLM871","X.3201.LL71","treatment"
"994","X-3201.LLM871","X.3201.uned","control"
"995","X-3201.paclitaxel","X.3201.pael","treatment"
"996","X-3201.paclitaxel","X.3201.uned","control"
"997","X-3201.tamoxifen","X.3201.taen","treatment"
"998","X-3201.tamoxifen","X.3201.uned","control"
"999","X-3201.trastuzumab","X.3201.trab","treatment"
"1000","X-3201.trastuzumab","X.3201.uned","control"
"1001","X-3298.BGJ398","X.3298.BG98","treatment"
"1002","X-3298.BGJ398","X.3298.uned","control"
"1003","X-3298.binimetinib","X.3298.biib","treatment"
"1004","X-3298.binimetinib","X.3298.uned","control"
"1005","X-3298.BKM120","X.3298.BK20","treatment"
"1006","X-3298.BKM120","X.3298.uned","control"
"1007","X-3298.BYL719","X.3298.BY19","treatment"
"1008","X-3298.BYL719","X.3298.uned","control"
