"time"	"volume"	"model.id"	"drug"	"batch"	"exp.type"
148	27.31835392	"PHLC119_P5.510.B5"	"Vinorelbine+ Cisplatin"	"PHLC119_P5"	"treatment"
151	24.5081902	"PHLC119_P5.510.B5"	"Vinorelbine+ Cisplatin"	"PHLC119_P5"	"treatment"
155	26.03150784	"PHLC119_P5.510.B5"	"Vinorelbine+ Cisplatin"	"PHLC119_P5"	"treatment"
158	36.072036	"PHLC119_P5.510.B5"	"Vinorelbine+ Cisplatin"	"PHLC119_P5"	"treatment"
162	39.064194	"PHLC119_P5.510.B5"	"Vinorelbine+ Cisplatin"	"PHLC119_P5"	"treatment"
165	34.38787872	"PHLC119_P5.510.B5"	"Vinorelbine+ Cisplatin"	"PHLC119_P5"	"treatment"
169	39.14144	"PHLC119_P5.510.B5"	"Vinorelbine+ Cisplatin"	"PHLC119_P5"	"treatment"
176	29.9828672	"PHLC119_P5.510.B5"	"Vinorelbine+ Cisplatin"	"PHLC119_P5"	"treatment"
183	42.67471104	"PHLC119_P5.510.B5"	"Vinorelbine+ Cisplatin"	"PHLC119_P5"	"treatment"
190	27.382784	"PHLC119_P5.510.B5"	"Vinorelbine+ Cisplatin"	"PHLC119_P5"	"treatment"
197	42.84011004	"PHLC119_P5.510.B5"	"Vinorelbine+ Cisplatin"	"PHLC119_P5"	"treatment"
204	61.22304968	"PHLC119_P5.510.B5"	"Vinorelbine+ Cisplatin"	"PHLC119_P5"	"treatment"
211	60.73563132	"PHLC119_P5.510.B5"	"Vinorelbine+ Cisplatin"	"PHLC119_P5"	"treatment"
218	33.98426512	"PHLC119_P5.510.B5"	"Vinorelbine+ Cisplatin"	"PHLC119_P5"	"treatment"
225	34.05291552	"PHLC119_P5.510.B5"	"Vinorelbine+ Cisplatin"	"PHLC119_P5"	"treatment"
232	37.79466704	"PHLC119_P5.510.B5"	"Vinorelbine+ Cisplatin"	"PHLC119_P5"	"treatment"
239	38.84879544	"PHLC119_P5.510.B5"	"Vinorelbine+ Cisplatin"	"PHLC119_P5"	"treatment"
246	50.6175488	"PHLC119_P5.510.B5"	"Vinorelbine+ Cisplatin"	"PHLC119_P5"	"treatment"
253	28.08582192	"PHLC119_P5.510.B5"	"Vinorelbine+ Cisplatin"	"PHLC119_P5"	"treatment"
260	45.035263	"PHLC119_P5.510.B5"	"Vinorelbine+ Cisplatin"	"PHLC119_P5"	"treatment"
267	28.80197632	"PHLC119_P5.510.B5"	"Vinorelbine+ Cisplatin"	"PHLC119_P5"	"treatment"
274	36.63885888	"PHLC119_P5.510.B5"	"Vinorelbine+ Cisplatin"	"PHLC119_P5"	"treatment"
281	31.70613732	"PHLC119_P5.510.B5"	"Vinorelbine+ Cisplatin"	"PHLC119_P5"	"treatment"
288	25.90463668	"PHLC119_P5.510.B5"	"Vinorelbine+ Cisplatin"	"PHLC119_P5"	"treatment"
295	40.39847812	"PHLC119_P5.510.B5"	"Vinorelbine+ Cisplatin"	"PHLC119_P5"	"treatment"
302	26.02249728	"PHLC119_P5.510.B5"	"Vinorelbine+ Cisplatin"	"PHLC119_P5"	"treatment"
305	37.57800384	"PHLC119_P5.510.B5"	"Vinorelbine+ Cisplatin"	"PHLC119_P5"	"treatment"
0	64.5614918	"PHLC153_P6.601.A1"	"water"	"PHLC153_P6"	"control"
8	53.2818	"PHLC153_P6.601.A1"	"water"	"PHLC153_P6"	"control"
15	50.15506132	"PHLC153_P6.601.A1"	"water"	"PHLC153_P6"	"control"
22	56.73918692	"PHLC153_P6.601.A1"	"water"	"PHLC153_P6"	"control"
29	55.4741642	"PHLC153_P6.601.A1"	"water"	"PHLC153_P6"	"control"
36	60.179964	"PHLC153_P6.601.A1"	"water"	"PHLC153_P6"	"control"
43	59.33804032	"PHLC153_P6.601.A1"	"water"	"PHLC153_P6"	"control"
50	69.09899568	"PHLC153_P6.601.A1"	"water"	"PHLC153_P6"	"control"
54	45.093412	"PHLC153_P6.601.A1"	"water"	"PHLC153_P6"	"control"
61	100.4038214	"PHLC153_P6.601.A1"	"water"	"PHLC153_P6"	"control"
68	106.9805729	"PHLC153_P6.601.A1"	"water"	"PHLC153_P6"	"control"
75	103.2723578	"PHLC153_P6.601.A1"	"water"	"PHLC153_P6"	"control"
82	122.574452	"PHLC153_P6.601.A1"	"water"	"PHLC153_P6"	"control"
89	194.8140792	"PHLC153_P6.601.A1"	"water"	"PHLC153_P6"	"control"
96	265.9247718	"PHLC153_P6.601.A1"	"water"	"PHLC153_P6"	"control"
99	256.4882284	"PHLC153_P6.601.A1"	"water"	"PHLC153_P6"	"control"
103	299.8894579	"PHLC153_P6.601.A1"	"water"	"PHLC153_P6"	"control"
106	484.8496006	"PHLC153_P6.601.A1"	"water"	"PHLC153_P6"	"control"
110	530.309	"PHLC153_P6.601.A1"	"water"	"PHLC153_P6"	"control"
113	545.39095	"PHLC153_P6.601.A1"	"water"	"PHLC153_P6"	"control"
117	540.2753699	"PHLC153_P6.601.A1"	"water"	"PHLC153_P6"	"control"
120	656.2316634	"PHLC153_P6.601.A1"	"water"	"PHLC153_P6"	"control"
124	671.787675	"PHLC153_P6.601.A1"	"water"	"PHLC153_P6"	"control"
127	756.8500992	"PHLC153_P6.601.A1"	"water"	"PHLC153_P6"	"control"
131	775.264464	"PHLC153_P6.601.A1"	"water"	"PHLC153_P6"	"control"
134	760.847855	"PHLC153_P6.601.A1"	"water"	"PHLC153_P6"	"control"
138	902.3993243	"PHLC153_P6.601.A1"	"water"	"PHLC153_P6"	"control"
141	972.7648445	"PHLC153_P6.601.A1"	"water"	"PHLC153_P6"	"control"
145	1104.206051	"PHLC153_P6.601.A1"	"water"	"PHLC153_P6"	"control"
148	1275.95598	"PHLC153_P6.601.A1"	"water"	"PHLC153_P6"	"control"
0	67.44716784	"PHLC153_P6.604.A4"	"water"	"PHLC153_P6"	"control"
8	37.88590624	"PHLC153_P6.604.A4"	"water"	"PHLC153_P6"	"control"
15	32.43523296	"PHLC153_P6.604.A4"	"water"	"PHLC153_P6"	"control"
22	26.71490484	"PHLC153_P6.604.A4"	"water"	"PHLC153_P6"	"control"
29	34.838804	"PHLC153_P6.604.A4"	"water"	"PHLC153_P6"	"control"
36	38.79630768	"PHLC153_P6.604.A4"	"water"	"PHLC153_P6"	"control"
43	43.10619768	"PHLC153_P6.604.A4"	"water"	"PHLC153_P6"	"control"
50	47.416512	"PHLC153_P6.604.A4"	"water"	"PHLC153_P6"	"control"
54	74.36572416	"PHLC153_P6.604.A4"	"water"	"PHLC153_P6"	"control"
61	56.194866	"PHLC153_P6.604.A4"	"water"	"PHLC153_P6"	"control"
68	66.5939664	"PHLC153_P6.604.A4"	"water"	"PHLC153_P6"	"control"
75	71.94806528	"PHLC153_P6.604.A4"	"water"	"PHLC153_P6"	"control"
82	74.74334608	"PHLC153_P6.604.A4"	"water"	"PHLC153_P6"	"control"
89	135.1187074	"PHLC153_P6.604.A4"	"water"	"PHLC153_P6"	"control"
96	186.1722158	"PHLC153_P6.604.A4"	"water"	"PHLC153_P6"	"control"
99	211.481504	"PHLC153_P6.604.A4"	"water"	"PHLC153_P6"	"control"
103	189.254611	"PHLC153_P6.604.A4"	"water"	"PHLC153_P6"	"control"
106	198.5370275	"PHLC153_P6.604.A4"	"water"	"PHLC153_P6"	"control"
110	219.0606413	"PHLC153_P6.604.A4"	"water"	"PHLC153_P6"	"control"
113	214.013475	"PHLC153_P6.604.A4"	"water"	"PHLC153_P6"	"control"
117	271.3039758	"PHLC153_P6.604.A4"	"water"	"PHLC153_P6"	"control"
120	275.7309235	"PHLC153_P6.604.A4"	"water"	"PHLC153_P6"	"control"
124	281.7926868	"PHLC153_P6.604.A4"	"water"	"PHLC153_P6"	"control"
127	326.1474601	"PHLC153_P6.604.A4"	"water"	"PHLC153_P6"	"control"
131	349.503283	"PHLC153_P6.604.A4"	"water"	"PHLC153_P6"	"control"
134	373.3382708	"PHLC153_P6.604.A4"	"water"	"PHLC153_P6"	"control"
138	458.0861314	"PHLC153_P6.604.A4"	"water"	"PHLC153_P6"	"control"
141	515.7695228	"PHLC153_P6.604.A4"	"water"	"PHLC153_P6"	"control"
145	532.176463	"PHLC153_P6.604.A4"	"water"	"PHLC153_P6"	"control"
148	608.3880239	"PHLC153_P6.604.A4"	"water"	"PHLC153_P6"	"control"
152	638.0467642	"PHLC153_P6.604.A4"	"water"	"PHLC153_P6"	"control"
155	794.1961082	"PHLC153_P6.604.A4"	"water"	"PHLC153_P6"	"control"
159	977.6027357	"PHLC153_P6.604.A4"	"water"	"PHLC153_P6"	"control"
162	924.892021	"PHLC153_P6.604.A4"	"water"	"PHLC153_P6"	"control"
166	1120.907243	"PHLC153_P6.604.A4"	"water"	"PHLC153_P6"	"control"
0	66.04	"PHLC153_P6.605.A5"	"water"	"PHLC153_P6"	"control"
8	32.29739396	"PHLC153_P6.605.A5"	"water"	"PHLC153_P6"	"control"
15	47.6674848	"PHLC153_P6.605.A5"	"water"	"PHLC153_P6"	"control"
22	40.77929856	"PHLC153_P6.605.A5"	"water"	"PHLC153_P6"	"control"
29	55.91534832	"PHLC153_P6.605.A5"	"water"	"PHLC153_P6"	"control"
36	51.589473	"PHLC153_P6.605.A5"	"water"	"PHLC153_P6"	"control"
43	56.58137108	"PHLC153_P6.605.A5"	"water"	"PHLC153_P6"	"control"
50	70.166824	"PHLC153_P6.605.A5"	"water"	"PHLC153_P6"	"control"
54	72.69433808	"PHLC153_P6.605.A5"	"water"	"PHLC153_P6"	"control"
61	95.4733	"PHLC153_P6.605.A5"	"water"	"PHLC153_P6"	"control"
68	104.7328589	"PHLC153_P6.605.A5"	"water"	"PHLC153_P6"	"control"
75	134.713449	"PHLC153_P6.605.A5"	"water"	"PHLC153_P6"	"control"
82	134.7853494	"PHLC153_P6.605.A5"	"water"	"PHLC153_P6"	"control"
89	147.5136749	"PHLC153_P6.605.A5"	"water"	"PHLC153_P6"	"control"
96	203.256418	"PHLC153_P6.605.A5"	"water"	"PHLC153_P6"	"control"
99	245.576448	"PHLC153_P6.605.A5"	"water"	"PHLC153_P6"	"control"
103	301.5800819	"PHLC153_P6.605.A5"	"water"	"PHLC153_P6"	"control"
106	262.5309378	"PHLC153_P6.605.A5"	"water"	"PHLC153_P6"	"control"
110	272.0308448	"PHLC153_P6.605.A5"	"water"	"PHLC153_P6"	"control"
113	292.1324042	"PHLC153_P6.605.A5"	"water"	"PHLC153_P6"	"control"
117	348.8804966	"PHLC153_P6.605.A5"	"water"	"PHLC153_P6"	"control"
120	386.4964418	"PHLC153_P6.605.A5"	"water"	"PHLC153_P6"	"control"
124	411.547136	"PHLC153_P6.605.A5"	"water"	"PHLC153_P6"	"control"
127	463.7412	"PHLC153_P6.605.A5"	"water"	"PHLC153_P6"	"control"
131	505.067004	"PHLC153_P6.605.A5"	"water"	"PHLC153_P6"	"control"
134	553.5174528	"PHLC153_P6.605.A5"	"water"	"PHLC153_P6"	"control"
138	555.1819	"PHLC153_P6.605.A5"	"water"	"PHLC153_P6"	"control"
141	561.2310413	"PHLC153_P6.605.A5"	"water"	"PHLC153_P6"	"control"
145	620.6265	"PHLC153_P6.605.A5"	"water"	"PHLC153_P6"	"control"
148	694.313516	"PHLC153_P6.605.A5"	"water"	"PHLC153_P6"	"control"
152	702.5847878	"PHLC153_P6.605.A5"	"water"	"PHLC153_P6"	"control"
155	760.3890819	"PHLC153_P6.605.A5"	"water"	"PHLC153_P6"	"control"
159	806.3256115	"PHLC153_P6.605.A5"	"water"	"PHLC153_P6"	"control"
162	786.0099	"PHLC153_P6.605.A5"	"water"	"PHLC153_P6"	"control"
166	865.4969055	"PHLC153_P6.605.A5"	"water"	"PHLC153_P6"	"control"
169	1115.354148	"PHLC153_P6.605.A5"	"water"	"PHLC153_P6"	"control"
172	1139.885398	"PHLC153_P6.605.A5"	"water"	"PHLC153_P6"	"control"
0	69.1095392	"PHLC153_P6.607.B2"	"water"	"PHLC153_P6"	"control"
8	34.85228292	"PHLC153_P6.607.B2"	"water"	"PHLC153_P6"	"control"
15	47.114496	"PHLC153_P6.607.B2"	"water"	"PHLC153_P6"	"control"
22	28.69144356	"PHLC153_P6.607.B2"	"water"	"PHLC153_P6"	"control"
29	34.40019648	"PHLC153_P6.607.B2"	"water"	"PHLC153_P6"	"control"
36	49.81697292	"PHLC153_P6.607.B2"	"water"	"PHLC153_P6"	"control"
43	43.37908848	"PHLC153_P6.607.B2"	"water"	"PHLC153_P6"	"control"
50	61.99662612	"PHLC153_P6.607.B2"	"water"	"PHLC153_P6"	"control"
54	60.12494592	"PHLC153_P6.607.B2"	"water"	"PHLC153_P6"	"control"
61	85.86878976	"PHLC153_P6.607.B2"	"water"	"PHLC153_P6"	"control"
68	90.61786344	"PHLC153_P6.607.B2"	"water"	"PHLC153_P6"	"control"
75	102.556792	"PHLC153_P6.607.B2"	"water"	"PHLC153_P6"	"control"
82	120.1552789	"PHLC153_P6.607.B2"	"water"	"PHLC153_P6"	"control"
89	125.528364	"PHLC153_P6.607.B2"	"water"	"PHLC153_P6"	"control"
96	128.01152	"PHLC153_P6.607.B2"	"water"	"PHLC153_P6"	"control"
99	142.7371426	"PHLC153_P6.607.B2"	"water"	"PHLC153_P6"	"control"
103	153.3016534	"PHLC153_P6.607.B2"	"water"	"PHLC153_P6"	"control"
106	167.225409	"PHLC153_P6.607.B2"	"water"	"PHLC153_P6"	"control"
110	181.3047382	"PHLC153_P6.607.B2"	"water"	"PHLC153_P6"	"control"
113	214.9801987	"PHLC153_P6.607.B2"	"water"	"PHLC153_P6"	"control"
117	205.9306746	"PHLC153_P6.607.B2"	"water"	"PHLC153_P6"	"control"
120	235.0484677	"PHLC153_P6.607.B2"	"water"	"PHLC153_P6"	"control"
124	218.2640902	"PHLC153_P6.607.B2"	"water"	"PHLC153_P6"	"control"
127	231.5045585	"PHLC153_P6.607.B2"	"water"	"PHLC153_P6"	"control"
131	267.5842062	"PHLC153_P6.607.B2"	"water"	"PHLC153_P6"	"control"
134	291.72052	"PHLC153_P6.607.B2"	"water"	"PHLC153_P6"	"control"
138	297.6722752	"PHLC153_P6.607.B2"	"water"	"PHLC153_P6"	"control"
141	328.6892747	"PHLC153_P6.607.B2"	"water"	"PHLC153_P6"	"control"
145	371.975175	"PHLC153_P6.607.B2"	"water"	"PHLC153_P6"	"control"
0	67.63701776	"PHLC153_P6.608.B3"	"water"	"PHLC153_P6"	"control"
8	40.14006568	"PHLC153_P6.608.B3"	"water"	"PHLC153_P6"	"control"
15	50.36649696	"PHLC153_P6.608.B3"	"water"	"PHLC153_P6"	"control"
22	41.1630752	"PHLC153_P6.608.B3"	"water"	"PHLC153_P6"	"control"
29	38.7712	"PHLC153_P6.608.B3"	"water"	"PHLC153_P6"	"control"
36	61.67816304	"PHLC153_P6.608.B3"	"water"	"PHLC153_P6"	"control"
43	64.78266132	"PHLC153_P6.608.B3"	"water"	"PHLC153_P6"	"control"
50	74.03470308	"PHLC153_P6.608.B3"	"water"	"PHLC153_P6"	"control"
54	60.9774048	"PHLC153_P6.608.B3"	"water"	"PHLC153_P6"	"control"
61	66.28542336	"PHLC153_P6.608.B3"	"water"	"PHLC153_P6"	"control"
68	105.5897315	"PHLC153_P6.608.B3"	"water"	"PHLC153_P6"	"control"
75	114.402912	"PHLC153_P6.608.B3"	"water"	"PHLC153_P6"	"control"
82	151.8639782	"PHLC153_P6.608.B3"	"water"	"PHLC153_P6"	"control"
89	167.1283557	"PHLC153_P6.608.B3"	"water"	"PHLC153_P6"	"control"
96	171.4819163	"PHLC153_P6.608.B3"	"water"	"PHLC153_P6"	"control"
99	219.396177	"PHLC153_P6.608.B3"	"water"	"PHLC153_P6"	"control"
103	232.9575976	"PHLC153_P6.608.B3"	"water"	"PHLC153_P6"	"control"
106	244.0316237	"PHLC153_P6.608.B3"	"water"	"PHLC153_P6"	"control"
110	272.4123667	"PHLC153_P6.608.B3"	"water"	"PHLC153_P6"	"control"
113	286.724281	"PHLC153_P6.608.B3"	"water"	"PHLC153_P6"	"control"
117	288.1525442	"PHLC153_P6.608.B3"	"water"	"PHLC153_P6"	"control"
120	307.40333	"PHLC153_P6.608.B3"	"water"	"PHLC153_P6"	"control"
124	314.7368141	"PHLC153_P6.608.B3"	"water"	"PHLC153_P6"	"control"
127	326.2343885	"PHLC153_P6.608.B3"	"water"	"PHLC153_P6"	"control"
131	378.0595354	"PHLC153_P6.608.B3"	"water"	"PHLC153_P6"	"control"
134	409.0052398	"PHLC153_P6.608.B3"	"water"	"PHLC153_P6"	"control"
138	562.2250514	"PHLC153_P6.608.B3"	"water"	"PHLC153_P6"	"control"
141	560.6368451	"PHLC153_P6.608.B3"	"water"	"PHLC153_P6"	"control"
145	535.7166797	"PHLC153_P6.608.B3"	"water"	"PHLC153_P6"	"control"
148	569.1963659	"PHLC153_P6.608.B3"	"water"	"PHLC153_P6"	"control"
152	704.366741	"PHLC153_P6.608.B3"	"water"	"PHLC153_P6"	"control"
155	763.2684025	"PHLC153_P6.608.B3"	"water"	"PHLC153_P6"	"control"
159	786.9576666	"PHLC153_P6.608.B3"	"water"	"PHLC153_P6"	"control"
162	879.3965294	"PHLC153_P6.608.B3"	"water"	"PHLC153_P6"	"control"
166	808.232958	"PHLC153_P6.608.B3"	"water"	"PHLC153_P6"	"control"
169	773.7349734	"PHLC153_P6.608.B3"	"water"	"PHLC153_P6"	"control"
172	1037.137654	"PHLC153_P6.608.B3"	"water"	"PHLC153_P6"	"control"
0	64.35868608	"PHLC153_P6.610.B5"	"water"	"PHLC153_P6"	"control"
8	39.79362816	"PHLC153_P6.610.B5"	"water"	"PHLC153_P6"	"control"
15	45.86261472	"PHLC153_P6.610.B5"	"water"	"PHLC153_P6"	"control"
22	41.171052	"PHLC153_P6.610.B5"	"water"	"PHLC153_P6"	"control"
29	39.15707796	"PHLC153_P6.610.B5"	"water"	"PHLC153_P6"	"control"
36	42.54194152	"PHLC153_P6.610.B5"	"water"	"PHLC153_P6"	"control"
43	39.15284724	"PHLC153_P6.610.B5"	"water"	"PHLC153_P6"	"control"
50	47.985418	"PHLC153_P6.610.B5"	"water"	"PHLC153_P6"	"control"
54	59.92610364	"PHLC153_P6.610.B5"	"water"	"PHLC153_P6"	"control"
61	77.22152828	"PHLC153_P6.610.B5"	"water"	"PHLC153_P6"	"control"
68	103.2579891	"PHLC153_P6.610.B5"	"water"	"PHLC153_P6"	"control"
75	113.987328	"PHLC153_P6.610.B5"	"water"	"PHLC153_P6"	"control"
82	110.6981086	"PHLC153_P6.610.B5"	"water"	"PHLC153_P6"	"control"
89	146.2179228	"PHLC153_P6.610.B5"	"water"	"PHLC153_P6"	"control"
96	182.3781024	"PHLC153_P6.610.B5"	"water"	"PHLC153_P6"	"control"
99	193.4987184	"PHLC153_P6.610.B5"	"water"	"PHLC153_P6"	"control"
103	228.8104	"PHLC153_P6.610.B5"	"water"	"PHLC153_P6"	"control"
106	230.2904313	"PHLC153_P6.610.B5"	"water"	"PHLC153_P6"	"control"
110	241.361068	"PHLC153_P6.610.B5"	"water"	"PHLC153_P6"	"control"
113	229.320949	"PHLC153_P6.610.B5"	"water"	"PHLC153_P6"	"control"
117	288.6178714	"PHLC153_P6.610.B5"	"water"	"PHLC153_P6"	"control"
120	292.7729459	"PHLC153_P6.610.B5"	"water"	"PHLC153_P6"	"control"
124	356.3847503	"PHLC153_P6.610.B5"	"water"	"PHLC153_P6"	"control"
127	370.7851347	"PHLC153_P6.610.B5"	"water"	"PHLC153_P6"	"control"
131	450.4197443	"PHLC153_P6.610.B5"	"water"	"PHLC153_P6"	"control"
134	499.5667872	"PHLC153_P6.610.B5"	"water"	"PHLC153_P6"	"control"
138	584.30736	"PHLC153_P6.610.B5"	"water"	"PHLC153_P6"	"control"
141	687.1350382	"PHLC153_P6.610.B5"	"water"	"PHLC153_P6"	"control"
145	511.2614874	"PHLC153_P6.610.B5"	"water"	"PHLC153_P6"	"control"
148	616.004921	"PHLC153_P6.610.B5"	"water"	"PHLC153_P6"	"control"
152	671.955453	"PHLC153_P6.610.B5"	"water"	"PHLC153_P6"	"control"
155	665.8373946	"PHLC153_P6.610.B5"	"water"	"PHLC153_P6"	"control"
159	709.654816	"PHLC153_P6.610.B5"	"water"	"PHLC153_P6"	"control"
162	725.140416	"PHLC153_P6.610.B5"	"water"	"PHLC153_P6"	"control"
166	777.3210453	"PHLC153_P6.610.B5"	"water"	"PHLC153_P6"	"control"
169	824.009108	"PHLC153_P6.610.B5"	"water"	"PHLC153_P6"	"control"
172	910.9241856	"PHLC153_P6.610.B5"	"water"	"PHLC153_P6"	"control"
0	64.09208832	"PHLC153_P6.602.A2"	"Vinorelbine+ Cisplatin"	"PHLC153_P6"	"treatment"
8	41.21501696	"PHLC153_P6.602.A2"	"Vinorelbine+ Cisplatin"	"PHLC153_P6"	"treatment"
15	48.08378016	"PHLC153_P6.602.A2"	"Vinorelbine+ Cisplatin"	"PHLC153_P6"	"treatment"
22	49.48040448	"PHLC153_P6.602.A2"	"Vinorelbine+ Cisplatin"	"PHLC153_P6"	"treatment"
29	52.1235	"PHLC153_P6.602.A2"	"Vinorelbine+ Cisplatin"	"PHLC153_P6"	"treatment"
36	53.26861904	"PHLC153_P6.602.A2"	"Vinorelbine+ Cisplatin"	"PHLC153_P6"	"treatment"
43	52.508079	"PHLC153_P6.602.A2"	"Vinorelbine+ Cisplatin"	"PHLC153_P6"	"treatment"
50	81.274752	"PHLC153_P6.602.A2"	"Vinorelbine+ Cisplatin"	"PHLC153_P6"	"treatment"
54	65.8406216	"PHLC153_P6.602.A2"	"Vinorelbine+ Cisplatin"	"PHLC153_P6"	"treatment"
61	115.1253043	"PHLC153_P6.602.A2"	"Vinorelbine+ Cisplatin"	"PHLC153_P6"	"treatment"
68	112.1479258	"PHLC153_P6.602.A2"	"Vinorelbine+ Cisplatin"	"PHLC153_P6"	"treatment"
75	105.9484795	"PHLC153_P6.602.A2"	"Vinorelbine+ Cisplatin"	"PHLC153_P6"	"treatment"
82	129.3783462	"PHLC153_P6.602.A2"	"Vinorelbine+ Cisplatin"	"PHLC153_P6"	"treatment"
89	158.515812	"PHLC153_P6.602.A2"	"Vinorelbine+ Cisplatin"	"PHLC153_P6"	"treatment"
96	137.1520093	"PHLC153_P6.602.A2"	"Vinorelbine+ Cisplatin"	"PHLC153_P6"	"treatment"
99	176.8724942	"PHLC153_P6.602.A2"	"Vinorelbine+ Cisplatin"	"PHLC153_P6"	"treatment"
103	176.689656	"PHLC153_P6.602.A2"	"Vinorelbine+ Cisplatin"	"PHLC153_P6"	"treatment"
106	152.9349775	"PHLC153_P6.602.A2"	"Vinorelbine+ Cisplatin"	"PHLC153_P6"	"treatment"
110	162.6537931	"PHLC153_P6.602.A2"	"Vinorelbine+ Cisplatin"	"PHLC153_P6"	"treatment"
113	184.0579978	"PHLC153_P6.602.A2"	"Vinorelbine+ Cisplatin"	"PHLC153_P6"	"treatment"
117	215.3565138	"PHLC153_P6.602.A2"	"Vinorelbine+ Cisplatin"	"PHLC153_P6"	"treatment"
120	212.1635006	"PHLC153_P6.602.A2"	"Vinorelbine+ Cisplatin"	"PHLC153_P6"	"treatment"
124	203.256418	"PHLC153_P6.602.A2"	"Vinorelbine+ Cisplatin"	"PHLC153_P6"	"treatment"
127	169.8989926	"PHLC153_P6.602.A2"	"Vinorelbine+ Cisplatin"	"PHLC153_P6"	"treatment"
131	165.548448	"PHLC153_P6.602.A2"	"Vinorelbine+ Cisplatin"	"PHLC153_P6"	"treatment"
134	168.2587816	"PHLC153_P6.602.A2"	"Vinorelbine+ Cisplatin"	"PHLC153_P6"	"treatment"
138	172.7354387	"PHLC153_P6.602.A2"	"Vinorelbine+ Cisplatin"	"PHLC153_P6"	"treatment"
141	157.7352067	"PHLC153_P6.602.A2"	"Vinorelbine+ Cisplatin"	"PHLC153_P6"	"treatment"
145	169.5128843	"PHLC153_P6.602.A2"	"Vinorelbine+ Cisplatin"	"PHLC153_P6"	"treatment"
148	214.340023	"PHLC153_P6.602.A2"	"Vinorelbine+ Cisplatin"	"PHLC153_P6"	"treatment"
152	213.400953	"PHLC153_P6.602.A2"	"Vinorelbine+ Cisplatin"	"PHLC153_P6"	"treatment"
155	279.63	"PHLC153_P6.602.A2"	"Vinorelbine+ Cisplatin"	"PHLC153_P6"	"treatment"
159	246.4343367	"PHLC153_P6.602.A2"	"Vinorelbine+ Cisplatin"	"PHLC153_P6"	"treatment"
162	311.8441669	"PHLC153_P6.602.A2"	"Vinorelbine+ Cisplatin"	"PHLC153_P6"	"treatment"
166	299.4394109	"PHLC153_P6.602.A2"	"Vinorelbine+ Cisplatin"	"PHLC153_P6"	"treatment"
169	277.2419785	"PHLC153_P6.602.A2"	"Vinorelbine+ Cisplatin"	"PHLC153_P6"	"treatment"
172	327.1424	"PHLC153_P6.602.A2"	"Vinorelbine+ Cisplatin"	"PHLC153_P6"	"treatment"
175	257.3222652	"PHLC153_P6.602.A2"	"Vinorelbine+ Cisplatin"	"PHLC153_P6"	"treatment"
180	311.6324104	"PHLC153_P6.602.A2"	"Vinorelbine+ Cisplatin"	"PHLC153_P6"	"treatment"
183	223.257255	"PHLC153_P6.602.A2"	"Vinorelbine+ Cisplatin"	"PHLC153_P6"	"treatment"
187	246.8583936	"PHLC153_P6.602.A2"	"Vinorelbine+ Cisplatin"	"PHLC153_P6"	"treatment"
190	293.2712931	"PHLC153_P6.602.A2"	"Vinorelbine+ Cisplatin"	"PHLC153_P6"	"treatment"
194	311.7170118	"PHLC153_P6.602.A2"	"Vinorelbine+ Cisplatin"	"PHLC153_P6"	"treatment"
197	299.926197	"PHLC153_P6.602.A2"	"Vinorelbine+ Cisplatin"	"PHLC153_P6"	"treatment"
201	264.925558	"PHLC153_P6.602.A2"	"Vinorelbine+ Cisplatin"	"PHLC153_P6"	"treatment"
204	258.466572	"PHLC153_P6.602.A2"	"Vinorelbine+ Cisplatin"	"PHLC153_P6"	"treatment"
208	337.484511	"PHLC153_P6.602.A2"	"Vinorelbine+ Cisplatin"	"PHLC153_P6"	"treatment"
211	322.3016243	"PHLC153_P6.602.A2"	"Vinorelbine+ Cisplatin"	"PHLC153_P6"	"treatment"
215	329.5034226	"PHLC153_P6.602.A2"	"Vinorelbine+ Cisplatin"	"PHLC153_P6"	"treatment"
218	328.885648	"PHLC153_P6.602.A2"	"Vinorelbine+ Cisplatin"	"PHLC153_P6"	"treatment"
222	345.9077003	"PHLC153_P6.602.A2"	"Vinorelbine+ Cisplatin"	"PHLC153_P6"	"treatment"
225	341.055	"PHLC153_P6.602.A2"	"Vinorelbine+ Cisplatin"	"PHLC153_P6"	"treatment"
229	340.1663008	"PHLC153_P6.602.A2"	"Vinorelbine+ Cisplatin"	"PHLC153_P6"	"treatment"
232	349.9437854	"PHLC153_P6.602.A2"	"Vinorelbine+ Cisplatin"	"PHLC153_P6"	"treatment"
236	372.5750059	"PHLC153_P6.602.A2"	"Vinorelbine+ Cisplatin"	"PHLC153_P6"	"treatment"
239	415.2191098	"PHLC153_P6.602.A2"	"Vinorelbine+ Cisplatin"	"PHLC153_P6"	"treatment"
243	453.049376	"PHLC153_P6.602.A2"	"Vinorelbine+ Cisplatin"	"PHLC153_P6"	"treatment"
0	67.44716784	"PHLC153_P6.603.A3"	"Vinorelbine+ Cisplatin"	"PHLC153_P6"	"treatment"
8	54.78228288	"PHLC153_P6.603.A3"	"Vinorelbine+ Cisplatin"	"PHLC153_P6"	"treatment"
15	40.19659904	"PHLC153_P6.603.A3"	"Vinorelbine+ Cisplatin"	"PHLC153_P6"	"treatment"
22	47.624148	"PHLC153_P6.603.A3"	"Vinorelbine+ Cisplatin"	"PHLC153_P6"	"treatment"
