"","batch.id","model.id","type"
"1818","X-1298.paclitaxel","X.1298.pael","treatment"
"1819","X-1298.tamoxifen","X.1298.uned","control"
"1820","X-1298.tamoxifen","X.1298.taen","treatment"
"1821","X-1298.trastuzumab","X.1298.uned","control"
"1822","X-1298.trastuzumab","X.1298.trab","treatment"
"1823","X-129.BGJ398","X.129.uned","control"
"1824","X-129.BGJ398","X.129.BG98","treatment"
"1825","X-129.binimetinib","X.129.uned","control"
"1826","X-129.binimetinib","X.129.biib","treatment"
"1827","X-129.BKM120","X.129.uned","control"
"1828","X-129.BKM120","X.129.BK20","treatment"
"1829","X-129.BYL719","X.129.uned","control"
"1830","X-129.BYL719","X.129.BY19","treatment"
"1831","X-129.BYL719 + HSP990","X.129.uned","control"
"1832","X-129.BYL719 + HSP990","X.129.BY19.HS90","treatment"
"1833","X-129.BYL719 + LJM716","X.129.uned","control"
"1834","X-129.BYL719 + LJM716","X.129.BY19.LJ16","treatment"
"1835","X-129.CLR457","X.129.uned","control"
"1836","X-129.CLR457","X.129.CL57","treatment"
"1837","X-129.everolimus","X.129.uned","control"
"1838","X-129.everolimus","X.129.evus","treatment"
"1839","X-129.figitumumab","X.129.uned","control"
"1840","X-129.figitumumab","X.129.fiab","treatment"
"1841","X-129.HDM201","X.129.uned","control"
"1842","X-129.HDM201","X.129.HD01","treatment"
"1843","X-129.HSP990","X.129.uned","control"
"1844","X-129.HSP990","X.129.HS90","treatment"
"1845","X-129.INC280","X.129.uned","control"
"1846","X-129.INC280","X.129.IN80","treatment"
"1847","X-129.INC280 + trastuzumab","X.129.uned","control"
"1848","X-129.INC280 + trastuzumab","X.129.IN80.trab","treatment"
"1849","X-129.LEE011","X.129.uned","control"
"1850","X-129.LEE011","X.129.LE11","treatment"
"1851","X-129.LEE011 + everolimus","X.129.uned","control"
"1852","X-129.LEE011 + everolimus","X.129.LE11.evus","treatment"
"1853","X-129.LJM716","X.129.uned","control"
"1854","X-129.LJM716","X.129.LJ16","treatment"
"1855","X-129.LJM716 + trastuzumab","X.129.uned","control"
"1856","X-129.LJM716 + trastuzumab","X.129.LJ16.trab","treatment"
"1857","X-129.LLM871","X.129.uned","control"
"1858","X-129.LLM871","X.129.LL71","treatment"
"1859","X-129.trastuzumab","X.129.uned","control"
"1860","X-129.trastuzumab","X.129.trab","treatment"
"1861","X-1303.5FU","X.1303.uned","control"
"1862","X-1303.5FU","X.1303.5FFU","treatment"
"1863","X-1303.binimetinib","X.1303.uned","control"
"1864","X-1303.binimetinib","X.1303.biib","treatment"
"1865","X-1303.BKM120","X.1303.uned","control"
"1866","X-1303.BKM120","X.1303.BK20","treatment"
"1867","X-1303.BYL719","X.1303.uned","control"
"1868","X-1303.BYL719","X.1303.BY19","treatment"
"1869","X-1303.BYL719 + binimetinib","X.1303.uned","control"
"1870","X-1303.BYL719 + binimetinib","X.1303.BY19.biib","treatment"
"1871","X-1303.BYL719 + cetuximab","X.1303.uned","control"
"1872","X-1303.BYL719 + cetuximab","X.1303.BY19.ceab","treatment"
"1873","X-1303.BYL719 + cetuximab + encorafenib","X.1303.uned","control"
"1874","X-1303.BYL719 + cetuximab + encorafenib","X.1303.BY19.ceab.enib","treatment"
"1875","X-1303.BYL719 + LJM716","X.1303.uned","control"
"1876","X-1303.BYL719 + LJM716","X.1303.BY19.LJ16","treatment"
"1877","X-1303.cetuximab","X.1303.uned","control"
"1878","X-1303.cetuximab","X.1303.ceab","treatment"
"1879","X-1303.cetuximab + encorafenib","X.1303.uned","control"
"1880","X-1303.cetuximab + encorafenib","X.1303.ceab.enib","treatment"
"1881","X-1303.CGM097","X.1303.uned","control"
"1882","X-1303.CGM097","X.1303.CG97","treatment"
"1883","X-1303.CKX620","X.1303.uned","control"
"1884","X-1303.CKX620","X.1303.CK20","treatment"
"1885","X-1303.CLR457","X.1303.uned","control"
"1886","X-1303.CLR457","X.1303.CL57","treatment"
"1887","X-1303.encorafenib","X.1303.uned","control"
"1888","X-1303.encorafenib","X.1303.enib","treatment"
"1889","X-1303.HDM201","X.1303.uned","control"
"1890","X-1303.HDM201","X.1303.HD01","treatment"
"1891","X-1303.LEE011","X.1303.uned","control"
"1892","X-1303.LEE011","X.1303.LE11","treatment"
"1893","X-1303.LFW527 + binimetinib","X.1303.uned","control"
"1894","X-1303.LFW527 + binimetinib","X.1303.LF27.biib","treatment"
"1895","X-1303.LJC049","X.1303.uned","control"
"1896","X-1303.LJC049","X.1303.LJ49","treatment"
"1897","X-1303.LKA136","X.1303.uned","control"
"1898","X-1303.LKA136","X.1303.LK36","treatment"
"1899","X-1310.LFW527 + binimetinib","X.1310.LF27.biib","treatment"
"1900","X-1317.binimetinib","X.1317.uned","control"
"1901","X-1317.binimetinib","X.1317.biib","treatment"
"1902","X-1317.binimetinib-3.5mpk","X.1317.uned","control"
"1903","X-1317.binimetinib-3.5mpk","X.1317.bipk","treatment"
"1904","X-1317.BKM120 + binimetinib","X.1317.uned","control"
"1905","X-1317.BKM120 + binimetinib","X.1317.BK20.biib","treatment"
"1906","X-1317.BKM120 + LDE225","X.1317.uned","control"
"1907","X-1317.BKM120 + LDE225","X.1317.BK20.LD25","treatment"
"1908","X-1317.figitumumab","X.1317.uned","control"
"1909","X-1317.figitumumab","X.1317.fiab","treatment"
"1910","X-1317.gemcitabine-50mpk","X.1317.uned","control"
"1911","X-1317.gemcitabine-50mpk","X.1317.gepk","treatment"
"1912","X-1317.INC424 + binimetinib","X.1317.uned","control"
"1913","X-1317.INC424 + binimetinib","X.1317.IN24.biib","treatment"
"1914","X-1317.LEE011","X.1317.uned","control"
"1915","X-1317.LEE011","X.1317.LE11","treatment"
"1916","X-131.BGJ398","X.131.BG98","treatment"
"1917","X-131.binimetinib","X.131.biib","treatment"
"1918","X-131.BKM120","X.131.BK20","treatment"
"1919","X-131.BYL719","X.131.BY19","treatment"
"1920","X-131.BYL719 + HSP990","X.131.BY19.HS90","treatment"
"1921","X-131.BYL719 + LJM716","X.131.BY19.LJ16","treatment"
"1922","X-131.CLR457","X.131.CL57","treatment"
"1923","X-131.everolimus","X.131.evus","treatment"
"1924","X-131.figitumumab","X.131.fiab","treatment"
"1925","X-131.HDM201","X.131.HD01","treatment"
"1926","X-131.HSP990","X.131.HS90","treatment"
"1927","X-131.INC280","X.131.IN80","treatment"
"1928","X-131.INC280 + trastuzumab","X.131.IN80.trab","treatment"
"1929","X-131.LEE011","X.131.LE11","treatment"
"1930","X-131.LEE011 + everolimus","X.131.LE11.evus","treatment"
"1931","X-131.LJM716","X.131.LJ16","treatment"
"1932","X-131.LJM716 + trastuzumab","X.131.LJ16.trab","treatment"
"1933","X-131.LLM871","X.131.LL71","treatment"
"1934","X-131.trastuzumab","X.131.trab","treatment"
"1935","X-1323.BGJ398","X.1323.uned","control"
"1936","X-1323.BGJ398","X.1323.BG98","treatment"
"1937","X-1323.binimetinib","X.1323.uned","control"
"1938","X-1323.binimetinib","X.1323.biib","treatment"
"1939","X-1323.BKM120","X.1323.uned","control"
"1940","X-1323.BKM120","X.1323.BK20","treatment"
"1941","X-1323.BKM120 + binimetinib","X.1323.uned","control"
"1942","X-1323.BKM120 + binimetinib","X.1323.BK20.biib","treatment"
"1943","X-1323.BYL719","X.1323.uned","control"
"1944","X-1323.BYL719","X.1323.BY19","treatment"
"1945","X-1323.BYL719 + LGH447","X.1323.uned","control"
"1946","X-1323.BYL719 + LGH447","X.1323.BY19.LG47","treatment"
"1947","X-1323.BYL719 + LJM716","X.1323.uned","control"
"1948","X-1323.BYL719 + LJM716","X.1323.BY19.LJ16","treatment"
"1949","X-1323.cetuximab","X.1323.uned","control"
"1950","X-1323.cetuximab","X.1323.ceab","treatment"
"1951","X-1323.CGM097","X.1323.uned","control"
"1952","X-1323.CGM097","X.1323.CG97","treatment"
"1953","X-1323.CKX620","X.1323.uned","control"
"1954","X-1323.CKX620","X.1323.CK20","treatment"
"1955","X-1323.CLR457","X.1323.uned","control"
"1956","X-1323.CLR457","X.1323.CL57","treatment"
"1957","X-1323.erlotinib","X.1323.uned","control"
"1958","X-1323.erlotinib","X.1323.erib","treatment"
"1959","X-1323.HDM201","X.1323.uned","control"
"1960","X-1323.HDM201","X.1323.HD01","treatment"
"1961","X-1323.HSP990","X.1323.uned","control"
"1962","X-1323.HSP990","X.1323.HS90","treatment"
"1963","X-1323.INC280","X.1323.uned","control"
"1964","X-1323.INC280","X.1323.IN80","treatment"
"1965","X-1323.LCL161 + paclitaxel","X.1323.uned","control"
"1966","X-1323.LCL161 + paclitaxel","X.1323.LC61.pael","treatment"
"1967","X-1323.LEE011","X.1323.uned","control"
"1968","X-1323.LEE011","X.1323.LE11","treatment"
"1969","X-1323.LFW527 + binimetinib","X.1323.uned","control"
"1970","X-1323.LFW527 + binimetinib","X.1323.LF27.biib","treatment"
"1971","X-1323.LGH447","X.1323.uned","control"
"1972","X-1323.LGH447","X.1323.LG47","treatment"
"1973","X-1323.LLM871","X.1323.uned","control"
"1974","X-1323.LLM871","X.1323.LL71","treatment"
"1975","X-1323.paclitaxel","X.1323.uned","control"
"1976","X-1323.paclitaxel","X.1323.pael","treatment"
"1977","X-1329.5FU","X.1329.uned","control"
"1978","X-1329.5FU","X.1329.5FFU","treatment"
"1979","X-1329.binimetinib","X.1329.uned","control"
"1980","X-1329.binimetinib","X.1329.biib","treatment"
"1981","X-1329.BKM120","X.1329.uned","control"
"1982","X-1329.BKM120","X.1329.BK20","treatment"
"1983","X-1329.BKM120 + LJC049","X.1329.uned","control"
"1984","X-1329.BKM120 + LJC049","X.1329.BK20.LJ49","treatment"
"1985","X-1329.BYL719","X.1329.uned","control"
"1986","X-1329.BYL719","X.1329.BY19","treatment"
"1987","X-1329.BYL719 + binimetinib","X.1329.uned","control"
"1988","X-1329.BYL719 + binimetinib","X.1329.BY19.biib","treatment"
"1989","X-1329.BYL719 + cetuximab","X.1329.uned","control"
"1990","X-1329.BYL719 + cetuximab","X.1329.BY19.ceab","treatment"
"1991","X-1329.BYL719 + cetuximab + encorafenib","X.1329.uned","control"
"1992","X-1329.BYL719 + cetuximab + encorafenib","X.1329.BY19.ceab.enib","treatment"
"1993","X-1329.BYL719 + encorafenib","X.1329.uned","control"
"1994","X-1329.BYL719 + encorafenib","X.1329.BY19.enib","treatment"
"1995","X-1329.BYL719 + LJM716","X.1329.uned","control"
"1996","X-1329.BYL719 + LJM716","X.1329.BY19.LJ16","treatment"
"1997","X-1329.cetuximab","X.1329.uned","control"
"1998","X-1329.cetuximab","X.1329.ceab","treatment"
"1999","X-1329.cetuximab + encorafenib","X.1329.uned","control"
"2000","X-1329.cetuximab + encorafenib","X.1329.ceab.enib","treatment"
"2001","X-1329.CGM097","X.1329.uned","control"
"2002","X-1329.CGM097","X.1329.CG97","treatment"
"2003","X-1329.CKX620","X.1329.uned","control"
"2004","X-1329.CKX620","X.1329.CK20","treatment"
"2005","X-1329.CLR457","X.1329.uned","control"
"2006","X-1329.CLR457","X.1329.CL57","treatment"
"2007","X-1329.encorafenib","X.1329.uned","control"
"2008","X-1329.encorafenib","X.1329.enib","treatment"
"2009","X-1329.HDM201","X.1329.uned","control"
"2010","X-1329.HDM201","X.1329.HD01","treatment"
"2011","X-1329.LEE011","X.1329.uned","control"
"2012","X-1329.LEE011","X.1329.LE11","treatment"
"2013","X-1329.LFW527 + binimetinib","X.1329.uned","control"
"2014","X-1329.LFW527 + binimetinib","X.1329.LF27.biib","treatment"
"2015","X-1329.LJC049","X.1329.uned","control"
"2016","X-1329.LJC049","X.1329.LJ49","treatment"
"2017","X-1329.LKA136","X.1329.uned","control"
"2018","X-1329.LKA136","X.1329.LK36","treatment"
"2019","X-1333.LFW527 + binimetinib","X.1333.LF27.biib","treatment"
"2020","X-1349.LFW527 + everolimus","X.1349.LF27.evus","treatment"
"2021","X-135.BYL719","X.135.uned","control"
"2022","X-135.BYL719","X.135.BY19","treatment"
"2023","X-135.BYL719 + HSP990","X.135.uned","control"
"2024","X-135.BYL719 + HSP990","X.135.BY19.HS90","treatment"
"2025","X-135.BYL719 + LJM716","X.135.uned","control"
"2026","X-135.BYL719 + LJM716","X.135.BY19.LJ16","treatment"
"2027","X-135.everolimus","X.135.uned","control"
"2028","X-135.everolimus","X.135.evus","treatment"
"2029","X-135.HSP990","X.135.uned","control"
"2030","X-135.HSP990","X.135.HS90","treatment"
"2031","X-135.LEE011","X.135.uned","control"
"2032","X-135.LEE011","X.135.LE11","treatment"
"2033","X-135.LEE011 + everolimus","X.135.uned","control"
"2034","X-135.LEE011 + everolimus","X.135.LE11.evus","treatment"
"2035","X-135.LJM716","X.135.uned","control"
"2036","X-135.LJM716","X.135.LJ16","treatment"
"2037","X-1362.abraxane","X.1362.uned","control"
"2038","X-1362.abraxane","X.1362.abne","treatment"
"2039","X-1362.binimetinib","X.1362.uned","control"
"2040","X-1362.binimetinib","X.1362.biib","treatment"
"2041","X-1362.binimetinib-3.5mpk","X.1362.uned","control"
"2042","X-1362.binimetinib-3.5mpk","X.1362.bipk","treatment"
"2043","X-1362.BKM120","X.1362.uned","control"
"2044","X-1362.BKM120","X.1362.BK20","treatment"
"2045","X-1362.BKM120 + binimetinib","X.1362.uned","control"
"2046","X-1362.BKM120 + binimetinib","X.1362.BK20.biib","treatment"
"2047","X-1362.BKM120 + LDE225","X.1362.uned","control"
"2048","X-1362.BKM120 + LDE225","X.1362.BK20.LD25","treatment"
"2049","X-1362.BYL719","X.1362.uned","control"
"2050","X-1362.BYL719","X.1362.BY19","treatment"
"2051","X-1362.BYL719 + LJM716","X.1362.uned","control"
"2052","X-1362.BYL719 + LJM716","X.1362.BY19.LJ16","treatment"
"2053","X-1362.CLR457","X.1362.uned","control"
"2054","X-1362.CLR457","X.1362.CL57","treatment"
"2055","X-1362.figitumumab","X.1362.uned","control"
"2056","X-1362.figitumumab","X.1362.fiab","treatment"
"2057","X-1362.figitumumab + binimetinib","X.1362.uned","control"
"2058","X-1362.figitumumab + binimetinib","X.1362.fiab.biib","treatment"
"2059","X-1362.gemcitabine-50mpk","X.1362.uned","control"
"2060","X-1362.gemcitabine-50mpk","X.1362.gepk","treatment"
"2061","X-1362.HDM201","X.1362.uned","control"
"2062","X-1362.HDM201","X.1362.HD01","treatment"
"2063","X-1362.INC424","X.1362.uned","control"
"2064","X-1362.INC424","X.1362.IN24","treatment"
"2065","X-1362.INC424 + binimetinib","X.1362.uned","control"
"2066","X-1362.INC424 + binimetinib","X.1362.IN24.biib","treatment"
"2067","X-1362.LEE011","X.1362.uned","control"
"2068","X-1362.LEE011","X.1362.LE11","treatment"
"2069","X-1362.LKA136","X.1362.uned","control"
"2070","X-1362.LKA136","X.1362.LK36","treatment"
"2071","X-1362.trametinib","X.1362.uned","control"
"2072","X-1362.trametinib","X.1362.trib","treatment"
"2073","X-1362.WNT974","X.1362.uned","control"
"2074","X-1362.WNT974","X.1362.WN74","treatment"
"2075","X-136.BYL719","X.136.uned","control"
"2076","X-136.BYL719","X.136.BY19","treatment"
"2077","X-136.BYL719 + HSP990","X.136.uned","control"
"2078","X-136.BYL719 + HSP990","X.136.BY19.HS90","treatment"
"2079","X-136.BYL719 + LJM716","X.136.uned","control"
"2080","X-136.BYL719 + LJM716","X.136.BY19.LJ16","treatment"
"2081","X-136.everolimus","X.136.uned","control"
"2082","X-136.everolimus","X.136.evus","treatment"
"2083","X-136.HSP990","X.136.uned","control"
"2084","X-136.HSP990","X.136.HS90","treatment"
"2085","X-136.LEE011","X.136.uned","control"
"2086","X-136.LEE011","X.136.LE11","treatment"
"2087","X-136.LEE011 + everolimus","X.136.uned","control"
"2088","X-136.LEE011 + everolimus","X.136.LE11.evus","treatment"
"2089","X-136.LJM716","X.136.uned","control"
"2090","X-136.LJM716","X.136.LJ16","treatment"
"2091","X-1371.BGJ398","X.1371.uned","control"
"2092","X-1371.BGJ398","X.1371.BG98","treatment"
"2093","X-1371.binimetinib","X.1371.uned","control"
"2094","X-1371.binimetinib","X.1371.biib","treatment"
"2095","X-1371.BKM120","X.1371.uned","control"
"2096","X-1371.BKM120","X.1371.BK20","treatment"
"2097","X-1371.BYL719","X.1371.uned","control"
"2098","X-1371.BYL719","X.1371.BY19","treatment"
"2099","X-1371.BYL719 + LEE011","X.1371.uned","control"
"2100","X-1371.BYL719 + LEE011","X.1371.BY19.LE11","treatment"
"2101","X-1371.BYL719 + LJM716","X.1371.uned","control"
"2102","X-1371.BYL719 + LJM716","X.1371.BY19.LJ16","treatment"
"2103","X-1371.CGM097","X.1371.uned","control"
"2104","X-1371.CGM097","X.1371.CG97","treatment"
"2105","X-1371.CLR457","X.1371.uned","control"
"2106","X-1371.CLR457","X.1371.CL57","treatment"
"2107","X-1371.HDM201","X.1371.uned","control"
"2108","X-1371.HDM201","X.1371.HD01","treatment"
"2109","X-1371.INC424","X.1371.uned","control"
"2110","X-1371.INC424","X.1371.IN24","treatment"
"2111","X-1371.LEE011","X.1371.uned","control"
"2112","X-1371.LEE011","X.1371.LE11","treatment"
"2113","X-1371.LFA102","X.1371.uned","control"
"2114","X-1371.LFA102","X.1371.LF02","treatment"
"2115","X-1371.LFW527 + everolimus","X.1371.uned","control"
"2116","X-1371.LFW527 + everolimus","X.1371.LF27.evus","treatment"
"2117","X-1371.LJM716","X.1371.uned","control"
"2118","X-1371.LJM716","X.1371.LJ16","treatment"
"2119","X-1371.LJM716 + trastuzumab","X.1371.uned","control"
"2120","X-1371.LJM716 + trastuzumab","X.1371.LJ16.trab","treatment"
"2121","X-1371.LKA136","X.1371.uned","control"
"2122","X-1371.LKA136","X.1371.LK36","treatment"
"2123","X-1371.LLM871","X.1371.uned","control"
"2124","X-1371.LLM871","X.1371.LL71","treatment"
"2125","X-1371.paclitaxel","X.1371.uned","control"
"2126","X-1371.paclitaxel","X.1371.pael","treatment"
"2127","X-1371.tamoxifen","X.1371.uned","control"
"2128","X-1371.tamoxifen","X.1371.taen","treatment"
"2129","X-1371.trastuzumab","X.1371.uned","control"
"2130","X-1371.trastuzumab","X.1371.trab","treatment"
"2131","X-137.BYL719","X.137.uned","control"
"2132","X-137.BYL719","X.137.BY19","treatment"
"2133","X-137.BYL719 + HSP990","X.137.uned","control"
"2134","X-137.BYL719 + HSP990","X.137.BY19.HS90","treatment"
"2135","X-137.BYL719 + LJM716","X.137.uned","control"
"2136","X-137.BYL719 + LJM716","X.137.BY19.LJ16","treatment"
"2137","X-137.everolimus","X.137.uned","control"
"2138","X-137.everolimus","X.137.evus","treatment"
"2139","X-137.HSP990","X.137.uned","control"
"2140","X-137.HSP990","X.137.HS90","treatment"
"2141","X-137.LEE011","X.137.uned","control"
"2142","X-137.LEE011","X.137.LE11","treatment"
"2143","X-137.LEE011 + everolimus","X.137.uned","control"
"2144","X-137.LEE011 + everolimus","X.137.LE11.evus","treatment"
"2145","X-137.LJM716","X.137.uned","control"
"2146","X-137.LJM716","X.137.LJ16","treatment"
"2147","X-1383.BGJ398","X.1383.uned","control"
"2148","X-1383.BGJ398","X.1383.BG98","treatment"
"2149","X-1383.binimetinib","X.1383.uned","control"
"2150","X-1383.binimetinib","X.1383.biib","treatment"
"2151","X-1383.BKM120","X.1383.uned","control"
"2152","X-1383.BKM120","X.1383.BK20","treatment"
"2153","X-1383.BYL719","X.1383.uned","control"
"2154","X-1383.BYL719","X.1383.BY19","treatment"
"2155","X-1383.BYL719 + LEE011","X.1383.uned","control"
"2156","X-1383.BYL719 + LEE011","X.1383.BY19.LE11","treatment"
"2157","X-1383.BYL719 + LJM716","X.1383.uned","control"
"2158","X-1383.BYL719 + LJM716","X.1383.BY19.LJ16","treatment"
"2159","X-1383.CGM097","X.1383.uned","control"
"2160","X-1383.CGM097","X.1383.CG97","treatment"
"2161","X-1383.CLR457","X.1383.uned","control"
"2162","X-1383.CLR457","X.1383.CL57","treatment"
"2163","X-1383.HDM201","X.1383.uned","control"
"2164","X-1383.HDM201","X.1383.HD01","treatment"
"2165","X-1383.INC424","X.1383.uned","control"
"2166","X-1383.INC424","X.1383.IN24","treatment"
"2167","X-1383.LEE011","X.1383.uned","control"
"2168","X-1383.LEE011","X.1383.LE11","treatment"
"2169","X-1383.LEE011 + everolimus","X.1383.uned","control"
"2170","X-1383.LEE011 + everolimus","X.1383.LE11.evus","treatment"
"2171","X-1383.LFA102","X.1383.uned","control"
"2172","X-1383.LFA102","X.1383.LF02","treatment"
"2173","X-1383.LFW527 + everolimus","X.1383.uned","control"
"2174","X-1383.LFW527 + everolimus","X.1383.LF27.evus","treatment"
"2175","X-1383.LJM716","X.1383.uned","control"
"2176","X-1383.LJM716","X.1383.LJ16","treatment"
"2177","X-1383.LJM716 + trastuzumab","X.1383.uned","control"
"2178","X-1383.LJM716 + trastuzumab","X.1383.LJ16.trab","treatment"
"2179","X-1383.LKA136","X.1383.uned","control"
"2180","X-1383.LKA136","X.1383.LK36","treatment"
"2181","X-1383.LLM871","X.1383.uned","control"
"2182","X-1383.LLM871","X.1383.LL71","treatment"
"2183","X-1383.paclitaxel","X.1383.uned","control"
"2184","X-1383.paclitaxel","X.1383.pael","treatment"
"2185","X-1383.tamoxifen","X.1383.uned","control"
"2186","X-1383.tamoxifen","X.1383.taen","treatment"
"2187","X-1383.trastuzumab","X.1383.uned","control"
"2188","X-1383.trastuzumab","X.1383.trab","treatment"
"2189","X-138.BGJ398","X.138.BG98","treatment"
"2190","X-138.binimetinib","X.138.biib","treatment"
"2191","X-138.BKM120","X.138.BK20","treatment"
"2192","X-138.BYL719","X.138.BY19","treatment"
"2193","X-138.BYL719 + HSP990","X.138.BY19.HS90","treatment"
"2194","X-138.BYL719 + LJM716","X.138.BY19.LJ16","treatment"
"2195","X-138.CLR457","X.138.CL57","treatment"
"2196","X-138.everolimus","X.138.evus","treatment"
"2197","X-138.figitumumab","X.138.fiab","treatment"
"2198","X-138.HDM201","X.138.HD01","treatment"
"2199","X-138.HSP990","X.138.HS90","treatment"
"2200","X-138.INC280","X.138.IN80","treatment"
"2201","X-138.INC280 + trastuzumab","X.138.IN80.trab","treatment"
"2202","X-138.LEE011","X.138.LE11","treatment"
"2203","X-138.LEE011 + everolimus","X.138.LE11.evus","treatment"
"2204","X-138.LJM716","X.138.LJ16","treatment"
"2205","X-138.LJM716 + trastuzumab","X.138.LJ16.trab","treatment"
"2206","X-138.LLM871","X.138.LL71","treatment"
"2207","X-138.trastuzumab","X.138.trab","treatment"
"2208","X-1402.LFW527 + binimetinib","X.1402.LF27.biib","treatment"
"2209","X-1407.BGJ398","X.1407.uned","control"
"2210","X-1407.BGJ398","X.1407.BG98","treatment"
"2211","X-1407.binimetinib","X.1407.uned","control"
"2212","X-1407.binimetinib","X.1407.biib","treatment"
"2213","X-1407.BKM120","X.1407.uned","control"
"2214","X-1407.BKM120","X.1407.BK20","treatment"
"2215","X-1407.BYL719","X.1407.uned","control"
"2216","X-1407.BYL719","X.1407.BY19","treatment"
"2217","X-1407.BYL719 + LEE011","X.1407.uned","control"
"2218","X-1407.BYL719 + LEE011","X.1407.BY19.LE11","treatment"
"2219","X-1407.BYL719 + LJM716","X.1407.uned","control"
"2220","X-1407.BYL719 + LJM716","X.1407.BY19.LJ16","treatment"
"2221","X-1407.CGM097","X.1407.uned","control"
"2222","X-1407.CGM097","X.1407.CG97","treatment"
"2223","X-1407.CLR457","X.1407.uned","control"
"2224","X-1407.CLR457","X.1407.CL57","treatment"
"2225","X-1407.HDM201","X.1407.uned","control"
"2226","X-1407.HDM201","X.1407.HD01","treatment"
"2227","X-1407.INC424","X.1407.uned","control"
"2228","X-1407.INC424","X.1407.IN24","treatment"
"2229","X-1407.LEE011","X.1407.uned","control"
"2230","X-1407.LEE011","X.1407.LE11","treatment"
"2231","X-1407.LEE011 + everolimus","X.1407.uned","control"
"2232","X-1407.LEE011 + everolimus","X.1407.LE11.evus","treatment"
"2233","X-1407.LFA102","X.1407.uned","control"
"2234","X-1407.LFA102","X.1407.LF02","treatment"
"2235","X-1407.LFW527 + everolimus","X.1407.uned","control"
"2236","X-1407.LFW527 + everolimus","X.1407.LF27.evus","treatment"
"2237","X-1407.LJM716","X.1407.uned","control"
"2238","X-1407.LJM716","X.1407.LJ16","treatment"
"2239","X-1407.LJM716 + trastuzumab","X.1407.uned","control"
"2240","X-1407.LJM716 + trastuzumab","X.1407.LJ16.trab","treatment"
"2241","X-1407.LKA136","X.1407.uned","control"
"2242","X-1407.LKA136","X.1407.LK36","treatment"
"2243","X-1407.LLM871","X.1407.uned","control"
"2244","X-1407.LLM871","X.1407.LL71","treatment"
"2245","X-1407.paclitaxel","X.1407.uned","control"
"2246","X-1407.paclitaxel","X.1407.pael","treatment"
"2247","X-1407.tamoxifen","X.1407.uned","control"
"2248","X-1407.tamoxifen","X.1407.taen","treatment"
"2249","X-1407.trastuzumab","X.1407.uned","control"
"2250","X-1407.trastuzumab","X.1407.trab","treatment"
"2251","X-141.BYL719","X.141.uned","control"
"2252","X-141.BYL719","X.141.BY19","treatment"
"2253","X-141.BYL719 + HSP990","X.141.uned","control"
"2254","X-141.BYL719 + HSP990","X.141.BY19.HS90","treatment"
"2255","X-141.BYL719 + LJM716","X.141.uned","control"
"2256","X-141.BYL719 + LJM716","X.141.BY19.LJ16","treatment"
"2257","X-141.everolimus","X.141.uned","control"
"2258","X-141.everolimus","X.141.evus","treatment"
"2259","X-141.HSP990","X.141.uned","control"
"2260","X-141.HSP990","X.141.HS90","treatment"
"2261","X-141.LEE011","X.141.uned","control"
"2262","X-141.LEE011","X.141.LE11","treatment"
"2263","X-141.LEE011 + everolimus","X.141.uned","control"
"2264","X-141.LEE011 + everolimus","X.141.LE11.evus","treatment"
"2265","X-141.LJM716","X.141.uned","control"
"2266","X-141.LJM716","X.141.LJ16","treatment"
"2267","X-142.BYL719","X.142.uned","control"
"2268","X-142.BYL719","X.142.BY19","treatment"
"2269","X-142.BYL719 + HSP990","X.142.uned","control"
"2270","X-142.BYL719 + HSP990","X.142.BY19.HS90","treatment"
"2271","X-142.BYL719 + LJM716","X.142.uned","control"
"2272","X-142.BYL719 + LJM716","X.142.BY19.LJ16","treatment"
"2273","X-142.everolimus","X.142.uned","control"
"2274","X-142.everolimus","X.142.evus","treatment"
"2275","X-142.HSP990","X.142.uned","control"
"2276","X-142.HSP990","X.142.HS90","treatment"
"2277","X-142.LEE011","X.142.uned","control"
"2278","X-142.LEE011","X.142.LE11","treatment"
"2279","X-142.LJM716","X.142.uned","control"
"2280","X-142.LJM716","X.142.LJ16","treatment"
"2281","X-1441.5FU","X.1441.uned","control"
"2282","X-1441.5FU","X.1441.5FFU","treatment"
"2283","X-1441.binimetinib","X.1441.uned","control"
"2284","X-1441.binimetinib","X.1441.biib","treatment"
"2285","X-1441.BKM120","X.1441.uned","control"
"2286","X-1441.BKM120","X.1441.BK20","treatment"
"2287","X-1441.BKM120 + LJC049","X.1441.uned","control"
"2288","X-1441.BKM120 + LJC049","X.1441.BK20.LJ49","treatment"
"2289","X-1441.BYL719","X.1441.uned","control"
"2290","X-1441.BYL719","X.1441.BY19","treatment"
"2291","X-1441.BYL719 + binimetinib","X.1441.uned","control"
"2292","X-1441.BYL719 + binimetinib","X.1441.BY19.biib","treatment"
"2293","X-1441.BYL719 + cetuximab","X.1441.uned","control"
"2294","X-1441.BYL719 + cetuximab","X.1441.BY19.ceab","treatment"
"2295","X-1441.BYL719 + cetuximab + encorafenib","X.1441.uned","control"
"2296","X-1441.BYL719 + cetuximab + encorafenib","X.1441.BY19.ceab.enib","treatment"
"2297","X-1441.BYL719 + encorafenib","X.1441.uned","control"
"2298","X-1441.BYL719 + encorafenib","X.1441.BY19.enib","treatment"
"2299","X-1441.BYL719 + LJM716","X.1441.uned","control"
"2300","X-1441.BYL719 + LJM716","X.1441.BY19.LJ16","treatment"
