id,drug_id,model_id,response_type,value
1402,38,86,,PD
1403,38,87,,SD
1404,38,88,,
1405,38,89,,
1406,38,90,,SD
1407,38,91,,PD
1408,38,92,,
1409,38,93,,
1410,38,94,,SD
1411,38,95,,PD
1412,38,96,,
1413,38,97,,SD
1414,38,98,,PD
1415,38,99,,PR
1416,38,100,,PD
1417,38,101,,
1418,38,102,,PD
1419,39,44,,SD
1420,39,45,,
1421,39,46,,
1422,39,47,,PD
1423,39,48,,SD
1424,39,49,,PD
1425,39,50,,PD
1426,39,51,,SD
1427,39,52,,
1428,39,53,,
1429,39,54,,
1430,39,55,,PD
1431,39,56,,PD
1432,39,57,,
1433,39,58,,
1434,39,59,,SD
1435,39,60,,
1436,39,61,,
1437,39,62,,SD
1438,39,63,,SD
1439,39,64,,SD
1440,39,65,,PD
1441,39,66,,SD
1442,39,67,,
1443,39,68,,SD
1444,39,69,,PR
1445,39,70,,PD
1446,39,71,,PR
1447,39,72,,SD
1448,39,73,,PD
1449,39,74,,SD
1450,39,75,,PD
1451,39,76,,
1452,39,77,,PD
1453,39,78,,PD
1454,39,79,,PD
1455,39,80,,
1456,39,81,,SD
1457,39,82,,SD
1458,39,83,,PD
1459,39,84,,PD
1460,39,85,,PD
1461,39,86,,PD
1462,39,87,,SD
1463,39,88,,
1464,39,89,,
1465,39,90,,PD
1466,39,91,,PD
1467,39,92,,
1468,39,93,,
1469,39,94,,PD
1470,39,95,,PD
1471,39,96,,
1472,39,97,,SD
1473,39,98,,SD
1474,39,99,,SD
1475,39,100,,PD
1476,39,101,,
1477,39,102,,SD
1478,22,44,,PR
1479,22,45,,
1480,22,46,,
1481,22,47,,SD
1482,22,48,,SD
1483,22,49,,PD
1484,22,50,,PD
1485,22,51,,SD
1486,22,52,,
1487,22,53,,
1488,22,54,,
1489,22,55,,PD
1490,22,56,,SD
1491,22,57,,SD
1492,22,58,,
1493,22,59,,PD
1494,22,60,,
1495,22,61,,
1496,22,62,,SD
1497,22,63,,SD
1498,22,64,,SD
1499,22,65,,SD
1500,22,66,,SD
1501,22,67,,
1502,22,68,,SD
1503,22,69,,SD
1504,22,70,,PD
1505,22,71,,
1506,22,72,,SD
1507,22,73,,PD
1508,22,74,,SD
1509,22,75,,SD
1510,22,76,,
1511,22,77,,SD
1512,22,78,,PR
1513,22,79,,SD
1514,22,80,,
1515,22,81,,SD
1516,22,82,,PR
1517,22,83,,SD
1518,22,84,,NA
1519,22,85,,PD
1520,22,86,,SD
1521,22,87,,SD
1522,22,88,,
1523,22,89,,
1524,22,90,,SD
1525,22,91,,PD
1526,22,92,,PD
1527,22,93,,
1528,22,94,,SD
1529,22,95,,SD
1530,22,96,,
1531,22,97,,PD
1532,22,98,,PD
1533,22,99,,PR
1534,22,100,,SD
1535,22,101,,
1536,22,102,,SD
1537,23,44,,SD
1538,23,45,,
1539,23,46,,
1540,23,47,,PD
1541,23,48,,PR
1542,23,49,,PD
1543,23,50,,PD
1544,23,51,,PD
1545,23,52,,
1546,23,53,,
1547,23,54,,
1548,23,55,,PD
1549,23,56,,SD
1550,23,57,,PR
1551,23,58,,
1552,23,59,,PD
1553,23,60,,
1554,23,61,,
1555,23,62,,SD
1556,23,63,,CR
1557,23,64,,SD
1558,23,65,,PR
1559,23,66,,PD
1560,23,67,,SD
1561,23,68,,SD
1562,23,69,,PD
1563,23,70,,PD
1564,23,71,,PD
1565,23,72,,SD
1566,23,73,,SD
1567,23,74,,PD
1568,23,75,,PD
1569,23,76,,
1570,23,77,,PD
1571,23,78,,SD
1572,23,79,,PD
1573,23,80,,
1574,23,81,,PD
1575,23,82,,SD
1576,23,83,,PD
1577,23,84,,PD
1578,23,85,,PD
1579,23,86,,PD
1580,23,87,,SD
1581,23,88,,CR
1582,23,89,,
1583,23,90,,PD
1584,23,91,,PD
1585,23,92,,
1586,23,93,,
1587,23,94,,SD
1588,23,95,,PD
1589,23,96,,
1590,23,97,,SD
1591,23,98,,PD
1592,23,99,,
1593,23,100,,PD
1594,23,101,,
1595,23,102,,PD
1596,40,44,,SD
1597,40,45,,
1598,40,46,,
1599,40,47,,PD
1600,40,48,,SD
1601,40,49,,PD
1602,40,50,,PD
1603,40,51,,PD
1604,40,52,,
1605,40,53,,
1606,40,54,,
1607,40,55,,PD
1608,40,56,,PD
1609,40,57,,SD
1610,40,58,,
1611,40,59,,PD
1612,40,60,,
1613,40,61,,
1614,40,62,,SD
1615,40,63,,PR
1616,40,64,,PD
1617,40,65,,PR
1618,40,66,,SD
1619,40,67,,
1620,40,68,,SD
1621,40,69,,SD
1622,40,70,,PD
1623,40,71,,SD
1624,40,72,,PD
1625,40,73,,NA
1626,40,74,,SD
1627,40,75,,PD
1628,40,76,,
1629,40,77,,PD
1630,40,78,,SD
1631,40,79,,PD
1632,40,80,,
1633,40,81,,SD
1634,40,82,,PR
1635,40,83,,PD
1636,40,84,,PD
1637,40,85,,PD
1638,40,86,,SD
1639,40,87,,SD
1640,40,88,,
1641,40,89,,
1642,40,90,,SD
1643,40,91,,PD
1644,40,92,,
1645,40,93,,
1646,40,94,,PD
1647,40,95,,PD
1648,40,96,,
1649,40,97,,SD
1650,40,98,,PD
1651,40,99,,PR
1652,40,100,,PD
1653,40,101,,
1654,40,102,,SD
1655,4,44,,PD
1656,4,45,,
1657,4,46,,
1658,4,47,,PD
1659,4,48,,SD
1660,4,49,,SD
1661,4,50,,PD
1662,4,51,,PD
1663,4,52,,
1664,4,53,,
1665,4,54,,
1666,4,55,,PD
1667,4,56,,PD
1668,4,57,,PD
1669,4,58,,
1670,4,59,,PD
1671,4,60,,
1672,4,61,,
1673,4,62,,PD
1674,4,63,,PD
1675,4,64,,PD
1676,4,65,,PD
1677,4,66,,
1678,4,67,,
1679,4,68,,SD
1680,4,69,,SD
1681,4,70,,PD
1682,4,71,,
1683,4,72,,
1684,4,73,,PD
1685,4,74,,SD
1686,4,75,,SD
1687,4,76,,
1688,4,77,,SD
1689,4,78,,PD
1690,4,79,,PD
1691,4,80,,
1692,4,81,,SD
1693,4,82,,PD
1694,4,83,,PD
1695,4,84,,PD
1696,4,85,,PD
1697,4,86,,PD
1698,4,87,,SD
1699,4,88,,
1700,4,89,,
1701,4,90,,SD
1702,4,91,,NA
1703,4,92,,
1704,4,93,,
1705,4,94,,PD
1706,4,95,,SD
1707,4,96,,
1708,4,97,,SD
1709,4,98,,PD
1710,4,99,,PD
1711,4,100,,SD
1712,4,101,,
1713,4,102,,PD
1714,24,44,,SD
1715,24,45,,
1716,24,46,,
1717,24,47,,PD
1718,24,48,,SD
1719,24,49,,PD
1720,24,50,,SD
1721,24,51,,SD
1722,24,52,,
1723,24,53,,
1724,24,54,,
1725,24,55,,SD
1726,24,56,,PD
1727,24,57,,SD
1728,24,58,,
1729,24,59,,SD
1730,24,60,,
1731,24,61,,
1732,24,62,,PR
1733,24,63,,SD
1734,24,64,,SD
1735,24,65,,SD
1736,24,66,,SD
1737,24,67,,
1738,24,68,,SD
1739,24,69,,SD
1740,24,70,,PD
1741,24,71,,
1742,24,72,,SD
1743,24,73,,SD
1744,24,74,,SD
1745,24,75,,SD
1746,24,76,,
1747,24,77,,SD
1748,24,78,,SD
1749,24,79,,PD
1750,24,80,,
1751,24,81,,SD
1752,24,82,,PR
1753,24,83,,SD
1754,24,84,,SD
1755,24,85,,SD
1756,24,86,,NA
1757,24,87,,SD
1758,24,88,,
1759,24,89,,
1760,24,90,,SD
1761,24,91,,SD
1762,24,92,,
1763,24,93,,
1764,24,94,,PD
1765,24,95,,PD
1766,24,96,,
1767,24,97,,SD
1768,24,98,,PD
1769,24,99,,PD
1770,24,100,,NA
1771,24,101,,
1772,24,102,,SD
1773,5,44,,SD
1774,5,45,,
1775,5,46,,
1776,5,47,,PD
1777,5,48,,SD
1778,5,49,,PD
1779,5,50,,PD
1780,5,51,,SD
1781,5,52,,
1782,5,53,,
1783,5,54,,
1784,5,55,,SD
1785,5,56,,PD
1786,5,57,,PD
1787,5,58,,
1788,5,59,,PD
1789,5,60,,
1790,5,61,,
1791,5,62,,SD
1792,5,63,,SD
1793,5,64,,SD
1794,5,65,,PR
1795,5,66,,SD
1796,5,67,,SD
1797,5,68,,
1798,5,69,,SD
1799,5,70,,PD
1800,5,71,,PD
1801,5,72,,SD
1802,5,73,,SD
1803,5,74,,SD
1804,5,75,,SD
1805,5,76,,
1806,5,77,,SD
1807,5,78,,SD
1808,5,79,,PD
1809,5,80,,
1810,5,81,,SD
1811,5,82,,PR
1812,5,83,,SD
1813,5,84,,PD
1814,5,85,,SD
1815,5,86,,SD
1816,5,87,,SD
1817,5,88,,
1818,5,89,,
1819,5,90,,SD
1820,5,91,,PD
1821,5,92,,PD
1822,5,93,,
1823,5,94,,SD
1824,5,95,,SD
1825,5,96,,
1826,5,97,,SD
1827,5,98,,SD
1828,5,99,,SD
1829,5,100,,SD
1830,5,101,,
1831,5,102,,SD
1832,7,44,,SD
1833,7,45,,
1834,7,46,,
1835,7,47,,PD
1836,7,48,,PD
1837,7,49,,PD
1838,7,50,,PD
1839,7,51,,PD
1840,7,52,,
1841,7,53,,
1842,7,54,,
1843,7,55,,PD
1844,7,56,,PD
1845,7,57,,PD
1846,7,58,,
1847,7,59,,SD
1848,7,60,,
1849,7,61,,
1850,7,62,,PD
1851,7,63,,PD
1852,7,64,,SD
1853,7,65,,PD
1854,7,66,,PD
1855,7,67,,SD
1856,7,68,,SD
1857,7,69,,SD
1858,7,70,,NA
1859,7,71,,PD
1860,7,72,,PD
1861,7,73,,PD
1862,7,74,,SD
1863,7,75,,SD
1864,7,76,,
1865,7,77,,PD
1866,7,78,,PD
1867,7,79,,PD
1868,7,80,,
1869,7,81,,PD
1870,7,82,,SD
1871,7,83,,PD
1872,7,84,,PD
1873,7,85,,PD
1874,7,86,,PD
1875,7,87,,SD
1876,7,88,,
1877,7,89,,
1878,7,90,,PD
1879,7,91,,NA
1880,7,92,,
1881,7,93,,
1882,7,94,,PD
1883,7,95,,PD
1884,7,96,,
1885,7,97,,PD
1886,7,98,,PD
1887,7,99,,PD
1888,7,100,,SD
1889,7,101,,
1890,7,102,,SD
1891,26,44,,PD
1892,26,45,,
1893,26,46,,
1894,26,47,,PD
1895,26,48,,PD
1896,26,49,,PD
1897,26,50,,SD
1898,26,51,,SD
1899,26,52,,
1900,26,53,,
1901,26,54,,
1902,26,55,,PD
1903,26,56,,PD
1904,26,57,,PD
1905,26,58,,
1906,26,59,,PD
1907,26,60,,
1908,26,61,,
1909,26,62,,SD
1910,26,63,,PD
1911,26,64,,SD
1912,26,65,,PD
1913,26,66,,SD
1914,26,67,,
1915,26,68,,PD
1916,26,69,,SD
1917,26,70,,PD
1918,26,71,,
1919,26,72,,SD
1920,26,73,,SD
1921,26,74,,PD
1922,26,75,,PD
1923,26,76,,
1924,26,77,,PD
1925,26,78,,PD
1926,26,79,,PD
1927,26,80,,
1928,26,81,,SD
1929,26,82,,PD
1930,26,83,,PD
1931,26,84,,SD
1932,26,85,,PD
1933,26,86,,PD
1934,26,87,,SD
1935,26,88,,
1936,26,89,,
1937,26,90,,PD
1938,26,91,,PD
1939,26,92,,PD
1940,26,93,,
1941,26,94,,PD
1942,26,95,,SD
1943,26,96,,
1944,26,97,,PD
1945,26,98,,SD
1946,26,99,,PD
1947,26,100,,PD
1948,26,101,,
1949,26,102,,PD
1950,11,44,,SD
1951,11,45,,
1952,11,46,,
1953,11,47,,NA
1954,11,48,,SD
1955,11,49,,SD
1956,11,50,,PD
1957,11,51,,PD
1958,11,52,,
1959,11,53,,
1960,11,54,,
1961,11,55,,SD
1962,11,56,,PD
1963,11,57,,SD
1964,11,58,,
1965,11,59,,PD
1966,11,60,,
1967,11,61,,
1968,11,62,,SD
1969,11,63,,SD
1970,11,64,,SD
1971,11,65,,SD
1972,11,66,,SD
1973,11,67,,SD
1974,11,68,,SD
1975,11,69,,PD
1976,11,70,,PD
1977,11,71,,SD
1978,11,72,,SD
1979,11,73,,PD
1980,11,74,,SD
1981,11,75,,SD
1982,11,76,,
1983,11,77,,SD
1984,11,78,,PD
1985,11,79,,PD
1986,11,80,,
1987,11,81,,SD
1988,11,82,,SD
1989,11,83,,PD
1990,11,84,,PD
1991,11,85,,SD
1992,11,86,,PD
1993,11,87,,SD
1994,11,88,,
1995,11,89,,
1996,11,90,,SD
1997,11,91,,SD
1998,11,92,,PD
1999,11,93,,
2000,11,94,,PD
2001,11,95,,SD
2002,11,96,,
2003,11,97,,SD
2004,11,98,,PD
2005,11,99,,SD
2006,11,100,,PD
2007,11,101,,
2008,11,102,,SD
2009,30,44,,PR
2010,30,45,,SD
2011,30,46,,SD
2012,30,47,,
2013,30,48,,SD
2014,30,49,,PD
2015,30,50,,PD
2016,30,51,,
2017,30,52,,PD
2018,30,53,,PD
2019,30,54,,PD
2020,30,55,,
2021,30,56,,PD
2022,30,57,,SD
2023,30,58,,PD
2024,30,59,,SD
2025,30,60,,PD
2026,30,61,,PD
2027,30,62,,
2028,30,63,,SD
2029,30,64,,
2030,30,65,,SD
2031,30,66,,
2032,30,67,,
2033,30,68,,SD
2034,30,69,,SD
2035,30,70,,PD
2036,30,71,,PD
2037,30,72,,SD
2038,30,73,,
2039,30,74,,SD
2040,30,75,,
2041,30,76,,PD
2042,30,77,,
2043,30,78,,SD
2044,30,79,,SD
2045,30,80,,SD
2046,30,81,,
2047,30,82,,
2048,30,83,,SD
2049,30,84,,
2050,30,85,,PD
2051,30,86,,
2052,30,87,,
2053,30,88,,
2054,30,89,,NA
2055,30,90,,SD
2056,30,91,,SD
2057,30,92,,
2058,30,93,,PD
2059,30,94,,PD
2060,30,95,,
2061,30,96,,PD
2062,30,97,,PD
2063,30,98,,SD
2064,30,99,,
2065,30,100,,SD
2066,30,101,,SD
2067,30,102,,
2068,41,44,,PD
2069,41,45,,
2070,41,46,,
2071,41,47,,NA
2072,41,48,,SD
2073,41,49,,PD
2074,41,50,,PD
2075,41,51,,PD
2076,41,52,,
2077,41,53,,
2078,41,54,,
2079,41,55,,SD
2080,41,56,,PD
2081,41,57,,PD
2082,41,58,,
2083,41,59,,PD
2084,41,60,,
2085,41,61,,
2086,41,62,,PD
2087,41,63,,PD
2088,41,64,,PD
2089,41,65,,PD
2090,41,66,,PD
2091,41,67,,
2092,41,68,,SD
2093,41,69,,PD
2094,41,70,,NA
2095,41,71,,PD
2096,41,72,,PD
2097,41,73,,PD
2098,41,74,,PD
2099,41,75,,SD
2100,41,76,,
2101,41,77,,SD
2102,41,78,,PD
2103,41,79,,PD
2104,41,80,,
2105,41,81,,SD
2106,41,82,,PD
2107,41,83,,PD
2108,41,84,,NA
2109,41,85,,PD
2110,41,86,,SD
2111,41,87,,SD
2112,41,88,,
2113,41,89,,
2114,41,90,,PD
2115,41,91,,SD
2116,41,92,,
2117,41,93,,
2118,41,94,,PD
2119,41,95,,PD
2120,41,96,,
2121,41,97,,PD
2122,41,98,,PD
2123,41,99,,PR
2124,41,100,,PD
2125,41,101,,
2126,41,102,,PD
2127,42,44,,SD
2128,42,45,,
2129,42,46,,
2130,42,47,,PD
2131,42,48,,SD
2132,42,49,,PD
2133,42,50,,PD
2134,42,51,,PD
2135,42,52,,
2136,42,53,,
2137,42,54,,
2138,42,55,,PD
2139,42,56,,PD
2140,42,57,,PD
2141,42,58,,
2142,42,59,,PD
2143,42,60,,
2144,42,61,,
2145,42,62,,SD
2146,42,63,,SD
2147,42,64,,SD
2148,42,65,,PD
2149,42,66,,SD
2150,42,67,,
2151,42,68,,SD
2152,42,69,,PD
2153,42,70,,PD
2154,42,71,,
2155,42,72,,PD
2156,42,73,,PD
2157,42,74,,SD
2158,42,75,,SD
2159,42,76,,
2160,42,77,,PD
2161,42,78,,PD
2162,42,79,,SD
2163,42,80,,
2164,42,81,,SD
2165,42,82,,PD
2166,42,83,,PD
2167,42,84,,PD
2168,42,85,,PD
2169,42,86,,PD
2170,42,87,,SD
2171,42,88,,
2172,42,89,,
2173,42,90,,SD
2174,42,91,,NA
2175,42,92,,PD
2176,42,93,,
2177,42,94,,PD
2178,42,95,,SD
2179,42,96,,
2180,42,97,,SD
2181,42,98,,PD
2182,42,99,,SD
2183,42,100,,SD
2184,42,101,,
2185,42,102,,PD
2186,16,44,,PD
2187,16,45,,
2188,16,46,,
2189,16,47,,PD
2190,16,48,,PD
2191,16,49,,PD
2192,16,50,,PD
2193,16,51,,PD
2194,16,52,,
2195,16,53,,
2196,16,54,,
2197,16,55,,SD
2198,16,56,,PD
2199,16,57,,PD
2200,16,58,,
2201,16,59,,PD
2202,16,60,,
2203,16,61,,
2204,16,62,,PD
2205,16,63,,SD
2206,16,64,,SD
2207,16,65,,PD
2208,16,66,,SD
2209,16,67,,SD
2210,16,68,,PD
2211,16,69,,PD
2212,16,70,,PD
2213,16,71,,SD
2214,16,72,,PD
2215,16,73,,PD
2216,16,74,,PD
2217,16,75,,PD
2218,16,76,,
2219,16,77,,PD
2220,16,78,,PD
2221,16,79,,PD
2222,16,80,,
2223,16,81,,PD
2224,16,82,,PD
2225,16,83,,PD
2226,16,84,,PD
2227,16,85,,PD
2228,16,86,,SD
2229,16,87,,SD
2230,16,88,,PD
2231,16,89,,
2232,16,90,,PD
2233,16,91,,SD
2234,16,92,,PD
2235,16,93,,
2236,16,94,,PD
2237,16,95,,PD
2238,16,96,,
2239,16,97,,SD
2240,16,98,,PD
2241,16,99,,PD
2242,16,100,,PD
2243,16,101,,
2244,16,102,,PD
2245,43,44,,
2246,43,45,,
2247,43,46,,
2248,43,47,,
2249,43,48,,
2250,43,49,,
2251,43,50,,
2252,43,51,,
2253,43,52,,
2254,43,53,,
2255,43,54,,
2256,43,55,,
2257,43,56,,
2258,43,57,,
2259,43,58,,
2260,43,59,,
2261,43,60,,
2262,43,61,,
2263,43,62,,
2264,43,63,,
2265,43,64,,
2266,43,65,,
2267,43,66,,
2268,43,67,,
2269,43,68,,
2270,43,69,,
2271,43,70,,
2272,43,71,,
2273,43,72,,
2274,43,73,,
2275,43,74,,
2276,43,75,,
2277,43,76,,
2278,43,77,,
2279,43,78,,
2280,43,79,,
2281,43,80,,
2282,43,81,,
2283,43,82,,
2284,43,83,,
2285,43,84,,
2286,43,85,,
2287,43,86,,
2288,43,87,,
2289,43,88,,
2290,43,89,,
2291,43,90,,
2292,43,91,,
2293,43,92,,PD
2294,43,93,,
2295,43,94,,
2296,43,95,,
2297,43,96,,
2298,43,97,,
2299,43,98,,
2300,43,99,,
2301,43,100,,
2302,43,101,,
2303,43,102,,
2304,44,44,,
2305,44,45,,
2306,44,46,,
2307,44,47,,
2308,44,48,,
2309,44,49,,
2310,44,50,,
2311,44,51,,
2312,44,52,,
2313,44,53,,
2314,44,54,,
2315,44,55,,
2316,44,56,,
2317,44,57,,
2318,44,58,,
2319,44,59,,
2320,44,60,,
2321,44,61,,
2322,44,62,,
2323,44,63,,
2324,44,64,,
2325,44,65,,
2326,44,66,,
2327,44,67,,
2328,44,68,,
2329,44,69,,
2330,44,70,,
2331,44,71,,
2332,44,72,,
2333,44,73,,
2334,44,74,,
2335,44,75,,
2336,44,76,,
2337,44,77,,
2338,44,78,,
2339,44,79,,
2340,44,80,,
2341,44,81,,
2342,44,82,,
2343,44,83,,
2344,44,84,,
2345,44,85,,
2346,44,86,,
2347,44,87,,
2348,44,88,,
2349,44,89,,
2350,44,90,,
2351,44,91,,
2352,44,92,,PD
2353,44,93,,
2354,44,94,,
2355,44,95,,
2356,44,96,,
2357,44,97,,
2358,44,98,,
2359,44,99,,
2360,44,100,,
2361,44,101,,
2362,44,102,,
2363,19,44,,
2364,19,45,,
2365,19,46,,
2366,19,47,,
2367,19,48,,
2368,19,49,,
2369,19,50,,
2370,19,51,,
2371,19,52,,
2372,19,53,,
2373,19,54,,
2374,19,55,,
2375,19,56,,
2376,19,57,,
2377,19,58,,
2378,19,59,,
2379,19,60,,
2380,19,61,,
2381,19,62,,
2382,19,63,,
2383,19,64,,
2384,19,65,,
2385,19,66,,
2386,19,67,,
2387,19,68,,
2388,19,69,,
2389,19,70,,
2390,19,71,,
2391,19,72,,
2392,19,73,,
2393,19,74,,
2394,19,75,,
2395,19,76,,
2396,19,77,,
2397,19,78,,
2398,19,79,,
2399,19,80,,
2400,19,81,,
2401,19,82,,
2402,19,83,,
2403,19,84,,
2404,19,85,,
2405,19,86,,
2406,19,87,,
2407,19,88,,
2408,19,89,,
2409,19,90,,
2410,19,91,,
2411,19,92,,SD
2412,19,93,,
2413,19,94,,
2414,19,95,,
2415,19,96,,
2416,19,97,,
2417,19,98,,
2418,19,99,,
2419,19,100,,
2420,19,101,,
2421,19,102,,
2422,45,44,,
2423,45,45,,
2424,45,46,,
2425,45,47,,
2426,45,48,,
2427,45,49,,
2428,45,50,,
2429,45,51,,
2430,45,52,,
2431,45,53,,
2432,45,54,,
2433,45,55,,
2434,45,56,,
2435,45,57,,
2436,45,58,,
2437,45,59,,
2438,45,60,,
2439,45,61,,
2440,45,62,,
2441,45,63,,
2442,45,64,,
2443,45,65,,
2444,45,66,,
2445,45,67,,
2446,45,68,,
2447,45,69,,
2448,45,70,,
2449,45,71,,
2450,45,72,,
2451,45,73,,
2452,45,74,,
2453,45,75,,
2454,45,76,,
2455,45,77,,
2456,45,78,,
2457,45,79,,
2458,45,80,,
2459,45,81,,
2460,45,82,,
2461,45,83,,
2462,45,84,,
2463,45,85,,
2464,45,86,,
2465,45,87,,
2466,45,88,,
2467,45,89,,
2468,45,90,,
2469,45,91,,
2470,45,92,,SD
2471,45,93,,
2472,45,94,,
2473,45,95,,
2474,45,96,,
2475,45,97,,
2476,45,98,,
2477,45,99,,
2478,45,100,,
2479,45,101,,
2480,45,102,,
2481,46,44,,
2482,46,45,,
2483,46,46,,
2484,46,47,,
2485,46,48,,
2486,46,49,,
2487,46,50,,
2488,46,51,,
2489,46,52,,
2490,46,53,,
2491,46,54,,
2492,46,55,,
2493,46,56,,
2494,46,57,,
2495,46,58,,
2496,46,59,,
2497,46,60,,
2498,46,61,,
2499,46,62,,
2500,46,63,,
2501,46,64,,
2502,46,65,,
2503,46,66,,
2504,46,67,,
2505,46,68,,
2506,46,69,,
2507,46,70,,
2508,46,71,,
2509,46,72,,
2510,46,73,,
2511,46,74,,
2512,46,75,,
2513,46,76,,
2514,46,77,,
2515,46,78,,
2516,46,79,,
2517,46,80,,
2518,46,81,,
2519,46,82,,
2520,46,83,,
2521,46,84,,
2522,46,85,,
2523,46,86,,
2524,46,87,,
2525,46,88,,
2526,46,89,,
2527,46,90,,
2528,46,91,,
2529,46,92,,SD
2530,46,93,,
2531,46,94,,
2532,46,95,,
2533,46,96,,
2534,46,97,,
2535,46,98,,
2536,46,99,,
2537,46,100,,
2538,46,101,,
2539,46,102,,
2540,47,44,,
2541,47,45,,
2542,47,46,,
2543,47,47,,
2544,47,48,,
2545,47,49,,
2546,47,50,,
2547,47,51,,
2548,47,52,,
2549,47,53,,
2550,47,54,,
2551,47,55,,
2552,47,56,,
2553,47,57,,
2554,47,58,,
2555,47,59,,
2556,47,60,,
2557,47,61,,
2558,47,62,,
2559,47,63,,
2560,47,64,,
2561,47,65,,
2562,47,66,,
2563,47,67,,
2564,47,68,,
2565,47,69,,
2566,47,70,,
2567,47,71,,
2568,47,72,,
2569,47,73,,
2570,47,74,,
2571,47,75,,
2572,47,76,,
2573,47,77,,
2574,47,78,,
2575,47,79,,
2576,47,80,,
2577,47,81,,
2578,47,82,,
2579,47,83,,
2580,47,84,,
2581,47,85,,
2582,47,86,,
2583,47,87,,
2584,47,88,,
2585,47,89,,
2586,47,90,,
2587,47,91,,
2588,47,92,,SD
2589,47,93,,
2590,47,94,,
2591,47,95,,
2592,47,96,,
2593,47,97,,
2594,47,98,,
2595,47,99,,
2596,47,100,,
2597,47,101,,
2598,47,102,,
2599,48,44,,
2600,48,45,,
2601,48,46,,
2602,48,47,,
2603,48,48,,
2604,48,49,,
2605,48,50,,
2606,48,51,,
2607,48,52,,
2608,48,53,,
2609,48,54,,
2610,48,55,,
2611,48,56,,
2612,48,57,,
2613,48,58,,
2614,48,59,,
2615,48,60,,
2616,48,61,,
2617,48,62,,
2618,48,63,,
2619,48,64,,
2620,48,65,,
2621,48,66,,
2622,48,67,,
2623,48,68,,
2624,48,69,,
2625,48,70,,
2626,48,71,,
2627,48,72,,
2628,48,73,,
2629,48,74,,
2630,48,75,,
2631,48,76,,
2632,48,77,,
2633,48,78,,
2634,48,79,,
2635,48,80,,
2636,48,81,,
2637,48,82,,
2638,48,83,,
2639,48,84,,
2640,48,85,,
2641,48,86,,
2642,48,87,,
2643,48,88,,
2644,48,89,,
2645,48,90,,
2646,48,91,,
2647,48,92,,SD
2648,48,93,,
2649,48,94,,
2650,48,95,,
2651,48,96,,
2652,48,97,,
2653,48,98,,
2654,48,99,,
2655,48,100,,
2656,48,101,,
2657,48,102,,
2658,49,44,,
2659,49,45,,
2660,49,46,,
2661,49,47,,
2662,49,48,,
2663,49,49,,
2664,49,50,,
2665,49,51,,
2666,49,52,,
2667,49,53,,
2668,49,54,,
2669,49,55,,
2670,49,56,,
2671,49,57,,
2672,49,58,,
2673,49,59,,
2674,49,60,,
2675,49,61,,
2676,49,62,,
2677,49,63,,
2678,49,64,,
2679,49,65,,
2680,49,66,,
2681,49,67,,
2682,49,68,,
2683,49,69,,
2684,49,70,,
2685,49,71,,
2686,49,72,,
2687,49,73,,
2688,49,74,,
2689,49,75,,
2690,49,76,,
2691,49,77,,
2692,49,78,,
2693,49,79,,
2694,49,80,,
2695,49,81,,
2696,49,82,,
2697,49,83,,
2698,49,84,,
2699,49,85,,
2700,49,86,,
2701,49,87,,
2702,49,88,,
2703,49,89,,
2704,49,90,,
2705,49,91,,
2706,49,92,,PD
2707,49,93,,
2708,49,94,,
2709,49,95,,
2710,49,96,,
2711,49,97,,
2712,49,98,,
2713,49,99,,
2714,49,100,,
2715,49,101,,
2716,49,102,,
2717,50,44,,
2718,50,45,,
2719,50,46,,
2720,50,47,,
2721,50,48,,
2722,50,49,,
2723,50,50,,
2724,50,51,,
2725,50,52,,
2726,50,53,,
2727,50,54,,
2728,50,55,,
2729,50,56,,
2730,50,57,,
2731,50,58,,
2732,50,59,,
2733,50,60,,
2734,50,61,,
2735,50,62,,
2736,50,63,,
2737,50,64,,
2738,50,65,,
2739,50,66,,
2740,50,67,,
2741,50,68,,
2742,50,69,,
2743,50,70,,
2744,50,71,,
2745,50,72,,
2746,50,73,,
2747,50,74,,
2748,50,75,,
2749,50,76,,
2750,50,77,,
2751,50,78,,
2752,50,79,,
2753,50,80,,
2754,50,81,,
2755,50,82,,
2756,50,83,,
2757,50,84,,
2758,50,85,,
2759,50,86,,
2760,50,87,,
2761,50,88,,
2762,50,89,,
2763,50,90,,
2764,50,91,,
2765,50,92,,PD
2766,50,93,,
2767,50,94,,
2768,50,95,,
2769,50,96,,
2770,50,97,,
2771,50,98,,
2772,50,99,,
2773,50,100,,
2774,50,101,,
2775,50,102,,
2776,51,44,,
2777,51,45,,
2778,51,46,,
2779,51,47,,
2780,51,48,,
2781,51,49,,
2782,51,50,,
2783,51,51,,
2784,51,52,,
2785,51,53,,
2786,51,54,,
2787,51,55,,
2788,51,56,,
2789,51,57,,
2790,51,58,,
2791,51,59,,
2792,51,60,,
2793,51,61,,
2794,51,62,,
2795,51,63,,
2796,51,64,,
2797,51,65,,
2798,51,66,,
2799,51,67,,
2800,51,68,,
2801,51,69,,
2802,51,70,,
2803,51,71,,
2804,51,72,,
2805,51,73,,
2806,51,74,,
2807,51,75,,
2808,51,76,,
2809,51,77,,
2810,51,78,,
2811,51,79,,
2812,51,80,,
2813,51,81,,
2814,51,82,,
2815,51,83,,
2816,51,84,,
2817,51,85,,
2818,51,86,,
2819,51,87,,
