id,model_id,biobase_id,mDataType
4127,X.2088.BG98,X-2088,cnv
4128,X.2088.biib,X-2088,cnv
4129,X.2088.BK20,X-2088,cnv
4130,X.2088.BK20.biib,X-2088,cnv
4131,X.2088.BY19,X-2088,cnv
4132,X.2088.BY19.LG47,X-2088,cnv
4133,X.2088.BY19.LJ16,X-2088,cnv
4134,X.2088.ceab,X-2088,cnv
4135,X.2088.CG97,X-2088,cnv
4136,X.2088.CK20,X-2088,cnv
4137,X.2088.CL57,X-2088,cnv
4138,X.2088.erib,X-2088,cnv
4139,X.2088.HD01,X-2088,cnv
4140,X.2088.HS90,X-2088,cnv
4141,X.2088.IN80,X-2088,cnv
4142,X.2088.LC61.pael,X-2088,cnv
4143,X.2088.LE11,X-2088,cnv
4144,X.2088.LF27.biib,X-2088,cnv
4145,X.2088.LG47,X-2088,cnv
4146,X.2088.LL71,X-2088,cnv
4147,X.2088.uned,X-2088,cnv
4148,X.2094.BG98,X-2094,cnv
4149,X.2094.biib,X-2094,cnv
4150,X.2094.BK20,X-2094,cnv
4151,X.2094.BK20.biib,X-2094,cnv
4152,X.2094.BY19,X-2094,cnv
4153,X.2094.BY19.LG47,X-2094,cnv
4154,X.2094.BY19.LJ16,X-2094,cnv
4155,X.2094.ceab,X-2094,cnv
4156,X.2094.CG97,X-2094,cnv
4157,X.2094.CK20,X-2094,cnv
4158,X.2094.CL57,X-2094,cnv
4159,X.2094.erib,X-2094,cnv
4160,X.2094.HD01,X-2094,cnv
4161,X.2094.HS90,X-2094,cnv
4162,X.2094.IN80,X-2094,cnv
4163,X.2094.LC61.pael,X-2094,cnv
4164,X.2094.LE11,X-2094,cnv
4165,X.2094.LF27.biib,X-2094,cnv
4166,X.2094.LG47,X-2094,cnv
4167,X.2094.LL71,X-2094,cnv
4168,X.2094.pael,X-2094,cnv
4169,X.2094.uned,X-2094,cnv
4170,X.3029.BG98,X-3029,cnv
4171,X.3029.biib,X-3029,cnv
4172,X.3029.BK20,X-3029,cnv
4173,X.3029.BK20.biib,X-3029,cnv
4174,X.3029.BY19,X-3029,cnv
4175,X.3029.BY19.LG47,X-3029,cnv
4176,X.3029.BY19.LJ16,X-3029,cnv
4177,X.3029.ceab,X-3029,cnv
4178,X.3029.CG97,X-3029,cnv
4179,X.3029.CK20,X-3029,cnv
4180,X.3029.CL57,X-3029,cnv
4181,X.3029.erib,X-3029,cnv
4182,X.3029.HD01,X-3029,cnv
4183,X.3029.HS90,X-3029,cnv
4184,X.3029.IN80,X-3029,cnv
4185,X.3029.LC61.pael,X-3029,cnv
4186,X.3029.LE11,X-3029,cnv
4187,X.3029.LG47,X-3029,cnv
4188,X.3029.LL71,X-3029,cnv
4189,X.3029.pael,X-3029,cnv
4190,X.3029.uned,X-3029,cnv
4191,X.3237.BG98,X-3237,cnv
4192,X.3237.biib,X-3237,cnv
4193,X.3237.BK20,X-3237,cnv
4194,X.3237.BK20.biib,X-3237,cnv
4195,X.3237.BY19,X-3237,cnv
4196,X.3237.BY19.LG47,X-3237,cnv
4197,X.3237.BY19.LJ16,X-3237,cnv
4198,X.3237.ceab,X-3237,cnv
4199,X.3237.CG97,X-3237,cnv
4200,X.3237.CK20,X-3237,cnv
4201,X.3237.CL57,X-3237,cnv
4202,X.3237.erib,X-3237,cnv
4203,X.3237.HD01,X-3237,cnv
4204,X.3237.HS90,X-3237,cnv
4205,X.3237.IN80,X-3237,cnv
4206,X.3237.LC61.pael,X-3237,cnv
4207,X.3237.LE11,X-3237,cnv
4208,X.3237.LF27.biib,X-3237,cnv
4209,X.3237.LG47,X-3237,cnv
4210,X.3237.LL71,X-3237,cnv
4211,X.3237.pael,X-3237,cnv
4212,X.3237.uned,X-3237,cnv
4213,X.3843.BG98,X-3843,cnv
4214,X.3843.biib,X-3843,cnv
4215,X.3843.BK20,X-3843,cnv
4216,X.3843.BK20.biib,X-3843,cnv
4217,X.3843.BY19,X-3843,cnv
4218,X.3843.BY19.LG47,X-3843,cnv
4219,X.3843.BY19.LJ16,X-3843,cnv
4220,X.3843.ceab,X-3843,cnv
4221,X.3843.CG97,X-3843,cnv
4222,X.3843.CK20,X-3843,cnv
4223,X.3843.CL57,X-3843,cnv
4224,X.3843.erib,X-3843,cnv
4225,X.3843.HD01,X-3843,cnv
4226,X.3843.HS90,X-3843,cnv
4227,X.3843.IN80,X-3843,cnv
4228,X.3843.LC61.pael,X-3843,cnv
4229,X.3843.LE11,X-3843,cnv
4230,X.3843.LF27.biib,X-3843,cnv
4231,X.3843.LG47,X-3843,cnv
4232,X.3843.LL71,X-3843,cnv
4233,X.3843.pael,X-3843,cnv
4234,X.3843.uned,X-3843,cnv
4235,X.4819.BG98,X-4819,cnv
4236,X.4819.biib,X-4819,cnv
4237,X.4819.BK20,X-4819,cnv
4238,X.4819.BK20.biib,X-4819,cnv
4239,X.4819.BY19,X-4819,cnv
4240,X.4819.BY19.LG47,X-4819,cnv
4241,X.4819.BY19.LJ16,X-4819,cnv
4242,X.4819.ceab,X-4819,cnv
4243,X.4819.CG97,X-4819,cnv
4244,X.4819.CK20,X-4819,cnv
4245,X.4819.CL57,X-4819,cnv
4246,X.4819.erib,X-4819,cnv
4247,X.4819.HD01,X-4819,cnv
4248,X.4819.HS90,X-4819,cnv
4249,X.4819.IN80,X-4819,cnv
4250,X.4819.LC61.pael,X-4819,cnv
4251,X.4819.LE11,X-4819,cnv
4252,X.4819.LF27.biib,X-4819,cnv
4253,X.4819.LG47,X-4819,cnv
4254,X.4819.LL71,X-4819,cnv
4255,X.4819.pael,X-4819,cnv
4256,X.4819.uned,X-4819,cnv
4257,X.1199.abne,X-1199,RNASeq_FPKM
4258,X.1199.biib,X-1199,RNASeq_FPKM
4259,X.1199.bipk,X-1199,RNASeq_FPKM
4260,X.1199.BK20,X-1199,RNASeq_FPKM
4261,X.1199.BK20.biib,X-1199,RNASeq_FPKM
4262,X.1199.BK20.LD25,X-1199,RNASeq_FPKM
4263,X.1199.BY19,X-1199,RNASeq_FPKM
4264,X.1199.BY19.LJ16,X-1199,RNASeq_FPKM
4265,X.1199.CL57,X-1199,RNASeq_FPKM
4266,X.1199.fiab,X-1199,RNASeq_FPKM
4267,X.1199.fiab.biib,X-1199,RNASeq_FPKM
4268,X.1199.gepk,X-1199,RNASeq_FPKM
4269,X.1199.IN24,X-1199,RNASeq_FPKM
4270,X.1199.IN24.biib,X-1199,RNASeq_FPKM
4271,X.1199.LE11,X-1199,RNASeq_FPKM
4272,X.1199.LK36,X-1199,RNASeq_FPKM
4273,X.1199.trib,X-1199,RNASeq_FPKM
4274,X.1199.uned,X-1199,RNASeq_FPKM
4275,X.1199.WN74,X-1199,RNASeq_FPKM
4276,X.1289.abne,X-1289,RNASeq_FPKM
4277,X.1289.bipk,X-1289,RNASeq_FPKM
4278,X.1289.BK20,X-1289,RNASeq_FPKM
4279,X.1289.BY19,X-1289,RNASeq_FPKM
4280,X.1289.BY19.LJ16,X-1289,RNASeq_FPKM
4281,X.1289.CL57,X-1289,RNASeq_FPKM
4282,X.1289.fiab,X-1289,RNASeq_FPKM
4283,X.1289.fiab.biib,X-1289,RNASeq_FPKM
4284,X.1289.gepk,X-1289,RNASeq_FPKM
4285,X.1289.HD01,X-1289,RNASeq_FPKM
4286,X.1289.IN24,X-1289,RNASeq_FPKM
4287,X.1289.LE11,X-1289,RNASeq_FPKM
4288,X.1289.LK36,X-1289,RNASeq_FPKM
4289,X.1289.trib,X-1289,RNASeq_FPKM
4290,X.1289.uned,X-1289,RNASeq_FPKM
4291,X.1289.WN74,X-1289,RNASeq_FPKM
4292,X.1317.biib,X-1317,RNASeq_FPKM
4293,X.1317.bipk,X-1317,RNASeq_FPKM
4294,X.1317.BK20.biib,X-1317,RNASeq_FPKM
4295,X.1317.BK20.LD25,X-1317,RNASeq_FPKM
4296,X.1317.fiab,X-1317,RNASeq_FPKM
4297,X.1317.gepk,X-1317,RNASeq_FPKM
4298,X.1317.IN24.biib,X-1317,RNASeq_FPKM
4299,X.1317.LE11,X-1317,RNASeq_FPKM
4300,X.1317.uned,X-1317,RNASeq_FPKM
4301,X.1362.abne,X-1362,RNASeq_FPKM
4302,X.1362.biib,X-1362,RNASeq_FPKM
4303,X.1362.bipk,X-1362,RNASeq_FPKM
4304,X.1362.BK20,X-1362,RNASeq_FPKM
4305,X.1362.BK20.biib,X-1362,RNASeq_FPKM
4306,X.1362.BK20.LD25,X-1362,RNASeq_FPKM
4307,X.1362.BY19,X-1362,RNASeq_FPKM
4308,X.1362.BY19.LJ16,X-1362,RNASeq_FPKM
4309,X.1362.CL57,X-1362,RNASeq_FPKM
4310,X.1362.fiab,X-1362,RNASeq_FPKM
4311,X.1362.fiab.biib,X-1362,RNASeq_FPKM
4312,X.1362.gepk,X-1362,RNASeq_FPKM
4313,X.1362.HD01,X-1362,RNASeq_FPKM
4314,X.1362.IN24,X-1362,RNASeq_FPKM
4315,X.1362.IN24.biib,X-1362,RNASeq_FPKM
4316,X.1362.LE11,X-1362,RNASeq_FPKM
4317,X.1362.LK36,X-1362,RNASeq_FPKM
4318,X.1362.trib,X-1362,RNASeq_FPKM
4319,X.1362.uned,X-1362,RNASeq_FPKM
4320,X.1362.WN74,X-1362,RNASeq_FPKM
4321,X.1948.abne,X-1948,RNASeq_FPKM
4322,X.1948.biib,X-1948,RNASeq_FPKM
4323,X.1948.bipk,X-1948,RNASeq_FPKM
4324,X.1948.BK20,X-1948,RNASeq_FPKM
4325,X.1948.BK20.biib,X-1948,RNASeq_FPKM
4326,X.1948.BK20.LD25,X-1948,RNASeq_FPKM
4327,X.1948.BY19,X-1948,RNASeq_FPKM
4328,X.1948.BY19.LJ16,X-1948,RNASeq_FPKM
4329,X.1948.CL57,X-1948,RNASeq_FPKM
4330,X.1948.fiab,X-1948,RNASeq_FPKM
4331,X.1948.fiab.biib,X-1948,RNASeq_FPKM
4332,X.1948.gepk,X-1948,RNASeq_FPKM
4333,X.1948.HD01,X-1948,RNASeq_FPKM
4334,X.1948.IN24,X-1948,RNASeq_FPKM
4335,X.1948.IN24.biib,X-1948,RNASeq_FPKM
4336,X.1948.LE11,X-1948,RNASeq_FPKM
4337,X.1948.LK36,X-1948,RNASeq_FPKM
4338,X.1948.trib,X-1948,RNASeq_FPKM
4339,X.1948.uned,X-1948,RNASeq_FPKM
4340,X.1948.WN74,X-1948,RNASeq_FPKM
4341,X.1959.biib,X-1959,RNASeq_FPKM
4342,X.1959.BK20.biib,X-1959,RNASeq_FPKM
4343,X.1959.gepk,X-1959,RNASeq_FPKM
4344,X.1959.IN24.biib,X-1959,RNASeq_FPKM
4345,X.1959.LE11,X-1959,RNASeq_FPKM
4346,X.2026.biib,X-2026,RNASeq_FPKM
4347,X.2026.BK20,X-2026,RNASeq_FPKM
4348,X.2026.BK20.biib,X-2026,RNASeq_FPKM
4349,X.2026.BY19,X-2026,RNASeq_FPKM
4350,X.2026.BY19.LJ16,X-2026,RNASeq_FPKM
4351,X.2026.CL57,X-2026,RNASeq_FPKM
4352,X.2026.fiab.biib,X-2026,RNASeq_FPKM
4353,X.2026.gepk,X-2026,RNASeq_FPKM
4354,X.2026.HD01,X-2026,RNASeq_FPKM
4355,X.2026.IN24,X-2026,RNASeq_FPKM
4356,X.2026.IN24.biib,X-2026,RNASeq_FPKM
4357,X.2026.LK36,X-2026,RNASeq_FPKM
4358,X.2026.trib,X-2026,RNASeq_FPKM
4359,X.2026.uned,X-2026,RNASeq_FPKM
4360,X.2026.WN74,X-2026,RNASeq_FPKM
4361,X.2043.abne,X-2043,RNASeq_FPKM
4362,X.2043.biib,X-2043,RNASeq_FPKM
4363,X.2043.bipk,X-2043,RNASeq_FPKM
4364,X.2043.BK20,X-2043,RNASeq_FPKM
4365,X.2043.BK20.biib,X-2043,RNASeq_FPKM
4366,X.2043.BK20.LD25,X-2043,RNASeq_FPKM
4367,X.2043.BY19,X-2043,RNASeq_FPKM
4368,X.2043.BY19.LJ16,X-2043,RNASeq_FPKM
4369,X.2043.CL57,X-2043,RNASeq_FPKM
4370,X.2043.fiab,X-2043,RNASeq_FPKM
4371,X.2043.fiab.biib,X-2043,RNASeq_FPKM
4372,X.2043.gepk,X-2043,RNASeq_FPKM
4373,X.2043.HD01,X-2043,RNASeq_FPKM
4374,X.2043.IN24,X-2043,RNASeq_FPKM
4375,X.2043.IN24.biib,X-2043,RNASeq_FPKM
4376,X.2043.LE11,X-2043,RNASeq_FPKM
4377,X.2043.LK36,X-2043,RNASeq_FPKM
4378,X.2043.uned,X-2043,RNASeq_FPKM
4379,X.2081.biib,X-2081,RNASeq_FPKM
4380,X.2081.bipk,X-2081,RNASeq_FPKM
4381,X.2081.BK20,X-2081,RNASeq_FPKM
4382,X.2081.BK20.biib,X-2081,RNASeq_FPKM
4383,X.2081.BK20.LD25,X-2081,RNASeq_FPKM
4384,X.2081.BY19,X-2081,RNASeq_FPKM
4385,X.2081.BY19.LJ16,X-2081,RNASeq_FPKM
4386,X.2081.CL57,X-2081,RNASeq_FPKM
4387,X.2081.fiab,X-2081,RNASeq_FPKM
4388,X.2081.fiab.biib,X-2081,RNASeq_FPKM
4389,X.2081.gepk,X-2081,RNASeq_FPKM
4390,X.2081.HD01,X-2081,RNASeq_FPKM
4391,X.2081.IN24.biib,X-2081,RNASeq_FPKM
4392,X.2081.LE11,X-2081,RNASeq_FPKM
4393,X.2081.LK36,X-2081,RNASeq_FPKM
4394,X.2081.trib,X-2081,RNASeq_FPKM
4395,X.2081.uned,X-2081,RNASeq_FPKM
4396,X.2081.WN74,X-2081,RNASeq_FPKM
4397,X.2283.abne,X-2283,RNASeq_FPKM
4398,X.2283.bipk,X-2283,RNASeq_FPKM
4399,X.2283.BK20,X-2283,RNASeq_FPKM
4400,X.2283.BY19,X-2283,RNASeq_FPKM
4401,X.2283.CL57,X-2283,RNASeq_FPKM
4402,X.2283.gepk,X-2283,RNASeq_FPKM
4403,X.2283.HD01,X-2283,RNASeq_FPKM
4404,X.2283.IN24,X-2283,RNASeq_FPKM
4405,X.2283.IN24.biib,X-2283,RNASeq_FPKM
4406,X.2283.LE11,X-2283,RNASeq_FPKM
4407,X.2283.LK36,X-2283,RNASeq_FPKM
4408,X.2283.trib,X-2283,RNASeq_FPKM
4409,X.2283.WN74,X-2283,RNASeq_FPKM
4410,X.2339.abne,X-2339,RNASeq_FPKM
4411,X.2339.biib,X-2339,RNASeq_FPKM
4412,X.2339.bipk,X-2339,RNASeq_FPKM
4413,X.2339.BK20,X-2339,RNASeq_FPKM
4414,X.2339.BK20.biib,X-2339,RNASeq_FPKM
4415,X.2339.BY19,X-2339,RNASeq_FPKM
4416,X.2339.BY19.LJ16,X-2339,RNASeq_FPKM
4417,X.2339.CL57,X-2339,RNASeq_FPKM
4418,X.2339.fiab,X-2339,RNASeq_FPKM
4419,X.2339.fiab.biib,X-2339,RNASeq_FPKM
4420,X.2339.gepk,X-2339,RNASeq_FPKM
4421,X.2339.HD01,X-2339,RNASeq_FPKM
4422,X.2339.IN24,X-2339,RNASeq_FPKM
4423,X.2339.IN24.biib,X-2339,RNASeq_FPKM
4424,X.2339.LE11,X-2339,RNASeq_FPKM
4425,X.2339.LK36,X-2339,RNASeq_FPKM
4426,X.2339.trib,X-2339,RNASeq_FPKM
4427,X.2339.uned,X-2339,RNASeq_FPKM
4428,X.2339.WN74,X-2339,RNASeq_FPKM
4429,X.2428.abne,X-2428,RNASeq_FPKM
4430,X.2428.biib,X-2428,RNASeq_FPKM
4431,X.2428.bipk,X-2428,RNASeq_FPKM
4432,X.2428.BK20,X-2428,RNASeq_FPKM
4433,X.2428.BK20.biib,X-2428,RNASeq_FPKM
4434,X.2428.BK20.LD25,X-2428,RNASeq_FPKM
4435,X.2428.BY19,X-2428,RNASeq_FPKM
4436,X.2428.BY19.LJ16,X-2428,RNASeq_FPKM
4437,X.2428.CL57,X-2428,RNASeq_FPKM
4438,X.2428.fiab,X-2428,RNASeq_FPKM
4439,X.2428.fiab.biib,X-2428,RNASeq_FPKM
4440,X.2428.gepk,X-2428,RNASeq_FPKM
4441,X.2428.HD01,X-2428,RNASeq_FPKM
4442,X.2428.IN24,X-2428,RNASeq_FPKM
4443,X.2428.LE11,X-2428,RNASeq_FPKM
4444,X.2428.LK36,X-2428,RNASeq_FPKM
4445,X.2428.trib,X-2428,RNASeq_FPKM
4446,X.2428.uned,X-2428,RNASeq_FPKM
4447,X.2428.WN74,X-2428,RNASeq_FPKM
4448,X.2470.abne,X-2470,RNASeq_FPKM
4449,X.2470.bipk,X-2470,RNASeq_FPKM
4450,X.2470.BK20,X-2470,RNASeq_FPKM
4451,X.2470.BY19,X-2470,RNASeq_FPKM
4452,X.2470.CL57,X-2470,RNASeq_FPKM
4453,X.2470.fiab,X-2470,RNASeq_FPKM
4454,X.2470.fiab.biib,X-2470,RNASeq_FPKM
4455,X.2470.IN24,X-2470,RNASeq_FPKM
4456,X.2470.LE11,X-2470,RNASeq_FPKM
4457,X.2470.LK36,X-2470,RNASeq_FPKM
4458,X.2470.trib,X-2470,RNASeq_FPKM
4459,X.2470.uned,X-2470,RNASeq_FPKM
4460,X.2470.WN74,X-2470,RNASeq_FPKM
4461,X.2564.abne,X-2564,RNASeq_FPKM
4462,X.2564.biib,X-2564,RNASeq_FPKM
4463,X.2564.bipk,X-2564,RNASeq_FPKM
4464,X.2564.BK20,X-2564,RNASeq_FPKM
4465,X.2564.BK20.biib,X-2564,RNASeq_FPKM
4466,X.2564.BK20.LD25,X-2564,RNASeq_FPKM
4467,X.2564.BY19,X-2564,RNASeq_FPKM
4468,X.2564.BY19.LJ16,X-2564,RNASeq_FPKM
4469,X.2564.CL57,X-2564,RNASeq_FPKM
4470,X.2564.fiab,X-2564,RNASeq_FPKM
4471,X.2564.fiab.biib,X-2564,RNASeq_FPKM
4472,X.2564.gepk,X-2564,RNASeq_FPKM
4473,X.2564.HD01,X-2564,RNASeq_FPKM
4474,X.2564.IN24,X-2564,RNASeq_FPKM
4475,X.2564.IN24.biib,X-2564,RNASeq_FPKM
4476,X.2564.LE11,X-2564,RNASeq_FPKM
4477,X.2564.LK36,X-2564,RNASeq_FPKM
4478,X.2564.trib,X-2564,RNASeq_FPKM
4479,X.2564.uned,X-2564,RNASeq_FPKM
4480,X.2564.WN74,X-2564,RNASeq_FPKM
4481,X.2633.abne,X-2633,RNASeq_FPKM
4482,X.2633.biib,X-2633,RNASeq_FPKM
4483,X.2633.bipk,X-2633,RNASeq_FPKM
4484,X.2633.BK20,X-2633,RNASeq_FPKM
4485,X.2633.BK20.biib,X-2633,RNASeq_FPKM
4486,X.2633.BK20.LD25,X-2633,RNASeq_FPKM
4487,X.2633.BY19,X-2633,RNASeq_FPKM
4488,X.2633.BY19.LJ16,X-2633,RNASeq_FPKM
4489,X.2633.CL57,X-2633,RNASeq_FPKM
4490,X.2633.fiab,X-2633,RNASeq_FPKM
4491,X.2633.fiab.biib,X-2633,RNASeq_FPKM
4492,X.2633.gepk,X-2633,RNASeq_FPKM
4493,X.2633.HD01,X-2633,RNASeq_FPKM
4494,X.2633.IN24.biib,X-2633,RNASeq_FPKM
4495,X.2633.LE11,X-2633,RNASeq_FPKM
4496,X.2633.LK36,X-2633,RNASeq_FPKM
4497,X.2633.trib,X-2633,RNASeq_FPKM
4498,X.2633.uned,X-2633,RNASeq_FPKM
4499,X.2633.WN74,X-2633,RNASeq_FPKM
4500,X.2684.abne,X-2684,RNASeq_FPKM
4501,X.2684.biib,X-2684,RNASeq_FPKM
4502,X.2684.bipk,X-2684,RNASeq_FPKM
4503,X.2684.BK20,X-2684,RNASeq_FPKM
4504,X.2684.BK20.biib,X-2684,RNASeq_FPKM
4505,X.2684.BK20.LD25,X-2684,RNASeq_FPKM
4506,X.2684.BY19,X-2684,RNASeq_FPKM
4507,X.2684.BY19.LJ16,X-2684,RNASeq_FPKM
4508,X.2684.CL57,X-2684,RNASeq_FPKM
4509,X.2684.fiab,X-2684,RNASeq_FPKM
4510,X.2684.fiab.biib,X-2684,RNASeq_FPKM
4511,X.2684.HD01,X-2684,RNASeq_FPKM
4512,X.2684.IN24,X-2684,RNASeq_FPKM
4513,X.2684.IN24.biib,X-2684,RNASeq_FPKM
4514,X.2684.LE11,X-2684,RNASeq_FPKM
4515,X.2684.LK36,X-2684,RNASeq_FPKM
4516,X.2684.trib,X-2684,RNASeq_FPKM
4517,X.2684.uned,X-2684,RNASeq_FPKM
4518,X.2684.WN74,X-2684,RNASeq_FPKM
4519,X.2997.abne,X-2997,RNASeq_FPKM
4520,X.2997.biib,X-2997,RNASeq_FPKM
4521,X.2997.bipk,X-2997,RNASeq_FPKM
4522,X.2997.BK20,X-2997,RNASeq_FPKM
4523,X.2997.BK20.biib,X-2997,RNASeq_FPKM
4524,X.2997.BK20.LD25,X-2997,RNASeq_FPKM
4525,X.2997.BY19,X-2997,RNASeq_FPKM
4526,X.2997.BY19.LJ16,X-2997,RNASeq_FPKM
4527,X.2997.CL57,X-2997,RNASeq_FPKM
4528,X.2997.fiab,X-2997,RNASeq_FPKM
4529,X.2997.fiab.biib,X-2997,RNASeq_FPKM
4530,X.2997.HD01,X-2997,RNASeq_FPKM
4531,X.2997.IN24,X-2997,RNASeq_FPKM
4532,X.2997.IN24.biib,X-2997,RNASeq_FPKM
4533,X.2997.LE11,X-2997,RNASeq_FPKM
4534,X.2997.LK36,X-2997,RNASeq_FPKM
4535,X.2997.trib,X-2997,RNASeq_FPKM
4536,X.2997.uned,X-2997,RNASeq_FPKM
4537,X.3028.abne,X-3028,RNASeq_FPKM
4538,X.3028.biib,X-3028,RNASeq_FPKM
4539,X.3028.bipk,X-3028,RNASeq_FPKM
4540,X.3028.BK20,X-3028,RNASeq_FPKM
4541,X.3028.BK20.biib,X-3028,RNASeq_FPKM
4542,X.3028.BK20.LD25,X-3028,RNASeq_FPKM
4543,X.3028.BY19,X-3028,RNASeq_FPKM
4544,X.3028.BY19.LJ16,X-3028,RNASeq_FPKM
4545,X.3028.CL57,X-3028,RNASeq_FPKM
4546,X.3028.fiab,X-3028,RNASeq_FPKM
4547,X.3028.fiab.biib,X-3028,RNASeq_FPKM
4548,X.3028.HD01,X-3028,RNASeq_FPKM
4549,X.3028.IN24,X-3028,RNASeq_FPKM
4550,X.3028.IN24.biib,X-3028,RNASeq_FPKM
4551,X.3028.LE11,X-3028,RNASeq_FPKM
4552,X.3028.LK36,X-3028,RNASeq_FPKM
4553,X.3028.trib,X-3028,RNASeq_FPKM
4554,X.3028.uned,X-3028,RNASeq_FPKM
4555,X.3028.WN74,X-3028,RNASeq_FPKM
4556,X.3038.abne,X-3038,RNASeq_FPKM
4557,X.3038.biib,X-3038,RNASeq_FPKM
4558,X.3038.bipk,X-3038,RNASeq_FPKM
4559,X.3038.BK20,X-3038,RNASeq_FPKM
4560,X.3038.BK20.biib,X-3038,RNASeq_FPKM
4561,X.3038.BK20.LD25,X-3038,RNASeq_FPKM
4562,X.3038.BY19,X-3038,RNASeq_FPKM
4563,X.3038.BY19.LJ16,X-3038,RNASeq_FPKM
4564,X.3038.CL57,X-3038,RNASeq_FPKM
4565,X.3038.fiab,X-3038,RNASeq_FPKM
4566,X.3038.fiab.biib,X-3038,RNASeq_FPKM
4567,X.3038.HD01,X-3038,RNASeq_FPKM
4568,X.3038.IN24,X-3038,RNASeq_FPKM
4569,X.3038.IN24.biib,X-3038,RNASeq_FPKM
4570,X.3038.LE11,X-3038,RNASeq_FPKM
4571,X.3038.LK36,X-3038,RNASeq_FPKM
4572,X.3038.trib,X-3038,RNASeq_FPKM
4573,X.3038.uned,X-3038,RNASeq_FPKM
4574,X.3038.WN74,X-3038,RNASeq_FPKM
4575,X.3052.abne,X-3052,RNASeq_FPKM
4576,X.3052.biib,X-3052,RNASeq_FPKM
4577,X.3052.bipk,X-3052,RNASeq_FPKM
4578,X.3052.BK20,X-3052,RNASeq_FPKM
4579,X.3052.BK20.biib,X-3052,RNASeq_FPKM
4580,X.3052.BK20.LD25,X-3052,RNASeq_FPKM
4581,X.3052.BY19,X-3052,RNASeq_FPKM
4582,X.3052.BY19.LJ16,X-3052,RNASeq_FPKM
4583,X.3052.CL57,X-3052,RNASeq_FPKM
4584,X.3052.fiab,X-3052,RNASeq_FPKM
4585,X.3052.fiab.biib,X-3052,RNASeq_FPKM
4586,X.3052.gepk,X-3052,RNASeq_FPKM
4587,X.3052.HD01,X-3052,RNASeq_FPKM
4588,X.3052.IN24,X-3052,RNASeq_FPKM
4589,X.3052.IN24.biib,X-3052,RNASeq_FPKM
4590,X.3052.LE11,X-3052,RNASeq_FPKM
4591,X.3052.LK36,X-3052,RNASeq_FPKM
4592,X.3052.trib,X-3052,RNASeq_FPKM
4593,X.3052.uned,X-3052,RNASeq_FPKM
4594,X.3052.WN74,X-3052,RNASeq_FPKM
4595,X.3268.abne,X-3268,RNASeq_FPKM
4596,X.3268.biib,X-3268,RNASeq_FPKM
4597,X.3268.bipk,X-3268,RNASeq_FPKM
4598,X.3268.BK20,X-3268,RNASeq_FPKM
4599,X.3268.BK20.biib,X-3268,RNASeq_FPKM
4600,X.3268.BK20.LD25,X-3268,RNASeq_FPKM
4601,X.3268.BY19,X-3268,RNASeq_FPKM
4602,X.3268.BY19.LJ16,X-3268,RNASeq_FPKM
4603,X.3268.CL57,X-3268,RNASeq_FPKM
4604,X.3268.fiab,X-3268,RNASeq_FPKM
4605,X.3268.fiab.biib,X-3268,RNASeq_FPKM
4606,X.3268.gepk,X-3268,RNASeq_FPKM
4607,X.3268.HD01,X-3268,RNASeq_FPKM
4608,X.3268.IN24,X-3268,RNASeq_FPKM
4609,X.3268.IN24.biib,X-3268,RNASeq_FPKM
4610,X.3268.LE11,X-3268,RNASeq_FPKM
4611,X.3268.LK36,X-3268,RNASeq_FPKM
4612,X.3268.trib,X-3268,RNASeq_FPKM
4613,X.3268.uned,X-3268,RNASeq_FPKM
4614,X.3268.WN74,X-3268,RNASeq_FPKM
4615,X.3782.abne,X-3782,RNASeq_FPKM
4616,X.3782.biib,X-3782,RNASeq_FPKM
4617,X.3782.bipk,X-3782,RNASeq_FPKM
4618,X.3782.BK20.biib,X-3782,RNASeq_FPKM
4619,X.3782.CL57,X-3782,RNASeq_FPKM
4620,X.3782.fiab,X-3782,RNASeq_FPKM
4621,X.3782.fiab.biib,X-3782,RNASeq_FPKM
4622,X.3782.gepk,X-3782,RNASeq_FPKM
4623,X.3782.IN24,X-3782,RNASeq_FPKM
4624,X.3782.LE11,X-3782,RNASeq_FPKM
4625,X.3782.trib,X-3782,RNASeq_FPKM
4626,X.3782.uned,X-3782,RNASeq_FPKM
4627,X.3782.WN74,X-3782,RNASeq_FPKM
4628,X.3800.abne,X-3800,RNASeq_FPKM
4629,X.3800.biib,X-3800,RNASeq_FPKM
4630,X.3800.BK20,X-3800,RNASeq_FPKM
4631,X.3800.BK20.biib,X-3800,RNASeq_FPKM
4632,X.3800.BK20.LD25,X-3800,RNASeq_FPKM
4633,X.3800.BY19,X-3800,RNASeq_FPKM
4634,X.3800.BY19.LJ16,X-3800,RNASeq_FPKM
4635,X.3800.CL57,X-3800,RNASeq_FPKM
4636,X.3800.fiab,X-3800,RNASeq_FPKM
4637,X.3800.fiab.biib,X-3800,RNASeq_FPKM
4638,X.3800.gepk,X-3800,RNASeq_FPKM
4639,X.3800.HD01,X-3800,RNASeq_FPKM
4640,X.3800.IN24,X-3800,RNASeq_FPKM
4641,X.3800.IN24.biib,X-3800,RNASeq_FPKM
4642,X.3800.LE11,X-3800,RNASeq_FPKM
4643,X.3800.LK36,X-3800,RNASeq_FPKM
4644,X.3800.trib,X-3800,RNASeq_FPKM
4645,X.3800.uned,X-3800,RNASeq_FPKM
4646,X.3800.WN74,X-3800,RNASeq_FPKM
