batch_id,batch
1007,X-2094.BKM120
1008,X-2094.BKM120 + binimetinib
1009,X-2094.BYL719
1010,X-2094.BYL719 + LGH447
1011,X-2094.BYL719 + LJM716
1012,X-2094.cetuximab
1013,X-2094.CGM097
1014,X-2094.CKX620
1015,X-2094.CLR457
1016,X-2094.erlotinib
1017,X-2094.HDM201
1018,X-2094.HSP990
1019,X-2094.INC280
1020,X-2094.LCL161 + paclitaxel
1021,X-2094.LEE011
1022,X-2094.LFW527 + binimetinib
1023,X-2094.LGH447
1024,X-2094.LLM871
1025,X-2094.paclitaxel
1026,X-21617.LFW527 + binimetinib
1027,X-3029.BGJ398
1028,X-3029.binimetinib
1029,X-3029.BKM120
1030,X-3029.BKM120 + binimetinib
1031,X-3029.BYL719
1032,X-3029.BYL719 + LGH447
1033,X-3029.BYL719 + LJM716
1034,X-3029.cetuximab
1035,X-3029.CGM097
1036,X-3029.CKX620
1037,X-3029.CLR457
1038,X-3029.erlotinib
1039,X-3029.HDM201
1040,X-3029.HSP990
1041,X-3029.INC280
1042,X-3029.LCL161 + paclitaxel
1043,X-3029.LEE011
1044,X-3029.LGH447
1045,X-3029.LLM871
1046,X-3029.paclitaxel
1047,X-3237.BGJ398
1048,X-3237.binimetinib
1049,X-3237.BKM120
1050,X-3237.BKM120 + binimetinib
1051,X-3237.BYL719
1052,X-3237.BYL719 + LGH447
1053,X-3237.BYL719 + LJM716
1054,X-3237.cetuximab
1055,X-3237.CGM097
1056,X-3237.CKX620
1057,X-3237.CLR457
1058,X-3237.erlotinib
1059,X-3237.HDM201
1060,X-3237.HSP990
1061,X-3237.INC280
1062,X-3237.LCL161 + paclitaxel
1063,X-3237.LEE011
1064,X-3237.LFW527 + binimetinib
1065,X-3237.LGH447
1066,X-3237.LLM871
1067,X-3237.paclitaxel
1068,X-3843.BGJ398
1069,X-3843.binimetinib
1070,X-3843.BKM120
1071,X-3843.BKM120 + binimetinib
1072,X-3843.BYL719
1073,X-3843.BYL719 + LGH447
1074,X-3843.BYL719 + LJM716
1075,X-3843.cetuximab
1076,X-3843.CGM097
1077,X-3843.CKX620
1078,X-3843.CLR457
1079,X-3843.erlotinib
1080,X-3843.HDM201
1081,X-3843.HSP990
1082,X-3843.INC280
1083,X-3843.LCL161 + paclitaxel
1084,X-3843.LEE011
1085,X-3843.LFW527 + binimetinib
1086,X-3843.LGH447
1087,X-3843.LLM871
1088,X-3843.paclitaxel
1089,X-4819.BGJ398
1090,X-4819.binimetinib
1091,X-4819.BKM120
1092,X-4819.BKM120 + binimetinib
1093,X-4819.BYL719
1094,X-4819.BYL719 + LGH447
1095,X-4819.BYL719 + LJM716
1096,X-4819.cetuximab
1097,X-4819.CGM097
1098,X-4819.CKX620
1099,X-4819.CLR457
1100,X-4819.erlotinib
1101,X-4819.HDM201
1102,X-4819.HSP990
1103,X-4819.INC280
1104,X-4819.LCL161 + paclitaxel
1105,X-4819.LEE011
1106,X-4819.LFW527 + binimetinib
1107,X-4819.LGH447
1108,X-4819.LLM871
1109,X-4819.paclitaxel
1110,X-5267.LFW527 + binimetinib
1111,X-1004.BGJ398
1112,X-1004.binimetinib
1113,X-1004.BKM120
1114,X-1004.BYL719
1115,X-1004.BYL719 + LEE011
1116,X-1004.BYL719 + LJM716
1117,X-1004.CGM097
1118,X-1004.CLR457
1119,X-1004.HDM201
1120,X-1004.INC424
1121,X-1004.LEE011
1122,X-1004.LEE011 + everolimus
1123,X-1004.LFA102
1124,X-1004.LFW527 + everolimus
1125,X-1004.LJM716
1126,X-1004.LJM716 + trastuzumab
1127,X-1004.LKA136
1128,X-1004.LLM871
1129,X-1004.paclitaxel
1130,X-1004.tamoxifen
1131,X-1004.trastuzumab
1132,X-1008.BGJ398
1133,X-1008.binimetinib
1134,X-1008.BKM120
1135,X-1008.BYL719
1136,X-1008.BYL719 + LEE011
1137,X-1008.BYL719 + LJM716
1138,X-1008.CGM097
1139,X-1008.CLR457
1140,X-1008.HDM201
1141,X-1008.INC424
1142,X-1008.LEE011
1143,X-1008.LEE011 + everolimus
1144,X-1008.LFA102
1145,X-1008.LFW527 + everolimus
1146,X-1008.LJM716
1147,X-1008.LJM716 + trastuzumab
1148,X-1008.LKA136
1149,X-1008.LLM871
1150,X-1008.paclitaxel
1151,X-1008.tamoxifen
1152,X-1008.trastuzumab
1153,X-1286.BGJ398
1154,X-1286.binimetinib
1155,X-1286.BKM120
1156,X-1286.BYL719
1157,X-1286.BYL719 + LEE011
1158,X-1286.BYL719 + LJM716
1159,X-1286.CGM097
1160,X-1286.CLR457
1161,X-1286.HDM201
1162,X-1286.INC424
1163,X-1286.LEE011
1164,X-1286.LEE011 + everolimus
1165,X-1286.LFA102
1166,X-1286.LFW527 + everolimus
1167,X-1286.LJM716
1168,X-1286.LJM716 + trastuzumab
1169,X-1286.LKA136
1170,X-1286.LLM871
1171,X-1286.paclitaxel
1172,X-1286.tamoxifen
1173,X-1286.trastuzumab
1174,X-1298.BGJ398
1175,X-1298.binimetinib
1176,X-1298.BKM120
1177,X-1298.BYL719
1178,X-1298.BYL719 + LEE011
1179,X-1298.BYL719 + LJM716
1180,X-1298.CGM097
1181,X-1298.CLR457
1182,X-1298.HDM201
1183,X-1298.INC424
1184,X-1298.LEE011
1185,X-1298.LEE011 + everolimus
1186,X-1298.LFA102
1187,X-1298.LFW527 + everolimus
1188,X-1298.LJM716
1189,X-1298.LJM716 + trastuzumab
1190,X-1298.LKA136
1191,X-1298.LLM871
1192,X-1298.paclitaxel
1193,X-1298.tamoxifen
1194,X-1298.trastuzumab
1195,X-1349.LFW527 + everolimus
1196,X-1371.BGJ398
1197,X-1371.binimetinib
1198,X-1371.BKM120
1199,X-1371.BYL719
1200,X-1371.BYL719 + LEE011
1201,X-1371.BYL719 + LJM716
1202,X-1371.CGM097
1203,X-1371.CLR457
1204,X-1371.HDM201
1205,X-1371.INC424
1206,X-1371.LEE011
1207,X-1371.LFA102
1208,X-1371.LFW527 + everolimus
1209,X-1371.LJM716
1210,X-1371.LJM716 + trastuzumab
1211,X-1371.LKA136
1212,X-1371.LLM871
1213,X-1371.paclitaxel
1214,X-1371.tamoxifen
1215,X-1371.trastuzumab
1216,X-1383.BGJ398
1217,X-1383.binimetinib
1218,X-1383.BKM120
1219,X-1383.BYL719
1220,X-1383.BYL719 + LEE011
1221,X-1383.BYL719 + LJM716
1222,X-1383.CGM097
1223,X-1383.CLR457
1224,X-1383.HDM201
1225,X-1383.INC424
1226,X-1383.LEE011
1227,X-1383.LEE011 + everolimus
1228,X-1383.LFA102
1229,X-1383.LFW527 + everolimus
1230,X-1383.LJM716
1231,X-1383.LJM716 + trastuzumab
1232,X-1383.LKA136
1233,X-1383.LLM871
1234,X-1383.paclitaxel
1235,X-1383.tamoxifen
1236,X-1383.trastuzumab
1237,X-1407.BGJ398
1238,X-1407.binimetinib
1239,X-1407.BKM120
1240,X-1407.BYL719
1241,X-1407.BYL719 + LEE011
1242,X-1407.BYL719 + LJM716
1243,X-1407.CGM097
1244,X-1407.CLR457
1245,X-1407.HDM201
1246,X-1407.INC424
1247,X-1407.LEE011
1248,X-1407.LEE011 + everolimus
1249,X-1407.LFA102
1250,X-1407.LFW527 + everolimus
1251,X-1407.LJM716
1252,X-1407.LJM716 + trastuzumab
1253,X-1407.LKA136
1254,X-1407.LLM871
1255,X-1407.paclitaxel
1256,X-1407.tamoxifen
1257,X-1407.trastuzumab
1258,X-1468.BGJ398
1259,X-1468.binimetinib
1260,X-1468.BKM120
1261,X-1468.BYL719
1262,X-1468.BYL719 + LEE011
1263,X-1468.BYL719 + LJM716
1264,X-1468.CGM097
1265,X-1468.CLR457
1266,X-1468.HDM201
1267,X-1468.INC424
1268,X-1468.LEE011
1269,X-1468.LEE011 + everolimus
1270,X-1468.LFA102
1271,X-1468.LFW527 + everolimus
1272,X-1468.LJM716
1273,X-1468.LJM716 + trastuzumab
1274,X-1468.LKA136
1275,X-1468.LLM871
1276,X-1468.paclitaxel
1277,X-1468.tamoxifen
1278,X-1468.trastuzumab
1279,X-1600.BGJ398
1280,X-1600.binimetinib
1281,X-1600.BKM120
1282,X-1600.BYL719
1283,X-1600.BYL719 + LEE011
1284,X-1600.BYL719 + LJM716
1285,X-1600.CGM097
1286,X-1600.CLR457
1287,X-1600.HDM201
1288,X-1600.INC424
1289,X-1600.LEE011
1290,X-1600.LEE011 + everolimus
1291,X-1600.LFA102
1292,X-1600.LFW527 + everolimus
1293,X-1600.LJM716
1294,X-1600.LJM716 + trastuzumab
1295,X-1600.LKA136
1296,X-1600.LLM871
1297,X-1600.paclitaxel
1298,X-1600.tamoxifen
1299,X-1600.trastuzumab
1300,X-1631.BGJ398
1301,X-1631.binimetinib
1302,X-1631.BKM120
1303,X-1631.BYL719
1304,X-1631.BYL719 + LEE011
1305,X-1631.BYL719 + LJM716
1306,X-1631.CGM097
1307,X-1631.CLR457
1308,X-1631.HDM201
1309,X-1631.LEE011
1310,X-1631.LEE011 + everolimus
1311,X-1631.LFA102
1312,X-1631.LJM716
1313,X-1631.LJM716 + trastuzumab
1314,X-1631.LKA136
1315,X-1631.LLM871
1316,X-1631.paclitaxel
1317,X-1631.tamoxifen
1318,X-1631.trastuzumab
1319,X-1828.BGJ398
1320,X-1828.binimetinib
1321,X-1828.BKM120
1322,X-1828.BYL719
1323,X-1828.BYL719 + LEE011
1324,X-1828.BYL719 + LJM716
1325,X-1828.CGM097
1326,X-1828.CLR457
1327,X-1828.HDM201
1328,X-1828.INC424
1329,X-1828.LEE011
1330,X-1828.LEE011 + everolimus
1331,X-1828.LFA102
1332,X-1828.LJM716
1333,X-1828.LJM716 + trastuzumab
1334,X-1828.LKA136
1335,X-1828.LLM871
1336,X-1828.paclitaxel
1337,X-1828.tamoxifen
1338,X-1828.trastuzumab
1339,X-1832.BGJ398
1340,X-1832.binimetinib
1341,X-1832.BKM120
1342,X-1832.BYL719
1343,X-1832.BYL719 + LEE011
1344,X-1832.BYL719 + LJM716
1345,X-1832.CGM097
1346,X-1832.CLR457
1347,X-1832.HDM201
1348,X-1832.INC424
1349,X-1832.LEE011
1350,X-1832.LEE011 + everolimus
1351,X-1832.LFA102
1352,X-1832.LFW527 + everolimus
1353,X-1832.LJM716
1354,X-1832.LJM716 + trastuzumab
1355,X-1832.LKA136
1356,X-1832.LLM871
1357,X-1832.paclitaxel
1358,X-1832.tamoxifen
1359,X-1832.trastuzumab
1360,X-1916.BGJ398
1361,X-1916.binimetinib
1362,X-1916.BKM120
1363,X-1916.BYL719
1364,X-1916.BYL719 + LEE011
1365,X-1916.BYL719 + LJM716
1366,X-1916.CGM097
1367,X-1916.CLR457
1368,X-1916.HDM201
1369,X-1916.INC424
1370,X-1916.LEE011
1371,X-1916.LEE011 + everolimus
1372,X-1916.LFA102
1373,X-1916.LFW527 + everolimus
1374,X-1916.LJM716
1375,X-1916.LJM716 + trastuzumab
1376,X-1916.LKA136
1377,X-1916.LLM871
1378,X-1916.paclitaxel
1379,X-1916.tamoxifen
1380,X-1916.trastuzumab
1381,X-1921.BGJ398
1382,X-1921.binimetinib
1383,X-1921.BKM120
1384,X-1921.BYL719
1385,X-1921.BYL719 + LEE011
1386,X-1921.BYL719 + LJM716
1387,X-1921.CGM097
1388,X-1921.CLR457
1389,X-1921.HDM201
1390,X-1921.INC424
1391,X-1921.LEE011
1392,X-1921.LEE011 + everolimus
1393,X-1921.LFA102
1394,X-1921.LFW527 + everolimus
1395,X-1921.LJM716
1396,X-1921.LJM716 + trastuzumab
1397,X-1921.LKA136
1398,X-1921.LLM871
1399,X-1921.paclitaxel
1400,X-1921.tamoxifen
1401,X-1921.trastuzumab
1402,X-2127.LFW527 + everolimus
1403,X-2195.BGJ398
1404,X-2195.binimetinib
1405,X-2195.BKM120
1406,X-2195.BYL719
1407,X-2195.BYL719 + LEE011
1408,X-2195.BYL719 + LJM716
1409,X-2195.CGM097
1410,X-2195.CLR457
1411,X-2195.HDM201
1412,X-2195.INC424
1413,X-2195.LEE011
1414,X-2195.LEE011 + everolimus
1415,X-2195.LFA102
1416,X-2195.LJM716
1417,X-2195.LJM716 + trastuzumab
1418,X-2195.LKA136
1419,X-2195.LLM871
1420,X-2195.paclitaxel
1421,X-2195.tamoxifen
1422,X-2195.trastuzumab
1423,X-2344.BGJ398
1424,X-2344.binimetinib
1425,X-2344.BKM120
1426,X-2344.BYL719
1427,X-2344.BYL719 + LEE011
1428,X-2344.BYL719 + LJM716
1429,X-2344.CGM097
1430,X-2344.CLR457
1431,X-2344.HDM201
1432,X-2344.INC424
1433,X-2344.LEE011
1434,X-2344.LEE011 + everolimus
1435,X-2344.LFA102
1436,X-2344.LFW527 + everolimus
1437,X-2344.LJM716
1438,X-2344.LJM716 + trastuzumab
1439,X-2344.LKA136
1440,X-2344.LLM871
1441,X-2344.paclitaxel
1442,X-2344.tamoxifen
1443,X-2344.trastuzumab
1444,X-2353.BGJ398
1445,X-2353.binimetinib
1446,X-2353.BKM120
1447,X-2353.BYL719
1448,X-2353.BYL719 + LEE011
1449,X-2353.BYL719 + LJM716
1450,X-2353.CGM097
1451,X-2353.CLR457
1452,X-2353.HDM201
1453,X-2353.INC424
1454,X-2353.LEE011
1455,X-2353.LEE011 + everolimus
1456,X-2353.LFA102
1457,X-2353.LFW527 + everolimus
1458,X-2353.LJM716
1459,X-2353.LJM716 + trastuzumab
1460,X-2353.LKA136
1461,X-2353.LLM871
1462,X-2353.paclitaxel
1463,X-2353.tamoxifen
1464,X-2353.trastuzumab
1465,X-2487.BGJ398
1466,X-2487.binimetinib
1467,X-2487.BKM120
1468,X-2487.BYL719
1469,X-2487.BYL719 + LEE011
1470,X-2487.BYL719 + LJM716
1471,X-2487.CGM097
1472,X-2487.CLR457
1473,X-2487.HDM201
1474,X-2487.INC424
1475,X-2487.LEE011
1476,X-2487.LEE011 + everolimus
1477,X-2487.LFA102
1478,X-2487.LFW527 + everolimus
1479,X-2487.LJM716
1480,X-2487.LJM716 + trastuzumab
1481,X-2487.LKA136
1482,X-2487.LLM871
1483,X-2487.paclitaxel
1484,X-2487.tamoxifen
1485,X-2487.trastuzumab
1486,X-2524.BGJ398
1487,X-2524.binimetinib
1488,X-2524.BKM120
1489,X-2524.BYL719
1490,X-2524.BYL719 + LEE011
1491,X-2524.BYL719 + LJM716
1492,X-2524.CGM097
1493,X-2524.CLR457
1494,X-2524.HDM201
1495,X-2524.INC424
1496,X-2524.LEE011
1497,X-2524.LEE011 + everolimus
1498,X-2524.LFA102
1499,X-2524.LFW527 + everolimus
1500,X-2524.LJM716
1501,X-2524.LJM716 + trastuzumab
1502,X-2524.LKA136
1503,X-2524.LLM871
1504,X-2524.paclitaxel
1505,X-2524.tamoxifen
1506,X-2524.trastuzumab
1507,X-2640.BGJ398
1508,X-2640.binimetinib
1509,X-2640.BKM120
1510,X-2640.BYL719
1511,X-2640.BYL719 + LEE011
1512,X-2640.BYL719 + LJM716
1513,X-2640.CGM097
1514,X-2640.CLR457
1515,X-2640.HDM201
1516,X-2640.INC424
1517,X-2640.LEE011
1518,X-2640.LEE011 + everolimus
1519,X-2640.LFA102
1520,X-2640.LFW527 + everolimus
1521,X-2640.LJM716
1522,X-2640.LJM716 + trastuzumab
1523,X-2640.LKA136
1524,X-2640.LLM871
1525,X-2640.paclitaxel
1526,X-2640.tamoxifen
1527,X-2640.trastuzumab
1528,X-2780.BGJ398
1529,X-2780.binimetinib
1530,X-2780.BKM120
1531,X-2780.BYL719
1532,X-2780.BYL719 + LEE011
1533,X-2780.BYL719 + LJM716
1534,X-2780.CGM097
1535,X-2780.CLR457
1536,X-2780.HDM201
1537,X-2780.INC424
1538,X-2780.LEE011
1539,X-2780.LEE011 + everolimus
1540,X-2780.LFA102
1541,X-2780.LFW527 + everolimus
1542,X-2780.LJM716
1543,X-2780.LJM716 + trastuzumab
1544,X-2780.LKA136
1545,X-2780.LLM871
1546,X-2780.paclitaxel
1547,X-2780.tamoxifen
1548,X-2780.trastuzumab
1549,X-3077.BGJ398
1550,X-3077.binimetinib
1551,X-3077.BKM120
1552,X-3077.BYL719
1553,X-3077.BYL719 + LEE011
1554,X-3077.BYL719 + LJM716
1555,X-3077.CGM097
1556,X-3077.CLR457
1557,X-3077.HDM201
1558,X-3077.INC424
1559,X-3077.LEE011
1560,X-3077.LEE011 + everolimus
1561,X-3077.LFA102
1562,X-3077.LFW527 + everolimus
1563,X-3077.LJM716
1564,X-3077.LJM716 + trastuzumab
1565,X-3077.LKA136
1566,X-3077.LLM871
1567,X-3077.paclitaxel
1568,X-3077.tamoxifen
1569,X-3077.trastuzumab
1570,X-3078.BGJ398
1571,X-3078.binimetinib
1572,X-3078.BKM120
1573,X-3078.BYL719
1574,X-3078.BYL719 + LEE011
1575,X-3078.BYL719 + LJM716
1576,X-3078.CGM097
1577,X-3078.CLR457
1578,X-3078.HDM201
1579,X-3078.INC424
1580,X-3078.LEE011
1581,X-3078.LEE011 + everolimus
1582,X-3078.LFA102
1583,X-3078.LFW527 + everolimus
1584,X-3078.LJM716
1585,X-3078.LJM716 + trastuzumab
1586,X-3078.LKA136
1587,X-3078.LLM871
1588,X-3078.paclitaxel
1589,X-3078.tamoxifen
1590,X-3078.trastuzumab
1591,X-3201.BGJ398
1592,X-3201.binimetinib
1593,X-3201.BKM120
1594,X-3201.BYL719
1595,X-3201.BYL719 + LEE011
1596,X-3201.BYL719 + LJM716
1597,X-3201.CGM097
1598,X-3201.CLR457
1599,X-3201.HDM201
1600,X-3201.INC424
1601,X-3201.LEE011
1602,X-3201.LEE011 + everolimus
1603,X-3201.LFA102
1604,X-3201.LFW527 + everolimus
1605,X-3201.LJM716
1606,X-3201.LJM716 + trastuzumab
1607,X-3201.LKA136
1608,X-3201.LLM871
1609,X-3201.paclitaxel
1610,X-3201.tamoxifen
1611,X-3201.trastuzumab
1612,X-3298.BGJ398
1613,X-3298.binimetinib
1614,X-3298.BKM120
1615,X-3298.BYL719
1616,X-3298.BYL719 + LEE011
1617,X-3298.BYL719 + LJM716
1618,X-3298.CGM097
1619,X-3298.CLR457
1620,X-3298.HDM201
1621,X-3298.INC424
1622,X-3298.LEE011
1623,X-3298.LEE011 + everolimus
1624,X-3298.LFA102
1625,X-3298.LJM716
1626,X-3298.LJM716 + trastuzumab
1627,X-3298.LKA136
1628,X-3298.LLM871
1629,X-3298.paclitaxel
1630,X-3298.tamoxifen
1631,X-3298.trastuzumab
1632,X-3450.BGJ398
1633,X-3450.binimetinib
1634,X-3450.BKM120
1635,X-3450.BYL719
1636,X-3450.BYL719 + LEE011
1637,X-3450.BYL719 + LJM716
1638,X-3450.CGM097
1639,X-3450.CLR457
1640,X-3450.HDM201
1641,X-3450.INC424
1642,X-3450.LEE011
1643,X-3450.LEE011 + everolimus
1644,X-3450.LFA102
1645,X-3450.LFW527 + everolimus
1646,X-3450.LJM716
1647,X-3450.LJM716 + trastuzumab
1648,X-3450.LKA136
1649,X-3450.LLM871
1650,X-3450.paclitaxel
1651,X-3450.tamoxifen
1652,X-3450.trastuzumab
1653,X-3453.LFW527 + everolimus
1654,X-3468.BGJ398
1655,X-3468.binimetinib
1656,X-3468.BKM120
1657,X-3468.BYL719
1658,X-3468.BYL719 + LEE011
1659,X-3468.BYL719 + LJM716
1660,X-3468.CGM097
1661,X-3468.CLR457
1662,X-3468.HDM201
1663,X-3468.INC424
1664,X-3468.LEE011
1665,X-3468.LEE011 + everolimus
1666,X-3468.LFA102
1667,X-3468.LFW527 + everolimus
1668,X-3468.LJM716
1669,X-3468.LJM716 + trastuzumab
1670,X-3468.LKA136
1671,X-3468.LLM871
1672,X-3468.paclitaxel
1673,X-3468.tamoxifen
1674,X-3468.trastuzumab
1675,X-3697.BGJ398
1676,X-3697.binimetinib
1677,X-3697.BKM120
1678,X-3697.BYL719
1679,X-3697.BYL719 + LEE011
1680,X-3697.BYL719 + LJM716
1681,X-3697.CGM097
1682,X-3697.CLR457
1683,X-3697.HDM201
1684,X-3697.INC424
1685,X-3697.LEE011
1686,X-3697.LEE011 + everolimus
1687,X-3697.LFA102
1688,X-3697.LJM716
1689,X-3697.LJM716 + trastuzumab
1690,X-3697.LKA136
1691,X-3697.LLM871
1692,X-3697.paclitaxel
1693,X-3697.tamoxifen
1694,X-3697.trastuzumab
1695,X-3873.BGJ398
1696,X-3873.binimetinib
1697,X-3873.BKM120
1698,X-3873.BYL719
1699,X-3873.BYL719 + LEE011
1700,X-3873.BYL719 + LJM716
1701,X-3873.CGM097
1702,X-3873.CLR457
1703,X-3873.HDM201
1704,X-3873.INC424
1705,X-3873.LEE011
1706,X-3873.LEE011 + everolimus
1707,X-3873.LFA102
1708,X-3873.LFW527 + everolimus
1709,X-3873.LJM716
1710,X-3873.LJM716 + trastuzumab
1711,X-3873.LKA136
1712,X-3873.LLM871
1713,X-3873.paclitaxel
1714,X-3873.tamoxifen
1715,X-3873.trastuzumab
1716,X-4347.BGJ398
1717,X-4347.binimetinib
1718,X-4347.BKM120
1719,X-4347.BYL719
1720,X-4347.BYL719 + LEE011
1721,X-4347.BYL719 + LJM716
1722,X-4347.CGM097
1723,X-4347.CLR457
1724,X-4347.HDM201
1725,X-4347.INC424
1726,X-4347.LEE011
1727,X-4347.LEE011 + everolimus
1728,X-4347.LFA102
1729,X-4347.LFW527 + everolimus
1730,X-4347.LJM716
1731,X-4347.LJM716 + trastuzumab
1732,X-4347.LKA136
1733,X-4347.LLM871
1734,X-4347.paclitaxel
1735,X-4347.tamoxifen
1736,X-4347.trastuzumab
1737,X-4567.BGJ398
1738,X-4567.binimetinib
1739,X-4567.BKM120
1740,X-4567.BYL719
1741,X-4567.BYL719 + LEE011
1742,X-4567.BYL719 + LJM716
1743,X-4567.CGM097
1744,X-4567.CLR457
1745,X-4567.HDM201
1746,X-4567.INC424
1747,X-4567.LEE011
1748,X-4567.LEE011 + everolimus
1749,X-4567.LFA102
1750,X-4567.LFW527 + everolimus
1751,X-4567.LJM716
1752,X-4567.LJM716 + trastuzumab
1753,X-4567.LKA136
1754,X-4567.LLM871
1755,X-4567.paclitaxel
1756,X-4567.tamoxifen
1757,X-4567.trastuzumab
1758,X-4824.BGJ398
1759,X-4824.binimetinib
1760,X-4824.BKM120
1761,X-4824.BYL719
1762,X-4824.BYL719 + LEE011
1763,X-4824.BYL719 + LJM716
1764,X-4824.CGM097
1765,X-4824.CLR457
1766,X-4824.HDM201
1767,X-4824.INC424
1768,X-4824.LEE011
1769,X-4824.LEE011 + everolimus
1770,X-4824.LFA102
1771,X-4824.LJM716
1772,X-4824.LJM716 + trastuzumab
1773,X-4824.LKA136
1774,X-4824.LLM871
1775,X-4824.paclitaxel
1776,X-4824.tamoxifen
1777,X-4824.trastuzumab
1778,X-4888.BGJ398
1779,X-4888.binimetinib
1780,X-4888.BKM120
1781,X-4888.BYL719
1782,X-4888.BYL719 + LEE011
1783,X-4888.BYL719 + LJM716
1784,X-4888.CGM097
1785,X-4888.CLR457
1786,X-4888.HDM201
1787,X-4888.INC424
1788,X-4888.LEE011
1789,X-4888.LEE011 + everolimus
1790,X-4888.LFA102
1791,X-4888.LFW527 + everolimus
1792,X-4888.LJM716
1793,X-4888.LJM716 + trastuzumab
1794,X-4888.LKA136
1795,X-4888.LLM871
1796,X-4888.paclitaxel
1797,X-4888.tamoxifen
1798,X-4888.trastuzumab
1799,X-4949.BGJ398
1800,X-4949.binimetinib
1801,X-4949.BKM120
1802,X-4949.BYL719
1803,X-4949.BYL719 + LEE011
1804,X-4949.BYL719 + LJM716
1805,X-4949.CGM097
1806,X-4949.CLR457
1807,X-4949.HDM201
1808,X-4949.INC424
1809,X-4949.LEE011
1810,X-4949.LEE011 + everolimus
1811,X-4949.LFA102
1812,X-4949.LJM716
1813,X-4949.LJM716 + trastuzumab
1814,X-4949.LKA136
1815,X-4949.LLM871
1816,X-4949.paclitaxel
1817,X-4949.tamoxifen
1818,X-4949.trastuzumab
1819,X-5249.BGJ398
1820,X-5249.binimetinib
1821,X-5249.BKM120
1822,X-5249.BYL719
1823,X-5249.BYL719 + LEE011
1824,X-5249.BYL719 + LJM716
1825,X-5249.CGM097
1826,X-5249.CLR457
1827,X-5249.HDM201
1828,X-5249.INC424
1829,X-5249.LEE011
1830,X-5249.LEE011 + everolimus
1831,X-5249.LFA102
1832,X-5249.LFW527 + everolimus
1833,X-5249.LJM716
1834,X-5249.LJM716 + trastuzumab
1835,X-5249.LKA136
1836,X-5249.LLM871
1837,X-5249.paclitaxel
1838,X-5249.tamoxifen
1839,X-5249.trastuzumab
1840,X-5355.BGJ398
1841,X-5355.binimetinib
1842,X-5355.BKM120
1843,X-5355.BYL719
1844,X-5355.BYL719 + LEE011
1845,X-5355.BYL719 + LJM716
1846,X-5355.CGM097
1847,X-5355.CLR457
1848,X-5355.HDM201
1849,X-5355.INC424
1850,X-5355.LEE011
1851,X-5355.LEE011 + everolimus
1852,X-5355.LFA102
1853,X-5355.LFW527 + everolimus
1854,X-5355.LJM716
1855,X-5355.LJM716 + trastuzumab
1856,X-5355.LKA136
1857,X-5355.LLM871
1858,X-5355.paclitaxel
1859,X-5355.tamoxifen
1860,X-5355.trastuzumab
1861,X-5502.BGJ398
1862,X-5502.binimetinib
1863,X-5502.BKM120
1864,X-5502.BYL719
1865,X-5502.BYL719 + LEE011
1866,X-5502.BYL719 + LJM716
1867,X-5502.CGM097
1868,X-5502.CLR457
1869,X-5502.HDM201
1870,X-5502.INC424
1871,X-5502.LEE011
1872,X-5502.LEE011 + everolimus
1873,X-5502.LFA102
1874,X-5502.LFW527 + everolimus
1875,X-5502.LJM716
1876,X-5502.LJM716 + trastuzumab
1877,X-5502.LKA136
1878,X-5502.LLM871
1879,X-5502.paclitaxel
1880,X-5502.tamoxifen
1881,X-5502.trastuzumab
1882,X-5541.LFW527 + everolimus
1883,X-5975.BGJ398
1884,X-5975.binimetinib
1885,X-5975.BKM120
1886,X-5975.BYL719
1887,X-5975.BYL719 + LEE011
1888,X-5975.BYL719 + LJM716
1889,X-5975.CGM097
1890,X-5975.CLR457
1891,X-5975.HDM201
1892,X-5975.INC424
1893,X-5975.LEE011
1894,X-5975.LEE011 + everolimus
1895,X-5975.LFA102
1896,X-5975.LJM716
1897,X-5975.LKA136
1898,X-5975.LLM871
1899,X-5975.paclitaxel
1900,X-5975.tamoxifen
1901,X-6047.BGJ398
1902,X-6047.binimetinib
1903,X-6047.BKM120
1904,X-6047.BYL719
1905,X-6047.BYL719 + LEE011
1906,X-6047.BYL719 + LJM716
1907,X-6047.CGM097
1908,X-6047.CLR457
1909,X-6047.HDM201
1910,X-6047.INC424
1911,X-6047.LEE011
1912,X-6047.LEE011 + everolimus
1913,X-6047.LFA102
1914,X-6047.LJM716
1915,X-6047.LJM716 + trastuzumab
1916,X-6047.LKA136
1917,X-6047.LLM871
1918,X-6047.paclitaxel
1919,X-6047.tamoxifen
1920,X-6047.trastuzumab
1921,X-0933.5FU
1922,X-0933.binimetinib
1923,X-0933.BKM120
1924,X-0933.BKM120 + LJC049
1925,X-0933.BYL719
1926,X-0933.BYL719 + binimetinib
1927,X-0933.BYL719 + cetuximab
1928,X-0933.BYL719 + cetuximab + encorafenib
1929,X-0933.BYL719 + encorafenib
1930,X-0933.BYL719 + LJM716
1931,X-0933.cetuximab
1932,X-0933.cetuximab + encorafenib
1933,X-0933.CGM097
1934,X-0933.CKX620
1935,X-0933.CLR457
1936,X-0933.encorafenib
1937,X-0933.HDM201
1938,X-0933.LEE011
1939,X-0933.LFW527 + binimetinib
1940,X-0933.LJC049
1941,X-0933.LKA136
1942,X-0988.LFW527 + binimetinib
1943,X-0992.LFW527 + binimetinib
1944,X-1027.5FU
1945,X-1027.binimetinib
1946,X-1027.BKM120
1947,X-1027.BKM120 + LJC049
